74-W-186(n,&gamma;) ENDF/B-VII.1
4220.48,6.35674
4221.2,8.15775
4221.66,8.83766
4221.98,8.98761
4222.4,8.73591
4222.91,7.82928
4224.32,4.17006
4224.81,3.16077
4225.26,2.45492
4225.68,1.94381
4226.15,1.52774
4226.65,1.21084
4227.16,0.977507
4227.72,0.789877
4228.32,0.644229
4229.0,0.522021
4229.81,0.418109
4230.68,0.337832
4231.68,0.271827
4232.82,0.217894
4234.13,0.173616
4235.56,0.139609
4237.04,0.114107
4238.89,0.0911655
4240.86,0.0737995
4243.0,0.0603249
4245.49,0.0489654
4248.42,0.0395045
4251.54,0.0324523
4255.27,0.0266063
4258.21,0.0235118
4260.17,0.0224402
4260.78,0.022997
4261.14,0.0246467
4261.39,0.0272013
4261.59,0.0310027
4261.75,0.0357468
4261.92,0.042649
4262.08,0.0524681
4262.24,0.0661182
4262.4,0.0846495
4262.57,0.109201
4262.75,0.145446
4262.93,0.192229
4263.16,0.265182
4263.42,0.373981
4263.83,0.581938
4264.36,0.851545
4264.69,0.963119
4265.0,1.0011
4265.3,0.965778
4265.64,0.849598
4266.18,0.575347
4266.59,0.368009
4266.85,0.259177
4267.07,0.189016
4267.25,0.142274
4267.42,0.108926
4267.58,0.0831559
4267.75,0.0637457
4267.91,0.0498428
4268.06,0.0402638
4268.23,0.0325844
4268.39,0.0278182
4268.58,0.0237992
4268.8,0.0208689
4269.03,0.0191895
4269.48,0.0176266
4270.24,0.016697
4272.67,0.015502
4275.99,0.0148988
4277.1,0.0148653
4280.14,0.0152347
4283.19,0.0165173
4285.22,0.0182072
4287.02,0.0206511
4288.52,0.0238146
4289.72,0.0275648
4290.83,0.0325879
4291.8,0.0389686
4292.6,0.0465739
4293.33,0.0562925
4293.96,0.0681328
4294.51,0.0831774
4294.91,0.098653
4295.32,0.120872
4295.62,0.145139
4295.85,0.171575
4296.08,0.208918
4296.28,0.255275
4296.48,0.320653
4296.67,0.404179
4296.85,0.519073
4297.01,0.65363
4297.2,0.857523
4297.38,1.11874
4297.57,1.48089
4297.77,1.99245
4298.0,2.68886
4298.26,3.72652
4298.63,5.50636
4299.27,8.85205
4299.6,10.1022
4299.93,10.6484
4299.99,10.659
4300.29,10.3207
4300.62,9.23151
4301.15,6.57334
4301.63,4.09498
4301.91,2.93654
4302.15,2.13534
4302.36,1.58689
4302.55,1.19858
4302.74,0.910947
4302.92,0.693455
4303.08,0.549446
4303.24,0.439542
4303.42,0.351137
4303.59,0.28567
4303.79,0.230292
4304.02,0.186099
4304.26,0.154615
4304.54,0.12882
4304.88,0.106528
4305.25,0.0897772
4305.71,0.0747134
4306.27,0.06178
4306.98,0.050053
4307.79,0.040882
4308.64,0.0340482
4309.77,0.0277537
4311.07,0.022882
4312.45,0.0193046
4314.11,0.0163524
4316.05,0.0140143
4318.82,0.0118719
4322.14,0.0103256
4326.55,0.00918814
4330.93,0.00866341
4335.83,0.00844524
4340.98,0.00863976
4346.13,0.00919319
4351.54,0.0102781
4355.88,0.0116531
4360.21,0.0136637
4363.46,0.0159525
4366.4,0.0190108
4368.05,0.0217807
4368.6,0.0236006
4368.97,0.0261461
4369.25,0.0299198
4369.43,0.0340902
4369.61,0.0403382
4369.77,0.0482878
4369.92,0.0594263
4370.08,0.0747846
4370.24,0.0955831
4370.4,0.123196
4370.56,0.159091
4370.74,0.212122
4370.94,0.289377
4371.16,0.399113
4371.43,0.563811
4371.94,0.937993
4372.36,1.24142
4372.71,1.40975
4373.0,1.45705
4373.32,1.40175
4373.66,1.22795
4374.57,0.566743
4374.84,0.404095
4375.07,0.296166
4375.27,0.220532
4375.45,0.168893
4375.63,0.12991
4375.81,0.101738
4375.99,0.0819068
4376.16,0.0681404
4376.34,0.0588878
4376.51,0.0528915
4376.77,0.0479402
4377.13,0.0456126
4377.3,0.0454166
4378.18,0.0478631
4379.58,0.055454
4380.98,0.0660896
4382.36,0.0804566
4383.56,0.0976515
4384.74,0.121229
4385.81,0.15138
4386.65,0.184117
4387.44,0.225527
4388.15,0.2776
4388.79,0.342224
4389.34,0.418493
4389.85,0.516753
4390.29,0.633084
4390.73,0.795247
4391.11,0.993823
4391.49,1.25991
4391.83,1.59257
4392.17,2.03522
4392.55,2.69205
4392.97,3.61806
4394.15,6.73599
4394.57,7.50926
4394.99,7.79329
4395.41,7.5154
4395.82,6.76901
4397.1,3.40768
4397.5,2.55983
4397.89,1.935
4398.22,1.52313
4398.56,1.20807
4398.89,0.981119
4399.26,0.793865
4399.69,0.635751
4400.12,0.518573
4400.64,0.419698
4401.25,0.335881
4401.93,0.269431
4402.66,0.218445
4403.52,0.175693
4404.52,0.14014
4405.54,0.114075
4406.71,0.0925089
4407.99,0.0754566
4409.46,0.0613716
4411.11,0.0499231
4413.06,0.0402372
4415.07,0.0331022
4417.21,0.0275873
4419.71,0.0228909
4422.7,0.0189043
4426.36,0.0155646
4429.65,0.0134919
4434.04,0.0116449
4437.95,0.0106871
4441.85,0.0103758
4444.05,0.0106052
4446.25,0.0113571
4447.89,0.0125345
4449.26,0.0143597
4450.23,0.0165319
4451.0,0.0193198
4451.61,0.0227765
4452.04,0.0267011
4452.35,0.0313336
4452.56,0.0364827
4452.74,0.0431913
4452.92,0.0525904
4453.07,0.0647995
4453.2,0.0797869
4453.34,0.10035
4453.47,0.128429
4453.61,0.166502
4453.74,0.217651
4453.88,0.286542
4454.01,0.372875
4454.15,0.495384
4454.29,0.654045
4454.43,0.85618
4454.59,1.14174
4454.77,1.55137
4454.96,2.11794
4455.19,2.95682
4455.49,4.31582
4456.32,8.72434
4456.66,9.95246
4456.98,10.4123
4457.0,10.4135
4457.29,10.087
4457.6,9.07073
4458.07,6.66468
4458.56,4.069
4458.83,2.85575
4459.06,2.05449
4459.25,1.50252
4459.42,1.11186
4459.58,0.831481
4459.72,0.638088
4459.86,0.485744
4460.0,0.367594
4460.14,0.277323
4460.27,0.211411
4460.41,0.161838
4460.54,0.124945
4460.68,0.0977332
4460.81,0.0777979
4460.94,0.063254
4461.1,0.0513456
4461.27,0.0421482
4461.47,0.0351993
4461.72,0.0296788
4461.97,0.026109
4462.36,0.0223958
4462.94,0.0189666
4463.71,0.0160651
4464.66,0.0137345
4465.94,0.0117993
4467.57,0.0103564
4469.53,0.00938121
4472.14,0.00872349
4476.05,0.00838734
4480.17,0.00865436
4482.74,0.00927124
4484.29,0.0100867
4485.02,0.0108907
4485.47,0.012014
4485.75,0.0134163
4485.98,0.0155212
4486.16,0.018288
4486.32,0.0219507
4486.46,0.0264139
4486.59,0.0325433
4486.73,0.0408718
4486.87,0.0520518
4487.0,0.0668613
4487.14,0.0862014
4487.3,0.114989
4487.46,0.153712
4487.63,0.208617
4487.82,0.285452
4488.02,0.390755
4488.27,0.551559
4488.6,0.814525
4489.24,1.39299
4489.58,1.62334
4489.91,1.73138
4490.0,1.73718
4490.3,1.67675
4490.64,1.48297
4491.14,1.05472
4491.58,0.664551
4491.85,0.467968
4492.07,0.33854
4492.26,0.251538
4492.44,0.186933
4492.6,0.141058
4492.76,0.105632
4492.9,0.0812108
4493.04,0.0625652
4493.19,0.0485645
4493.33,0.0382144
4493.48,0.0306759
4493.64,0.024762
4493.8,0.0207246
4493.99,0.0175739
4494.18,0.015629
4494.46,0.0140436
4494.82,0.0130912
4495.4,0.0124931
4496.55,0.0121706
4498.72,0.0124194
4501.96,0.0135655
4506.22,0.0160318
4509.76,0.0190825
4513.29,0.0234677
4516.18,0.0285773
4518.7,0.0348121
4521.08,0.0430366
4523.11,0.0527807
4524.98,0.0653221
4526.71,0.081628
4528.19,0.101149
4529.4,0.123243
4530.64,0.154626
4531.66,0.190923
4532.57,0.235425
4533.44,0.294561
4534.22,0.369847
4534.82,0.45109
4535.37,0.551052
4535.88,0.676918
4536.38,0.85255
4536.79,1.04693
4537.19,1.3113
4537.56,1.6362
4537.96,2.11536
4538.37,2.76534
4538.81,3.64364
4540.12,6.90615
4540.61,7.70494
4541.0,7.91851
4541.42,7.66606
4541.92,6.78133
4543.16,3.68366
4543.61,2.77128
4544.0,2.14986
4544.41,1.66172
4544.81,1.30275
4545.2,1.04861
4545.65,0.833183
4546.14,0.669312
4546.64,0.545451
4547.21,0.444738
4547.91,0.354073
4548.62,0.289067
4549.4,0.236559
4550.31,0.191852
4551.42,0.152794
4552.57,0.123857
4553.94,0.0992883
4555.45,0.0802014
4557.16,0.064758
4559.18,0.0520907
4561.35,0.0427819
4563.51,0.0366971
4565.32,0.0341783
4565.68,0.0341576
4566.22,0.0350641
4566.56,0.0372113
4566.8,0.0406079
4567.01,0.0457375
4567.17,0.0523073
4567.33,0.0621798
4567.47,0.0746415
4567.62,0.091969
4567.76,0.11573
4567.9,0.147828
4568.04,0.190525
4568.18,0.246403
4568.33,0.318332
4568.49,0.424068
4568.65,0.559226
4568.83,0.751509
4569.05,1.04012
4569.28,1.42929
4569.62,2.11297
4570.24,3.47
4570.6,4.06956
4570.93,4.31977
4571.0,4.32767
4571.33,4.15429
4571.62,3.74646
4572.09,2.75415
4572.59,1.65535
4572.86,1.16995
4573.08,0.848982
4573.28,0.622148
4573.45,0.465566
4573.61,0.347847
4573.77,0.262366
4573.92,0.196838
4574.06,0.151465
4574.2,0.116977
4574.34,0.0911393
4574.47,0.0736926
4574.61,0.0592847
4574.75,0.0488577
4574.92,0.0401573
4575.08,0.0343544
4575.25,0.0304876
4575.52,0.0267314
4575.84,0.0243744
4576.31,0.0225242
4577.26,0.0206364
4578.53,0.0193405
4580.42,0.0187772
4581.56,0.0191942
4582.69,0.0206057
4583.12,0.0218548
4583.4,0.0233949
4583.68,0.0262465
4583.9,0.0300673
4584.07,0.0351707
4584.21,0.0411689
4584.37,0.0508473
4584.52,0.063039
4584.66,0.0797949
4584.8,0.102536
4584.94,0.132978
4585.08,0.171615
4585.23,0.228167
4585.38,0.301808
4585.55,0.407655
4585.73,0.542984
4585.93,0.749365
4586.15,1.02353
4586.44,1.48039
4587.3,3.08376
4587.64,3.53875
4587.97,3.71717
4588.0,3.71859
4588.32,3.5761
4588.65,3.1763
4589.17,2.22052
4589.6,1.42151
4589.88,0.990422
4590.11,0.714984
4590.3,0.530308
4590.47,0.397948
4590.63,0.304394
4590.79,0.229272
4590.93,0.179775
4591.06,0.141596
4591.2,0.112634
4591.34,0.0910227
4591.48,0.0751717
4591.64,0.0621999
4591.78,0.0546051
4591.96,0.0480674
4592.15,0.0443457
4592.42,0.0419971
4592.61,0.0417404
4592.98,0.0429821
4593.53,0.0474877
4594.09,0.0547237
4594.62,0.0651944
4595.02,0.0770426
4595.34,0.090805
4595.62,0.108282
4595.86,0.129369
4596.09,0.158979
4596.29,0.195949
4596.47,0.239412
4596.64,0.297704
4596.81,0.372595
4596.99,0.482632
4597.18,0.629154
4597.36,0.820932
4597.57,1.10181
4597.79,1.49879
4598.03,2.03424
4598.34,2.88162
4599.29,6.02311
4599.62,6.78887
4599.96,7.10344
4599.99,7.10465
4600.3,6.86568
4600.62,6.20702
4601.13,4.55974
4601.67,2.77698
4601.96,1.99459
4602.2,1.44909
4602.43,1.06475
4602.64,0.792186
4602.83,0.601552
4603.01,0.461264
4603.2,0.356122
4603.38,0.278319
4603.55,0.22429
4603.76,0.17833
4603.96,0.145552
4604.19,0.119089
4604.46,0.0977014
4604.74,0.0822757
4605.15,0.067192
4605.63,0.0550045
4606.23,0.0446978
4606.96,0.0361701
4607.79,0.0294945
4608.75,0.0241408
4609.82,0.0200787
4610.97,0.0169649
4612.58,0.013972
4614.45,0.0116681
4616.8,0.0097539
4619.55,0.00829853
4623.01,0.00710795
4627.62,0.00611548
4634.29,0.00529254
4642.56,0.00474936
4650.84,0.00450431
4656.17,0.00447096
4664.17,0.00460675
4670.93,0.00494761
4676.09,0.00544911
4680.37,0.00621883
4683.58,0.00721706
4685.92,0.00840364
4687.59,0.00968654
4688.93,0.0111608
4690.18,0.0131336
4691.25,0.015577
4692.19,0.0186584
4692.99,0.0224587
4693.66,0.0269768
4694.28,0.0330761
4694.73,0.0393624
4695.08,0.0464523
4695.42,0.0560657
4695.69,0.0673564
4695.92,0.0816128
4696.12,0.0988602
4696.32,0.122948
4696.51,0.154584
4696.69,0.195159
4696.87,0.249609
4697.05,0.321889
4697.23,0.416492
4697.42,0.552013
4697.64,0.744501
4697.85,0.992851
4698.11,1.36929
4698.46,1.99751
4699.27,3.61523
4699.65,4.14372
4700.0,4.31102
4700.31,4.17364
4700.69,3.69792
4701.55,2.12994
4701.84,1.73476
4702.09,1.50234
4702.27,1.4019
4702.52,1.36005
4702.7,1.3848
4703.14,1.56812
4703.64,1.78901
4703.93,1.83271
4704.25,1.77246
4704.62,1.56336
4705.15,1.10582
4705.63,0.6867
4705.91,0.487193
4706.13,0.355942
4706.33,0.263558
4706.51,0.197697
4706.69,0.149638
4706.86,0.11298
4707.01,0.0886109
4707.16,0.0700502
4707.31,0.0561128
4707.46,0.045775
4707.61,0.0381799
4707.78,0.0319776
4707.97,0.0272445
4708.21,0.0234343
4708.45,0.021024
4708.84,0.0186542
4709.51,0.0162516
4710.47,0.0140862
4711.75,0.0121855
4713.54,0.0105529
4715.33,0.00956144
4718.01,0.00870429
4721.59,0.00823287
4722.78,0.00818583
4727.65,0.00830531
4733.75,0.00901084
4738.7,0.0100469
4743.17,0.0115419
4745.45,0.0129291
4746.59,0.0142034
4747.16,0.0154891
4747.45,0.0167442
4747.73,0.0190377
4747.92,0.0216514
4748.11,0.0257372
4748.28,0.0311434
4748.42,0.0377215
4748.56,0.0462129
4748.71,0.0589366
4748.86,0.0761994
4749.0,0.0992637
4749.15,0.129578
4749.3,0.168736
4749.48,0.226461
4749.65,0.300377
4749.84,0.405555
4750.06,0.56139
4750.33,0.789752
4750.77,1.25534
4751.3,1.81574
4751.64,2.06791
4751.97,2.16912
4752.0,2.16968
4752.33,2.08363
4752.69,1.82387
4753.37,1.10057
4753.72,0.742462
4753.98,0.526688
4754.2,0.382909
4754.4,0.280659
4754.58,0.207094
4754.75,0.154977
4754.91,0.118389
4755.06,0.0905881
4755.22,0.069859
4755.36,0.0558648
4755.5,0.0454708
4755.64,0.0378525
4755.81,0.0314367
4755.98,0.0271485
4756.21,0.0236117
4756.44,0.021608
4756.77,0.0201099
4757.34,0.0192321
4757.79,0.0190184
4759.85,0.0193977
4762.93,0.0213512
4767.08,0.0255131
4770.81,0.0308747
4774.54,0.0384072
4777.78,0.0476017
4780.63,0.0589443
4783.19,0.073043
4785.43,0.0902356
4787.56,0.11296
4789.35,0.139391
4791.07,0.174455
4792.55,0.216758
4793.92,0.270944
4795.08,0.334132
4796.15,0.413153
4797.2,0.520095
4798.11,0.64873
4799.0,0.821568
4799.86,1.04888
4800.72,1.35766
4801.67,1.81442
4803.72,2.99221
4804.51,3.26581
4804.97,3.31118
4805.61,3.22132
4806.37,2.91452
4808.56,1.65978
4809.44,1.26969
4810.29,0.983628
4811.17,0.769841
4812.08,0.608417
4812.98,0.494039
4813.64,0.433558
4814.18,0.406048
4814.44,0.402761
4814.9,0.419363
4815.36,0.467911
4816.39,0.635929
4816.84,0.668692
4816.89,0.668927
4817.26,0.647044
4817.7,0.572205
4818.72,0.327519
4819.08,0.26042
4819.44,0.211975
4819.8,0.179681
4820.17,0.159062
4820.62,0.14321
4821.37,0.127665
4823.13,0.104288
4825.31,0.0834544
4827.67,0.067278
4830.03,0.0554399
4832.85,0.0450682
4835.66,0.0374887
4839.71,0.0295727
4843.76,0.0239582
4848.48,0.0193005
4853.55,0.0157913
4859.74,0.012736
4865.93,0.0106527
4872.12,0.00925113
4877.07,0.00859377
4880.17,0.00841269
4883.42,0.00872248
4885.59,0.00946519
4886.94,0.0104574
4888.02,0.0118406
4888.84,0.0135516
4889.45,0.0156616
4889.82,0.0177179
4890.13,0.0205145
4890.34,0.0236575
4890.53,0.0277398
4890.68,0.0326858
4890.84,0.0398619
4890.99,0.0496617
4891.12,0.0617161
4891.26,0.078024
4891.39,0.0999425
4891.52,0.129152
4891.66,0.167701
4891.79,0.21803
4891.92,0.279935
4892.05,0.361886
4892.21,0.484539
4892.36,0.641981
4892.54,0.872204
4892.72,1.17627
4892.92,1.59429
4893.16,2.19798
4893.48,3.20425
4894.29,6.06043
4894.63,6.9073
4894.97,7.24777
4895.0,7.25029
4895.32,6.99099
4895.64,6.26875
4896.14,4.56608
4896.64,2.78907
4896.93,1.94301
4897.15,1.42679
4897.34,1.06157
4897.52,0.790689
4897.67,0.602336
4897.83,0.453393
4897.99,0.337843
4898.13,0.257526
4898.27,0.195549
4898.41,0.148348
4898.55,0.112851
4898.67,0.0890063
4898.81,0.0688888
4898.95,0.0541827
4899.08,0.044224
4899.23,0.0359632
4899.4,0.0292613
4899.57,0.0247021
4899.76,0.0211798
4899.96,0.0187839
4900.25,0.0163944
4900.65,0.0143383
4901.15,0.012583
4901.96,0.0107177
4902.98,0.00921887
4904.4,0.00792032
4906.22,0.00691545
4908.65,0.00612671
4912.3,0.00548972
4916.76,0.0050668
4923.25,0.00482847
4926.49,0.00478972
4934.72,0.00501333
4939.75,0.00544043
4944.32,0.00615529
4947.52,0.00698266
4950.26,0.00812391
4952.09,0.0092865
4953.46,0.0105283
4954.89,0.0124596
4955.86,0.0145271
4956.45,0.0164046
4956.93,0.0189067
4957.23,0.0214933
4957.48,0.0250416
4957.68,0.0295213
4957.86,0.0353974
4958.01,0.0426034
4958.16,0.0526459
4958.31,0.0665801
4958.43,0.0821342
4958.56,0.102297
4958.7,0.132685
4958.85,0.175156
4959.01,0.231143
4959.16,0.303761
4959.32,0.405924
4959.49,0.536368
4959.68,0.724282
4959.9,1.00491
4960.14,1.38927
4960.46,2.02008
4961.27,3.82752
4961.62,4.37964
4961.96,4.60862
4962.0,4.61178
4962.32,4.44983
4962.64,3.99734
4963.14,2.93282
4963.66,1.78493
4963.96,1.23494
4964.19,0.890028
4964.4,0.64753
4964.59,0.481112
4964.76,0.362453
4964.91,0.278598
4965.07,0.213856
4965.22,0.164771
4965.38,0.128208
4965.52,0.103741
4965.67,0.0838118
4965.83,0.0696794
4965.98,0.0598293
4966.17,0.0520324
4966.39,0.0465038
4966.69,0.0430688
4967.1,0.0421153
4967.71,0.044009
4968.52,0.0497243
4969.32,0.0588738
4970.07,0.0714958
4970.73,0.0876444
4971.27,0.107051
4971.74,0.131037
4972.13,0.160174
4972.44,0.193986
4972.7,0.234986
4972.95,0.289849
4973.17,0.357267
4973.39,0.450852
4973.6,0.57659
4973.8,0.734195
4973.99,0.942921
4974.19,1.21541
4974.4,1.58985
4974.62,2.10578
4974.88,2.85808
4975.18,3.97402
4975.68,6.22207
4976.27,8.88052
4976.63,10.0114
4976.98,10.4337
4977.0,10.4347
4977.32,10.1006
4977.69,9.04127
4978.26,6.46939
4978.77,4.14735
4979.09,2.95168
4979.34,2.20069
4979.57,1.65136
4979.79,1.23795
4980.0,0.948677
4980.2,0.729734
4980.4,0.573001
4980.59,0.455831
4980.79,0.368672
4981.02,0.295149
4981.27,0.238245
4981.55,0.193724
4981.86,0.159429
4982.22,0.131846
4982.68,0.106838
4983.23,0.0865896
4983.88,0.0695961
4984.63,0.0560001
4985.42,0.0457333
4986.4,0.036728
4987.52,0.0295245
4988.65,0.0243872
4989.95,0.0200544
4991.48,0.0164469
4993.0,0.0138441
4995.15,0.0112519
4997.55,0.00926918
5000.04,0.00783511
5003.4,0.00651569
5006.77,0.0056228
5011.5,0.00479558
5016.91,0.00422118
5022.33,0.003854
5028.8,0.00360229
5038.5,0.00347107
5047.56,0.00356337
5056.29,0.00385571
5063.9,0.00433369
5069.73,0.00493672
5074.21,0.00567532
5077.57,0.00650071
5080.71,0.00764236
5083.4,0.00912881
5085.25,0.01062
5087.02,0.012657
5088.53,0.0151968
5089.79,0.0182469
5090.97,0.0223759
5091.85,0.0268056
5092.61,0.0320764
5093.36,0.0395588
5093.99,0.0486301
5094.5,0.0591787
5094.9,0.0716228
5095.18,0.083929
5095.46,0.101557
5095.71,0.124188
5095.92,0.152059
5096.12,0.190147
5096.29,0.233358
5096.46,0.290914
5096.63,0.367217
5096.8,0.467575
5096.97,0.603069
5097.15,0.781541
5097.34,1.03813
5097.54,1.37205
5097.76,1.82922
5098.01,2.49367
5098.34,3.59482
5099.23,6.96442
5099.59,7.94702
5099.95,8.36446
5099.99,8.36898
5100.35,8.03718
5100.67,7.22417
5101.24,5.13363
5101.74,3.24799
5102.04,2.30471
5102.29,1.67563
5102.52,1.22886
5102.72,0.924418
5102.9,0.709095
5103.07,0.554141
5103.24,0.433945
5103.41,0.341886
5103.58,0.272093
5103.74,0.219546
5103.94,0.174588
5104.15,0.140471
5104.36,0.116378
5104.61,0.0966411
5104.85,0.0827148
5105.17,0.0697864
5105.59,0.0581993
5106.1,0.0486152
5106.74,0.0401497
5107.46,0.033667
5108.39,0.027917
5109.49,0.0234951
5110.8,0.0200957
5112.5,0.0174294
5114.16,0.0159395
5116.63,0.0149073
5118.29,0.0147437
5121.55,0.0152866
5124.81,0.0167717
5128.55,0.0197
5131.68,0.0234649
5134.29,0.0279261
5136.82,0.0339429
5139.18,0.0418713
5141.29,0.0518174
5142.99,0.0630199
5144.73,0.0789446
5146.26,0.0988012
5147.62,0.123698
5148.83,0.155109
5149.83,0.191452
5150.74,0.237421
5151.55,0.293927
5152.28,0.364817
5152.91,0.448792
5153.46,0.549105
5153.99,0.682213
5154.48,0.850613
5154.96,1.08337
5155.39,1.35992
5155.82,1.72429
5156.33,2.30059
5156.98,3.24485
5158.05,4.91419
5158.53,5.40218
5158.99,5.57115
5159.45,5.40047
5160.0,4.79934
5161.47,2.5258
5161.99,1.88856
5162.44,1.46509
5162.87,1.16265
5163.31,0.927159
5163.8,0.737736
5164.29,0.599491
5164.81,0.490277
5165.42,0.397052
5166.1,0.321769
5166.83,0.262701
5167.63,0.215189
5168.6,0.173185
5169.75,0.138003
5170.97,0.111441
5172.36,0.0897287
5173.82,0.0733696
5175.49,0.0599463
5177.44,0.0490214
5179.18,0.0423557
5180.57,0.0387956
5181.97,0.0371408
5182.66,0.0377835
5183.15,0.0403716
5183.44,0.0443981
5183.69,0.0508806
5183.89,0.0596511
5184.06,0.07141
5184.2,0.0858247
5184.35,0.105675
5184.5,0.132678
5184.64,0.168919
5184.79,0.21689
5184.94,0.279458
5185.08,0.35983
5185.26,0.480706
5185.43,0.63611
5185.62,0.862798
5185.84,1.17899
5186.1,1.66391
5186.4,2.36087
5187.23,4.51401
5187.62,5.24945
5187.97,5.51164
5188.0,5.51349
5188.35,5.29139
5188.74,4.58909
5189.72,2.07019
5189.98,1.49274
5190.22,1.07853
5190.41,0.811091
5190.6,0.598526
5190.77,0.45523
5190.93,0.342857
5191.1,0.256468
5191.25,0.196049
5191.4,0.150118
5191.53,0.118425
5191.67,0.0943234
5191.81,0.07618
5191.94,0.0626453
5192.11,0.0509624
5192.27,0.042882
5192.44,0.0373146
5192.66,0.0324775
5192.96,0.0286458
5193.21,0.0268627
5193.71,0.0249903
5194.39,0.0242067
5194.85,0.0248291
5195.14,0.0262184
5195.36,0.0282841
5195.57,0.0319018
5195.75,0.0368327
5195.94,0.0444569
5196.1,0.0546807
5196.24,0.0674973
5196.39,0.0850168
5196.53,0.10866
5196.68,0.140147
5196.82,0.181491
5196.97,0.235001
5197.12,0.30911
5197.3,0.416184
5197.48,0.566388
5197.69,0.774004
5197.92,1.07556
5198.2,1.52662
5198.58,2.29886
5199.25,3.70098
5199.62,4.24922
5199.97,4.4485
5199.99,4.44929
5200.31,4.29727
5200.65,3.83624
5201.17,2.80306
5201.69,1.69609
5201.99,1.17387
5202.23,0.849115
5202.44,0.615368
5202.62,0.458455
5202.79,0.346566
5202.95,0.259141
5203.1,0.19807
5203.25,0.15078
5203.39,0.114703
5203.54,0.08757
5203.68,0.0689365
5203.82,0.0539161
5203.97,0.0429554
5204.11,0.035021
5204.26,0.0293099
5204.44,0.0243769
5204.62,0.021101
5204.88,0.0182193
5205.1,0.0166733
5205.54,0.0148132
5206.33,0.0129825
5207.41,0.0114987
5208.84,0.0102277
5210.99,0.00901879
5214.53,0.00779943
5218.75,0.00688157
5225.23,0.00604163
5231.99,0.00559974
5236.5,0.00550513
5243.26,0.00567625
5247.8,0.00603261
5252.37,0.00673071
5255.67,0.00754753
5259.24,0.00891723
5261.8,0.0103951
5264.32,0.0125361
5266.42,0.01515
5268.25,0.0184368
5269.73,0.0221722
5271.14,0.0272091
5272.34,0.033262
5273.39,0.0406639
5274.35,0.0501431
5275.19,0.0618108
5275.94,0.0765125
5276.57,0.0939186
5277.14,0.11628
5277.59,0.141512
5277.97,0.171509
5278.25,0.203555
5278.56,0.251637
5278.8,0.306792
5279.01,0.373395
5279.22,0.46817
5279.43,0.588948
5279.63,0.751958
5279.83,0.969977
5280.03,1.25528
5280.25,1.65282
5280.48,2.21699
5280.74,3.02438
5281.02,4.12494
5281.42,6.06625
5282.23,10.3244
5282.6,11.689
5282.98,12.2242
5283.0,12.2251
5283.34,11.8276
5283.68,10.6735
5284.24,7.88921
5284.81,4.8521
5285.13,3.47462
5285.4,2.54029
5285.62,1.94784
5285.84,1.48074
5286.03,1.1481
5286.22,0.901958
5286.41,0.712708
5286.6,0.568758
5286.82,0.446865
5287.02,0.361791
5287.26,0.290803
5287.51,0.240323
5287.81,0.195998
5288.11,0.164847
5288.48,0.137057
5288.93,0.113407
5289.43,0.0946532
5290.06,0.077466
5290.84,0.0625809
5291.59,0.0524778
5292.49,0.0438921
5293.41,0.0379431
5294.35,0.0342759
5294.67,0.0338011
5295.14,0.0347173
5295.38,0.0367105
5295.61,0.0407713
5295.83,0.0474471
5296.01,0.0564415
5296.15,0.0668765
5296.31,0.0833298
5296.45,0.103467
5296.6,0.130312
5296.74,0.165595
5296.9,0.217862
5297.06,0.286508
5297.22,0.37496
5297.4,0.500746
5297.59,0.677776
5297.81,0.922591
5298.07,1.30199
5298.42,1.92684
5299.25,3.60782
5299.62,4.12341
5299.97,4.31039
5299.99,4.31083
5300.31,4.16798
5300.65,3.73424
5301.16,2.75598
5301.71,1.63779
5301.99,1.17478
5302.22,0.859818
5302.42,0.640098
5302.62,0.466515
5302.79,0.348235
5302.95,0.263849
5303.1,0.200419
5303.26,0.151542
5303.41,0.114471
5303.55,0.0897948
5303.68,0.0708797
5303.81,0.0565205
5303.97,0.0444098
5304.12,0.0360353
5304.28,0.0294057
5304.42,0.025372
5304.61,0.0216254
5304.8,0.0191259
5305.08,0.0167612
5305.46,0.0149305
5306.11,0.0131126
5307.06,0.0115185
5308.33,0.0100981
5310.04,0.00887314
5312.17,0.00787599
5314.95,0.00708844
5317.1,0.00678403
5318.17,0.00673799
5319.61,0.00682875
5321.05,0.00726114
5321.59,0.00768545
5321.94,0.00825514
5322.21,0.00905239
5322.44,0.010199
5322.62,0.0116551
5322.8,0.0138626
5322.96,0.016697
5323.11,0.0207239
5323.25,0.025456
5323.38,0.0317348
5323.52,0.0399817
5323.65,0.0506953
5323.81,0.0670863
5323.97,0.0888785
5324.14,0.119395
5324.31,0.158852
5324.49,0.213886
5324.69,0.289592
5324.91,0.391572
5325.17,0.543883
5325.56,0.822941
5326.22,1.32514
5326.58,1.52436
5326.94,1.61206
5327.0,1.61401
5327.33,1.55897
5327.65,1.40344
5328.15,1.04998
5328.7,0.630773
5328.99,0.444805
5329.24,0.319675
5329.46,0.230745
5329.64,0.172527
5329.83,0.127055
5329.99,0.0954617
5330.14,0.0736053
5330.29,0.0558015
5330.42,0.044128
5330.56,0.0350415
5330.69,0.0280441
5330.82,0.0227082
5330.98,0.0179995
5331.14,0.014673
5331.29,0.0123432
5331.48,0.0105029
5331.69,0.00916214
5331.95,0.00816905
5332.27,0.00750713
5332.8,0.00694391
5333.64,0.00649733
5335.28,0.0060931
