29-Cu-63(n,&gamma;) ENDF/B-VII.1
25671.6,0.0179491
25703.4,0.0220215
25713.3,0.0241373
25715.5,0.0251492
25717.2,0.0268547
25718.6,0.029553
25719.6,0.0331382
25720.7,0.0389374
25721.5,0.0462356
25722.4,0.0568101
25723.2,0.070735
25724.2,0.0920701
25725.3,0.123836
25726.6,0.172363
25730.0,0.329686
25731.5,0.378292
25732.9,0.395797
25733.0,0.395864
25734.3,0.381608
25735.8,0.335386
25739.7,0.162845
25740.9,0.120606
25741.9,0.0922617
25742.7,0.074078
25743.6,0.0603039
25744.4,0.0502431
25745.4,0.0420125
25746.4,0.0368361
25747.4,0.0337185
25748.8,0.0315097
25750.1,0.030513
25753.7,0.0299463
25764.3,0.0310186
25778.5,0.0336908
25788.3,0.0369726
25793.2,0.0401382
25796.3,0.0438827
25798.2,0.0482245
25799.3,0.0529611
25800.5,0.0608204
25801.4,0.0712712
25802.3,0.0863119
25803.1,0.106175
25803.9,0.134336
25804.6,0.168502
25805.4,0.219926
25806.2,0.288077
25807.1,0.388672
25808.1,0.526219
25809.2,0.733288
25811.1,1.15547
25813.2,1.61783
25814.6,1.82186
25815.9,1.90114
25816.0,1.90155
25817.3,1.83163
25818.7,1.62116
25821.2,1.07528
25823.0,0.702326
25824.1,0.504355
25825.1,0.368696
25826.0,0.274581
25826.7,0.2112
25827.5,0.163687
25828.2,0.131599
25829.0,0.105346
25829.7,0.0866764
25830.5,0.0735861
25831.3,0.0644871
25832.4,0.0562692
25833.4,0.0512379
25835.1,0.046861
25837.7,0.0431599
25842.0,0.0402615
25848.5,0.0381338
25865.6,0.0361044
25877.8,0.035775
25896.0,0.0367563
25909.7,0.0396556
25918.9,0.043778
25925.9,0.0491267
25931.7,0.0561757
25937.1,0.0663766
25941.4,0.0785727
25945.1,0.0945015
25948.3,0.114467
25951.1,0.139412
25953.5,0.171705
25955.5,0.209411
25957.3,0.258784
25958.8,0.316092
25960.3,0.394689
25961.8,0.502566
25963.3,0.637496
25964.8,0.833039
25966.7,1.14191
25971.4,2.01603
25973.4,2.25858
25974.8,2.31581
25976.4,2.25055
25978.1,2.04482
25981.2,1.4702
25983.8,0.995636
25985.5,0.744828
25987.1,0.567108
25988.4,0.453989
25989.8,0.366543
25991.4,0.291543
25993.0,0.236725
25994.9,0.189929
25996.9,0.157133
25999.3,0.127658
26002.1,0.103726
26005.1,0.0862342
26008.6,0.0712212
26013.1,0.0581467
26017.9,0.0483407
26023.6,0.0404219
26029.9,0.034299
26038.8,0.028537
26047.9,0.0246065
26060.1,0.0212558
26072.2,0.0195371
26076.2,0.0194453
26081.5,0.0201993
26083.6,0.021368
26085.1,0.0234102
26086.2,0.0260292
26086.9,0.0291736
26087.7,0.0338758
26088.5,0.0408249
26089.2,0.0489775
26089.8,0.0599526
26090.5,0.0744958
26091.1,0.0934239
26091.9,0.12314
26092.7,0.161842
26093.6,0.218845
26094.6,0.299266
26096.0,0.436627
26099.1,0.788402
26100.5,0.900411
26101.9,0.94449
26102.0,0.944874
26103.2,0.913423
26104.5,0.82324
26106.5,0.606591
26108.7,0.370321
26109.8,0.26155
26110.7,0.194455
26111.6,0.147005
26112.3,0.111473
26113.1,0.0843268
26113.8,0.0660844
26114.5,0.0523449
26115.2,0.0421797
26115.9,0.0347771
26116.5,0.0294519
26117.3,0.0253765
26118.3,0.0217999
26119.3,0.0196116
26120.9,0.0176331
26123.4,0.0161438
26128.2,0.0146832
26136.3,0.0134661
26153.4,0.0122882
26181.9,0.0114395
26211.4,0.0111855
26240.9,0.0113901
26279.0,0.0123508
26313.8,0.0139184
26344.2,0.0161874
26370.3,0.0190849
26396.4,0.0233743
26415.5,0.0278272
26430.8,0.0329696
26441.5,0.0383422
26448.0,0.0437987
26450.9,0.0485586
26452.3,0.0531117
26453.5,0.0596128
26454.6,0.0693417
26455.4,0.0809966
26456.2,0.0979148
26457.1,0.122071
26457.9,0.1558
26458.7,0.201652
26459.5,0.260176
26460.5,0.349241
26461.6,0.477283
26463.0,0.687727
26466.0,1.187
26467.6,1.369
26469.0,1.42547
26470.3,1.37887
26471.8,1.21003
26475.8,0.568942
26477.0,0.409706
26478.0,0.314893
26478.9,0.240945
26479.6,0.193734
26480.4,0.157748
26481.2,0.131058
26482.1,0.108632
26482.8,0.0959709
26483.7,0.0859247
26485.0,0.0782881
26486.6,0.0738369
26489.6,0.0723362
26497.6,0.0776114
26509.6,0.0921988
26524.0,0.116984
26540.0,0.153828
26566.1,0.222953
26574.4,0.238275
26584.4,0.245037
26593.3,0.238725
26607.3,0.210222
26636.3,0.13299
26650.2,0.104259
26664.1,0.0823439
26678.1,0.0659392
26692.3,0.0533779
26709.0,0.0425524
26727.8,0.0337939
26748.7,0.0268674
26769.6,0.0218803
26794.7,0.0175652
26823.9,0.0140173
26853.2,0.0114963
26882.4,0.00965312
26915.8,0.00810049
26957.6,0.00675558
26991.0,0.00613019
27002.1,0.00606165
27015.7,0.00620823
27024.7,0.0066499
27030.3,0.00727439
27034.8,0.00823411
27037.7,0.00929688
27039.7,0.0106134
27041.2,0.0122532
27042.2,0.0140156
27043.1,0.0163441
27043.9,0.0192615
27044.6,0.0234494
27045.2,0.0283087
27045.9,0.0348613
27046.5,0.0436339
27047.2,0.0566192
27047.9,0.0740798
27048.5,0.0971647
27049.2,0.127126
27050.0,0.169148
27050.8,0.229042
27051.7,0.312692
27052.8,0.436258
27054.5,0.667139
27056.9,1.02984
27058.4,1.19616
27059.8,1.25685
27060.0,1.25764
27061.3,1.21163
27062.6,1.08862
27064.8,0.786126
27066.7,0.494531
27067.9,0.349812
27068.9,0.253917
27069.7,0.188705
27070.5,0.139774
27071.2,0.105245
27071.9,0.0821954
27072.5,0.0641923
27073.1,0.0503282
27073.7,0.0399595
27074.4,0.0317403
27075.0,0.0256792
27075.8,0.0207716
27076.6,0.0170021
27077.4,0.0144328
27078.2,0.0126517
27079.3,0.0110326
27080.5,0.00978852
27082.6,0.00852274
27085.6,0.00736299
27089.8,0.00639585
27095.2,0.00566059
27103.7,0.00498877
27113.0,0.00456643
27131.7,0.00410458
27160.1,0.00377526
27179.2,0.00369899
27196.6,0.00382349
27207.5,0.00408867
27214.0,0.00442095
27219.7,0.00492827
27224.4,0.00565805
27227.7,0.00649541
27230.4,0.00758902
27232.1,0.00868912
27233.4,0.00995946
27234.5,0.0115932
27235.4,0.0135694
27236.2,0.0162091
27236.9,0.0195166
27237.5,0.0241734
27238.2,0.0307257
27238.8,0.0388336
27239.5,0.0497137
27240.1,0.0641681
27240.7,0.0827882
27241.3,0.107227
27242.0,0.143437
27242.7,0.190199
27243.5,0.258452
27244.4,0.346975
27245.3,0.475514
27246.6,0.69292
27250.0,1.32774
27251.5,1.53147
27252.9,1.60582
27253.0,1.60619
27254.3,1.55249
27255.6,1.39753
27257.6,1.03646
27259.8,0.623292
27260.9,0.444112
27261.8,0.323966
27262.7,0.2401
27263.4,0.177316
27264.2,0.133366
27264.9,0.0995102
27265.5,0.0752003
27266.2,0.0573585
27266.8,0.044011
27267.4,0.0349198
27268.0,0.0280749
27268.6,0.0229495
27269.2,0.0188005
27270.0,0.0155628
27270.8,0.0128029
27271.7,0.0109632
27273.0,0.00928847
27274.4,0.0080685
27276.3,0.00700051
27278.8,0.00605364
27281.9,0.0052613
27286.2,0.00456035
27291.4,0.00401358
27298.3,0.0035619
27308.8,0.00317051
27321.2,0.00289249
27348.0,0.00257786
27383.8,0.00234469
27445.1,0.00211431
27547.3,0.00188519
27629.0,0.00177564
27753.4,0.00170038
27823.3,0.00175196
27846.6,0.00182877
27864.1,0.00197847
27875.0,0.00219651
27881.5,0.00244777
27886.6,0.00279031
27889.9,0.00316907
27892.4,0.0036191
27894.1,0.00409612
27895.3,0.00462981
27896.4,0.00538662
27897.3,0.00637885
27898.0,0.00756176
27898.7,0.00927265
27899.3,0.0113912
27899.9,0.0143159
27900.6,0.0183289
27901.2,0.0236343
27901.8,0.0309133
27902.4,0.0405646
27903.1,0.053177
27903.7,0.0693948
27904.4,0.0920953
27905.1,0.123622
27905.9,0.167683
27906.9,0.230191
27908.1,0.330973
27910.0,0.534351
27912.1,0.744538
27913.5,0.849563
27915.0,0.887795
27915.0,0.887754
27916.3,0.855399
27917.7,0.765295
27919.8,0.55376
27921.8,0.342146
27923.0,0.2381
27924.0,0.171299
27924.8,0.126494
27925.6,0.0943616
27926.3,0.0698559
27926.9,0.0535458
27927.5,0.040857
27928.2,0.0311393
27928.8,0.0242639
27929.4,0.0189174
27930.0,0.0149209
27930.6,0.0119595
27931.2,0.00955074
27931.8,0.00801141
27932.6,0.0066486
27933.3,0.00570594
27934.1,0.00502813
27935.4,0.00432529
27936.9,0.00379222
27939.4,0.00327937
27943.2,0.00282481
27948.1,0.0024792
27954.7,0.00222023
27962.9,0.00204338
27976.0,0.00190418
27995.7,0.00181365
28028.3,0.00177554
28079.7,0.00185895
28101.8,0.00199946
28110.7,0.00212036
28119.8,0.00235547
28125.5,0.00264441
28129.0,0.00293544
28131.9,0.00332119
28134.0,0.00380894
28135.5,0.0043963
28136.5,0.00510217
28137.4,0.00598643
28138.1,0.00713834
28138.7,0.00854325
28139.3,0.0104927
28140.0,0.0131874
28140.6,0.016885
28141.2,0.0219074
28141.8,0.0286506
28142.5,0.0375743
28143.1,0.0492115
28143.8,0.0658377
28144.5,0.0865258
28145.2,0.116067
28146.1,0.157686
28147.0,0.214986
28148.2,0.309876
28150.7,0.540698
28152.3,0.684696
28153.8,0.773886
28155.0,0.797328
28156.4,0.766503
28157.8,0.681154
28160.0,0.475568
28161.9,0.298063
28163.1,0.209251
28164.1,0.150073
28165.0,0.108906
28165.7,0.0800149
28166.4,0.0603658
28167.1,0.0451697
28167.7,0.0342624
28168.3,0.0266189
28168.9,0.0207577
28169.5,0.0163159
28170.1,0.0129832
28170.7,0.0105042
28171.3,0.00845291
28172.0,0.0070067
28172.7,0.00598626
28173.6,0.0050682
28174.7,0.00436852
28176.1,0.00381427
28177.9,0.00340208
28180.8,0.00300372
28184.4,0.00269973
28189.5,0.00244673
28197.9,0.00222298
28211.3,0.00206755
28244.2,0.00196518
28250.2,0.00196261
28286.5,0.00198005
28414.4,0.00221394
28523.3,0.00256405
28581.7,0.00286814
28605.0,0.00306658
28624.9,0.00339322
28637.2,0.00377688
28643.3,0.00414603
28648.4,0.00466467
28652.5,0.00537511
28654.9,0.00609414
28656.8,0.00700887
28658.0,0.00803894
28659.1,0.00950436
28659.9,0.0111954
28660.7,0.0137304
28661.4,0.0170618
28662.0,0.0212035
28662.7,0.0268517
28663.3,0.0344782
28664.0,0.0446563
28664.6,0.0574169
28665.2,0.0745913
28665.9,0.0965011
28666.6,0.12913
28667.4,0.170511
28668.3,0.235291
28669.3,0.322612
28670.7,0.467892
28673.9,0.851555
28675.5,0.983294
28676.9,1.03133
28677.0,1.03166
28678.3,0.997766
28679.6,0.897421
28681.7,0.65994
28683.9,0.4034
28685.1,0.279872
28686.1,0.204817
28687.0,0.149278
28687.8,0.110779
28688.5,0.0844612
28689.1,0.064691
28689.8,0.0498039
28690.4,0.0384219
28691.1,0.0298481
28691.7,0.0234701
28692.4,0.0187779
28693.1,0.0150357
28693.8,0.0124404
28694.6,0.0104065
28695.5,0.00884888
28696.6,0.00772046
28698.0,0.00684694
28700.1,0.00602801
28703.3,0.00533082
28706.6,0.00490624
28710.9,0.00455154
28719.5,0.00419353
28733.5,0.00400508
28738.1,0.00398933
28765.1,0.00417994
28777.4,0.00448898
28784.2,0.00489595
28787.6,0.00532125
28789.7,0.00587408
28790.9,0.00651335
28792.0,0.00742581
28792.9,0.00858503
28793.7,0.0103449
28794.4,0.0125403
28795.1,0.0155359
28795.8,0.019653
28796.5,0.0252216
28797.2,0.0326185
28797.9,0.0422528
28798.7,0.0562809
28799.6,0.0764567
28800.6,0.105416
28801.7,0.14621
28803.4,0.219606
28806.0,0.341813
28807.4,0.389415
28808.8,0.40946
28809.0,0.409831
28810.4,0.395225
28811.8,0.350221
28814.1,0.245276
28816.0,0.157921
28817.2,0.112323
28818.2,0.0807764
28819.0,0.0613801
28819.8,0.0461082
28820.5,0.0354426
28821.3,0.0274325
28822.0,0.0213697
28822.7,0.0168661
28823.4,0.013577
28824.0,0.0114642
28824.7,0.00970635
28825.6,0.00821764
28826.5,0.00722878
28827.6,0.00648895
28829.3,0.00589658
28831.6,0.00551198
28834.9,0.00522448
28844.0,0.00493525
28853.0,0.00488274
28888.9,0.00512225
28951.6,0.00600392
29011.1,0.00720159
29066.2,0.00868713
29099.3,0.00996507
29117.1,0.0110822
29126.0,0.0122264
29128.8,0.012958
29130.8,0.0139717
29132.2,0.0155166
29133.2,0.0173608
29134.2,0.0203801
29135.1,0.0245494
29135.8,0.0299772
29136.5,0.0372564
29137.3,0.0472549
29138.0,0.0607304
29138.7,0.0785273
29139.5,0.104136
29140.3,0.137123
29141.2,0.185107
29142.3,0.259337
29143.8,0.379108
29146.9,0.670298
29148.5,0.771613
29149.9,0.806495
29150.0,0.806573
29151.4,0.774771
29153.0,0.679664
29157.1,0.30858
29158.3,0.217506
29159.3,0.157958
29160.2,0.117981
29161.0,0.0894969
29161.8,0.0677681
29162.5,0.0529104
29163.2,0.041446
29164.0,0.0331749
29164.7,0.0273239
29165.5,0.0232582
29166.4,0.0199298
29167.4,0.0178875
29168.5,0.0164568
29170.4,0.0153073
29173.6,0.0146404
29178.6,0.0143544
29193.9,0.0147827
29224.3,0.0166841
29266.2,0.0204983
29301.0,0.0248233
29337.2,0.0306736
29373.4,0.0382807
29413.6,0.049127
29443.9,0.0595623
29448.3,0.0632288
29450.4,0.0682022
29451.8,0.074933
29453.2,0.0866188
29454.4,0.10231
29455.6,0.125736
29456.8,0.157732
29458.3,0.20874
29462.0,0.356872
29463.7,0.402608
29465.0,0.414278
29466.6,0.397533
29468.4,0.345519
29472.1,0.197947
29473.6,0.151984
29474.9,0.121545
29476.1,0.102655
29477.3,0.0900711
29478.8,0.080798
29480.6,0.0753758
29484.3,0.0730346
29522.9,0.0801194
29543.1,0.0814344
29562.0,0.0803466
29593.4,0.0741453
29689.2,0.0443292
29730.4,0.034319
29771.6,0.0268066
29812.9,0.0212795
29854.1,0.0171988
29901.2,0.0137849
29948.3,0.0112938
30007.2,0.00905686
30066.1,0.00748
30125.0,0.00636248
30183.9,0.00561568
30215.3,0.00542799
30233.9,0.00554986
30243.2,0.00592024
30247.9,0.00643216
30250.2,0.00706605
30251.7,0.00790262
30252.8,0.0090677
30253.7,0.0105043
30254.5,0.0126794
30255.3,0.0153906
30256.0,0.0191791
30256.7,0.0243941
30257.5,0.0314481
30258.2,0.0408071
30258.9,0.0529625
30259.8,0.0713267
30260.7,0.095198
30261.7,0.130817
30263.0,0.186381
30266.9,0.385884
30268.5,0.442446
30269.9,0.462587
30270.0,0.462651
30271.5,0.444664
30272.9,0.39495
30275.4,0.270145
30277.3,0.171404
30278.5,0.121096
30279.5,0.0890106
30280.4,0.0659267
30281.2,0.049627
30282.0,0.0382679
30282.7,0.0295484
30283.4,0.0229898
30284.2,0.0181486
30284.8,0.0150042
30285.6,0.0122012
30286.4,0.0102714
30287.3,0.00874483
30288.3,0.00777874
30289.5,0.00700336
30291.4,0.00638804
30294.6,0.00589673
30299.7,0.00551057
30309.8,0.00518186
30330.1,0.005005
30335.2,0.00500236
30365.9,0.00519325
30394.1,0.0057136
30416.5,0.00653589
30432.2,0.00750501
30445.6,0.0087937
30457.4,0.0105298
30467.0,0.0126289
30475.4,0.0152841
30482.1,0.0183607
30487.8,0.0220444
30493.4,0.0270481
30498.0,0.0328663
30502.1,0.0400329
30505.7,0.0486866
30509.3,0.0608437
30512.4,0.0757086
30515.0,0.0941416
30517.3,0.116336
30519.3,0.141763
30521.1,0.173919
30522.8,0.217737
30524.6,0.277776
30526.4,0.359311
30528.2,0.467054
30530.3,0.629841
30535.5,1.1055
30537.7,1.24313
30539.6,1.28269
30541.4,1.24295
30543.4,1.12515
30549.6,0.567041
30551.5,0.429884
30553.2,0.337001
30555.0,0.261201
30556.6,0.208998
30558.4,0.167479
30560.3,0.13601
30562.5,0.108664
30564.8,0.0890213
30567.6,0.071318
30570.5,0.0582586
30574.0,0.0468731
30578.1,0.0377596
30582.5,0.0306844
30587.9,0.0246237
30593.2,0.0203329
30599.4,0.0168009
30606.6,0.0138646
30615.3,0.0113746
30625.1,0.00941735
30636.6,0.0078401
30650.1,0.00658641
30663.5,0.0057169
30681.4,0.00491829
30703.8,0.00426604
30734.5,0.00372036
30765.3,0.00341704
30785.7,0.00333905
30799.2,0.00340128
30808.2,0.0035922
30812.7,0.00384249
30815.5,0.00420886
30817.2,0.00470761
30818.3,0.00533227
30819.3,0.00623994
30820.1,0.00744875
30820.8,0.00890073
30821.5,0.0109084
30822.3,0.0138382
30823.0,0.0175085
30823.6,0.0223339
30824.4,0.0294584
30825.2,0.0387381
30826.1,0.0519999
30827.0,0.0706042
30828.1,0.0978197
30829.7,0.14524
30832.8,0.250423
30834.4,0.289973
30835.9,0.303489
30836.0,0.303538
30837.3,0.293633
30838.8,0.26368
30841.0,0.191583
30843.2,0.11768
30844.5,0.0823621
30845.5,0.059534
30846.4,0.0447742
30847.2,0.0340659
30847.9,0.0258335
30848.7,0.0195822
30849.4,0.0153889
30850.1,0.0122255
30850.8,0.0098753
30851.5,0.00815241
30852.2,0.00677393
30853.0,0.00582293
30854.1,0.00500068
30855.1,0.00449813
30856.1,0.0041825
30858.2,0.00382946
30862.3,0.00350911
30868.5,0.00328707
30876.8,0.00314823
30901.9,0.00302045
30910.3,0.00301291
30966.1,0.00314224
31006.2,0.0033751
31038.4,0.00366689
31081.5,0.00425899
31113.8,0.00497793
31137.4,0.00577106
31159.2,0.00688619
31174.4,0.00810769
31185.8,0.00956109
31193.3,0.0110969
31198.6,0.0127356
31203.2,0.0148747
31206.2,0.0170177
31208.9,0.019819
31211.0,0.0232671
31212.5,0.0271375
31213.7,0.0322436
31214.8,0.0386625
31215.8,0.0471013
31216.7,0.058228
31217.5,0.0731166
31218.4,0.0935635
31219.2,0.121276
31220.1,0.158166
31221.0,0.208673
31221.9,0.279745
31222.9,0.369733
31224.1,0.51273
31226.0,0.778927
31228.6,1.17574
31230.3,1.36624
31231.8,1.43213
31232.0,1.43271
31233.5,1.37798
31234.9,1.24491
31237.2,0.916806
31239.4,0.577761
31240.7,0.412802
31241.8,0.303493
31242.8,0.226988
31243.7,0.174143
31244.6,0.13359
31245.4,0.105351
31246.2,0.082881
31247.0,0.0680805
31247.9,0.0547298
31248.9,0.0455262
31250.0,0.0381684
31251.3,0.0329997
31252.8,0.0291008
31254.6,0.0263058
31257.1,0.0241512
31260.8,0.0225246
31265.4,0.0218581
31272.2,0.0223736
31279.0,0.0242311
31284.5,0.0270515
31286.7,0.0290595
31288.6,0.0323433
31290.0,0.0364133
31291.1,0.0420553
31292.0,0.0489573
31292.9,0.0589877
31293.8,0.0733507
31294.7,0.0934935
31295.5,0.119075
31296.4,0.153551
31297.3,0.204841
31298.4,0.279283
31299.7,0.385916
31302.0,0.626627
31304.1,0.836854
31305.8,0.940198
31307.0,0.967162
31308.4,0.934543
31309.8,0.842035
31312.2,0.609295
31314.4,0.390887
31315.6,0.285645
31316.7,0.216147
31317.7,0.167678
31318.6,0.131209
31319.6,0.104874
31320.4,0.0883021
31321.4,0.0756804
31322.3,0.0675607
31323.4,0.061894
31325.0,0.0585802
31326.5,0.05789
31331.0,0.0614728
31338.6,0.0734716
31346.5,0.091826
31354.1,0.115745
31362.8,0.152266
31379.1,0.234071
31385.2,0.25342
31389.4,0.257753
31394.8,0.250743
31402.7,0.220649
31414.2,0.164433
31417.2,0.157578
31418.7,0.161233
31420.2,0.174801
31421.6,0.199451
31422.7,0.23449
31423.9,0.284823
31425.2,0.362553
31427.1,0.503936
31429.8,0.727515
31431.5,0.816943
31432.9,0.845499
31434.4,0.814597
31436.1,0.716374
31440.4,0.346666
31441.8,0.252788
31443.0,0.192132
31444.0,0.150032
31445.1,0.119346
31446.1,0.0978206
31447.3,0.0821988
31448.5,0.0717864
31449.9,0.0641801
31451.8,0.0584289
31456.0,0.0520846
31461.0,0.0478738
31463.8,0.0469607
31465.8,0.047562
31467.6,0.0500937
31468.7,0.053736
31469.8,0.0602172
31470.8,0.0690261
31471.7,0.08243
31472.7,0.102269
31473.5,0.126385
31474.3,0.157224
31475.2,0.206233
31476.2,0.270526
31477.3,0.366936
31478.6,0.513132
31481.0,0.838602
31483.3,1.12547
31484.8,1.24686
31486.0,1.27836
31487.4,1.23243
31489.0,1.09479
31491.6,0.746672
31493.6,0.482864
31494.8,0.349188
31495.8,0.258652
31496.8,0.191228
31497.7,0.146053
31498.6,0.111741
31499.4,0.0863285
31500.2,0.069343
31501.0,0.0568494
31502.0,0.04641
31502.9,0.0394821
31504.1,0.033418
31505.3,0.029588
31507.1,0.0260651
31510.1,0.0227289
31514.0,0.0200382
31521.0,0.0170365
31531.1,0.0142448
31542.7,0.0120617
31559.2,0.00989851
31578.3,0.00817368
31599.0,0.0068634
31621.9,0.00578093
31648.6,0.00486968
31676.7,0.00418283
31711.8,0.00357656
31753.9,0.00307388
31796.0,0.00275481
31856.7,0.00245079
31923.0,0.00232548
31933.5,0.00232288
31977.7,0.00237832
32014.9,0.00254042
32042.8,0.00278455
32066.1,0.00313708
32084.7,0.00359907
32099.5,0.00417217
32111.7,0.00488091
32123.2,0.00588109
32132.4,0.00707007
32140.2,0.0085619
32147.2,0.0104946
32153.3,0.0129621
32158.5,0.0160316
32162.6,0.0194019
32166.5,0.0239564
32170.0,0.0297343
32173.1,0.0369893
32175.5,0.0452247
32177.6,0.0551047
32179.5,0.0679251
32181.0,0.081495
32182.4,0.100313
32183.8,0.124653
32184.9,0.153832
32186.1,0.193431
32187.2,0.243916
32188.4,0.318534
32189.7,0.417463
32191.0,0.558146
32192.6,0.777004
32195.6,1.28086
32197.9,1.63603
32199.6,1.80627
32201.0,1.85356
32202.7,1.7867
32204.7,1.55626
32209.4,0.77859
32210.9,0.566393
32212.3,0.425286
32213.5,0.320413
32214.7,0.247667
32215.9,0.193965
32217.1,0.15425
32218.3,0.12252
32219.5,0.101476
32220.9,0.0823456
32222.4,0.0685712
32224.1,0.0565818
32226.2,0.0463032
32228.5,0.038392
32231.4,0.0309203
32234.9,0.0248586
32238.8,0.0201021
32242.9,0.0165769
32247.8,0.0135361
32253.1,0.011257
32259.2,0.00936835
32267.0,0.0076967
32274.9,0.00655341
32284.8,0.00557026
32296.4,0.00481325
32308.0,0.00433205
32322.0,0.00400276
32335.9,0.00389781
32347.9,0.00401394
32355.9,0.00425324
32363.8,0.00471856
32369.4,0.00528528
32374.1,0.00605604
32378.0,0.00706105
32381.3,0.00836651
32383.7,0.0097723
32385.5,0.0114391
32387.2,0.0136721
32388.2,0.0157163
32389.3,0.0188884
32390.3,0.022865
32391.0,0.0275082
32391.8,0.0338648
32392.6,0.042563
32393.4,0.0547462
32394.2,0.0708171
32395.0,0.0921812
32395.8,0.120122
32396.6,0.159027
32397.6,0.215233
32398.6,0.293307
32399.8,0.406848
32401.4,0.603946
32404.6,1.02569
32406.3,1.18768
32407.8,1.2439
32408.0,1.24437
32409.4,1.20486
32410.8,1.08767
32413.0,0.819582
32415.4,0.500272
32416.8,0.354368
32417.9,0.254795
32418.8,0.189928
32419.7,0.143267
32420.5,0.108686
32421.3,0.0833743
32422.1,0.0641411
32422.9,0.0497481
32423.6,0.039565
32424.4,0.0313039
32425.3,0.0253632
32426.2,0.0204934
32427.2,0.0171293
32428.3,0.0143927
32429.6,0.0122799
32431.4,0.0103921
32433.5,0.00881869
32436.5,0.00737442
32440.0,0.00624597
32444.3,0.00535023
32449.4,0.00463527
32455.7,0.00407855
32463.3,0.00365489
32475.8,0.0032496
32485.9,0.00306433
32506.0,0.0028715
32543.2,0.00277222
32599.0,0.00286914
32667.2,0.00317928
32723.9,0.00358553
32782.3,0.00418845
32830.9,0.0049458
32864.1,0.00577107
32879.8,0.00642792
32891.7,0.00724425
32899.5,0.00816847
32905.5,0.00933015
32909.9,0.010788
32913.0,0.0124609
32915.1,0.0143981
32916.7,0.0166782
32917.8,0.0192886
32918.8,0.0228503
32919.7,0.0271842
32920.5,0.0333623
32921.3,0.0411388
32922.0,0.0517748
32922.8,0.0666895
32923.6,0.0858964
32924.3,0.111111
32925.1,0.143639
32925.9,0.191464
32926.9,0.256045
32927.9,0.345823
32929.1,0.487637
32930.9,0.735563
32933.8,1.15603
32935.4,1.31103
32937.0,1.36737
32937.0,1.36733
32938.5,1.31577
32940.2,1.14924
32944.6,0.519114
32945.9,0.369169
32947.0,0.26983
32948.0,0.198816
32948.8,0.148775
32949.7,0.112748
32950.3,0.0894578
32951.0,0.0712341
32951.7,0.0571615
32952.4,0.0464174
32953.2,0.0369208
32954.0,0.0301838
32955.0,0.0247771
32955.8,0.0215877
32956.9,0.0186835
32958.0,0.0167521
32959.7,0.0148794
32962.2,0.0131752
32964.8,0.0120863
32968.3,0.011167
32975.3,0.0102093
32985.8,0.00971424
32989.4,0.00967773
33010.4,0.00999856
33041.9,0.0113258
33078.8,0.0136779
33115.6,0.0169623
33152.4,0.0214764
33189.2,0.0275939
33229.2,0.0362924
33292.3,0.0516238
33320.4,0.0556367
33334.4,0.0561922
33355.3,0.0550127
33389.1,0.0489468
33464.8,0.0305226
33504.5,0.0232001
33538.1,0.0185386
33574.9,0.0147423
33611.8,0.0119438
33653.8,0.00960418
33701.2,0.00772189
33753.8,0.00625354
33806.4,0.00522935
33859.0,0.00452578
33901.0,0.00415674
33950.1,0.00396177
33957.1,0.00396025
33988.7,0.0040792
34009.7,0.0043325
34030.8,0.00485263
34045.7,0.00550194
34056.6,0.00627681
34065.4,0.00720366
34074.2,0.00858561
34081.8,0.0104122
34087.3,0.0123148
34092.8,0.0150739
34097.0,0.0181344
34100.8,0.0219545
34104.3,0.027081
34107.1,0.0329632
34109.5,0.0400756
34111.6,0.0484051
34113.4,0.0589933
34114.9,0.0714595
34116.1,0.0851398
34117.5,0.106475
34118.7,0.133126
34119.7,0.164771
34120.9,0.209051
34121.9,0.261873
34123.1,0.34474
34124.3,0.45094
34125.7,0.608468
34127.4,0.856951
34131.3,1.46714
34133.1,1.67016
34134.8,1.74849
34135.0,1.75005
34136.5,1.70122
34137.9,1.56962
34140.4,1.2091
34143.4,0.74253
34145.0,0.539218
34146.3,0.404545
34147.5,0.304415
34148.7,0.233349
34149.9,0.180397
34151.1,0.141578
34152.3,0.112267
34153.6,0.0900545
34154.9,0.0741909
34156.3,0.0618099
34158.2,0.0504544
34160.4,0.0410686
34163.0,0.0335279
34165.7,0.0278654
34169.0,0.0230732
34173.0,0.0190567
34177.7,0.0158747
34183.2,0.0134469
34188.0,0.0120711
34195.1,0.0108185
34202.1,0.0102766
34205.2,0.01023
34211.8,0.0105157
34218.4,0.0114129
34224.5,0.0130517
34229.0,0.0150051
34233.5,0.0180097
34237.1,0.0216637
34240.2,0.026254
34242.8,0.0320413
34245.1,0.0393306
34246.9,0.0482266
34248.4,0.0589981
34249.8,0.0728955
34251.1,0.091178
34252.3,0.114072
34253.4,0.14297
34254.4,0.181355
34255.5,0.231568
34256.7,0.301044
34258.1,0.408624
34259.7,0.568077
34264.5,1.1326
34266.4,1.28345
34268.0,1.32379
34269.5,1.28561
34271.0,1.17814
34273.5,0.904309
34276.3,0.560895
34277.9,0.409487
34279.3,0.301603
34280.3,0.236003
34281.4,0.186798
34282.4,0.148605
34283.4,0.119381
34284.5,0.0957916
34285.7,0.0776189
34287.0,0.0630111
34288.4,0.0517495
34289.9,0.0428306
34291.8,0.0352596
34293.7,0.0295502
34296.3,0.0241924
34299.4,0.0197093
34302.9,0.0161854
