79-Au-197(n,&gamma;) ENDF/B-VII.1
2086.59,9.79858
2086.82,13.2231
2087.27,21.7252
2087.55,26.7613
2087.82,29.7896
2088.0,30.3911
2088.24,29.2453
2088.49,26.0279
2089.19,12.7224
2089.42,9.24218
2089.59,7.0415
2089.77,5.38736
2089.94,4.17667
2090.09,3.35618
2090.25,2.71684
2090.43,2.18424
2090.61,1.80283
2090.83,1.46829
2091.06,1.23517
2091.35,1.01893
2091.71,0.841996
2092.15,0.695491
2092.7,0.56912
2093.35,0.467384
2094.14,0.384793
2095.06,0.319605
2096.09,0.269693
2097.44,0.226087
2098.78,0.197369
2100.58,0.173478
2102.38,0.161452
2103.58,0.159429
2105.09,0.165368
2106.22,0.179673
2107.1,0.20205
2107.73,0.229772
2108.23,0.265662
2108.6,0.308318
2108.85,0.351816
2109.07,0.409445
2109.26,0.485794
2109.41,0.582424
2109.55,0.710599
2109.68,0.868599
2109.79,1.06862
2109.9,1.33835
2110.01,1.69878
2110.12,2.17441
2110.25,2.87106
2110.38,3.78224
2110.51,5.07561
2110.66,6.84248
2110.84,9.55141
2111.1,14.3839
2111.53,22.9293
2111.78,26.2092
2112.0,27.242
2112.2,26.3826
2112.42,23.6622
2112.75,17.3406
2113.09,10.7643
2113.29,7.59745
2113.44,5.60531
2113.58,4.2016
2113.7,3.20228
2113.83,2.43143
2113.94,1.91421
2114.06,1.4809
2114.16,1.1984
2114.28,0.964109
2114.4,0.793292
2114.54,0.648698
2114.68,0.549622
2114.86,0.462825
2115.1,0.39619
2115.39,0.346199
2115.79,0.305249
2116.38,0.273715
2117.07,0.256547
2117.54,0.252583
2118.5,0.257266
2119.69,0.282108
2120.89,0.328809
2121.89,0.390637
2122.8,0.474557
2123.55,0.573534
2124.2,0.695448
2124.75,0.84065
2125.27,1.025
2125.72,1.25341
2126.14,1.54305
2126.49,1.89259
2126.84,2.37225
2127.14,2.93923
2127.39,3.60244
2127.63,4.47726
2127.89,5.7258
2128.16,7.43261
2128.44,9.78136
2128.81,13.7502
2129.42,20.7201
2129.7,22.991
2130.0,23.8602
2130.25,23.2252
2130.57,20.8958
2131.47,10.6978
2131.78,7.94011
2132.02,6.22932
2132.28,4.85864
2132.55,3.83407
2132.8,3.12172
2133.1,2.49992
2133.41,2.04831
2133.77,1.67107
2134.17,1.37258
2134.61,1.13689
2135.06,0.967972
2135.58,0.826583
2136.23,0.705851
2136.88,0.627274
2137.51,0.579985
2138.26,0.553369
2138.63,0.550706
2139.3,0.564018
2140.13,0.618879
2140.8,0.705329
2141.38,0.828601
2141.84,0.980486
2142.22,1.16682
2142.58,1.41927
2142.86,1.70994
2143.09,2.05703
2143.31,2.54083
2143.51,3.14148
2143.68,3.8996
2143.86,4.95005
2144.0,6.14175
2144.17,7.87459
2144.33,10.139
2144.52,13.6025
2144.74,18.6761
2145.06,27.8403
2145.5,41.2502
2145.72,45.8884
2145.97,48.1178
2146.0,48.1526
2146.24,46.4891
2146.51,40.8539
2147.2,20.3599
2147.42,14.9748
2147.61,11.2317
2147.77,8.75392
2147.93,6.84344
2148.11,5.33213
2148.28,4.24478
2148.45,3.46046
2148.64,2.83799
2148.84,2.38872
2149.03,2.09066
2149.27,1.85057
2149.5,1.70183
2149.81,1.61486
2149.88,1.61216
2150.15,1.67048
2150.36,1.81023
2150.57,2.07465
2150.75,2.45851
2150.92,2.99313
2151.07,3.67201
2151.22,4.59215
2151.38,5.97973
2151.57,8.01166
2151.78,10.9404
2152.08,16.2088
2152.52,24.2079
2152.75,27.1539
2152.99,28.3224
2153.0,28.3244
2153.2,27.5393
2153.43,24.9953
2153.76,19.1606
2154.15,11.8631
2154.36,8.67343
2154.55,6.41243
2154.7,4.89783
2154.86,3.73616
2155.01,2.9375
2155.16,2.29479
2155.32,1.81259
2155.49,1.46726
2155.65,1.21848
2155.85,0.993693
2156.06,0.84119
2156.34,0.690358
2156.69,0.568458
2157.12,0.465083
2157.63,0.382611
2158.25,0.313097
2158.95,0.2586
2159.8,0.213254
2160.84,0.175336
2162.05,0.145027
2163.52,0.119896
2165.34,0.0990845
2167.5,0.0828175
2170.13,0.0703897
2172.38,0.0638134
2175.58,0.0593682
2176.65,0.0591187
2178.55,0.0604655
2180.46,0.0648507
2182.14,0.0726512
2183.54,0.0838933
2184.66,0.0981747
2185.57,0.115525
2186.45,0.140542
2187.12,0.168537
2187.71,0.203389
2188.21,0.245516
2188.65,0.296169
2189.07,0.365687
2189.42,0.449299
2189.68,0.540519
2189.91,0.646655
2190.13,0.798375
2190.33,0.992315
2190.49,1.21169
2190.64,1.51523
2190.79,1.90234
2190.93,2.40331
2191.07,3.06771
2191.21,3.93599
2191.36,5.20038
2191.52,6.81927
2191.72,9.46002
2191.99,13.8714
2192.51,23.057
2192.74,25.9207
2192.98,27.1771
2193.0,27.1822
2193.22,26.2646
2193.45,23.7122
2193.81,17.4151
2194.18,10.8666
2194.4,7.76548
2194.58,5.73171
2194.73,4.38988
2194.88,3.35184
2195.02,2.61902
2195.16,2.06374
2195.3,1.64765
2195.46,1.30862
2195.62,1.05234
2195.8,0.851049
2196.0,0.700644
2196.19,0.590788
2196.47,0.479608
2196.81,0.38801
2197.16,0.320768
2197.58,0.262876
2198.1,0.212543
2198.68,0.172692
2199.38,0.139791
2200.17,0.114352
2201.06,0.0942039
2202.07,0.0784641
2203.08,0.0673296
2204.31,0.0576872
2205.99,0.0489216
2207.67,0.0433209
2209.24,0.0400095
2211.26,0.0377933
2212.26,0.0375073
2213.84,0.0383721
2215.42,0.0415339
2216.47,0.0459224
2217.22,0.051047
2217.97,0.0591387
2218.55,0.0689804
2219.02,0.0813415
2219.42,0.0971139
2219.7,0.113947
2219.89,0.131036
2220.07,0.153993
2220.22,0.182789
2220.35,0.21692
2220.48,0.264803
2220.6,0.332478
2220.72,0.42067
2220.84,0.541765
2220.96,0.706314
2221.08,0.926749
2221.2,1.20917
2221.32,1.61173
2221.45,2.12783
2221.6,2.91944
2221.79,4.10667
2222.03,6.09993
2222.51,10.416
2222.74,11.8555
2222.97,12.4717
2223.0,12.4807
2223.21,12.068
2223.43,10.8506
2223.76,8.00465
2224.12,4.83363
2224.31,3.42025
2224.47,2.49926
2224.61,1.86234
2224.74,1.40423
2224.87,1.05136
2224.98,0.811799
2225.09,0.629022
2225.21,0.485747
2225.33,0.380875
2225.45,0.304782
2225.57,0.249777
2225.69,0.209139
2225.85,0.172963
2226.03,0.144412
2226.25,0.122905
2226.5,0.106737
2226.85,0.0917941
2227.31,0.0795163
2227.76,0.0716355
2228.44,0.0646164
2229.39,0.0605434
2229.71,0.0602183
2230.78,0.0621341
2231.85,0.0686202
2232.81,0.0794261
2233.55,0.0926299
2234.17,0.108624
2234.78,0.131063
2235.32,0.160438
2235.78,0.197143
2236.16,0.240432
2236.49,0.294171
2236.75,0.355835
2236.93,0.419764
2237.12,0.511241
2237.28,0.628137
2237.43,0.780622
2237.55,0.959843
2237.68,1.20438
2237.8,1.53737
2237.92,1.96817
2238.04,2.5336
2238.16,3.26932
2238.29,4.32932
2238.42,5.72539
2238.57,7.72473
2238.75,10.7109
2238.98,15.4179
2239.52,27.6422
2239.77,31.4589
2240.0,32.7069
2240.2,31.7045
2240.45,28.2204
2240.8,20.5247
2241.13,12.9447
2241.33,9.1801
2241.5,6.68292
2241.65,4.9429
2241.79,3.6828
2241.91,2.81251
2242.03,2.19206
2242.15,1.68935
2242.28,1.31591
2242.4,1.041
2242.54,0.823535
2242.67,0.668284
2242.83,0.542983
2242.98,0.454642
2243.18,0.375665
2243.43,0.30898
2243.7,0.257468
2244.05,0.210785
2244.43,0.174014
2244.9,0.142531
2245.39,0.118451
2246.04,0.0960832
2246.7,0.080311
2247.53,0.0660114
2248.51,0.0545714
2249.58,0.0459535
2250.88,0.0387828
2252.4,0.0332154
2253.89,0.0295439
2256.12,0.0260432
2258.35,0.0240635
2261.69,0.0230345
2264.52,0.0236754
2267.34,0.0258959
2268.96,0.0284431
2270.58,0.0326608
2271.66,0.0371158
2272.47,0.0420198
2273.28,0.0493458
2273.91,0.0580424
2274.39,0.0686831
2274.72,0.079979
2274.96,0.0935809
2275.14,0.11021
2275.29,0.130318
2275.42,0.154476
2275.54,0.188561
2275.66,0.236707
2275.78,0.296516
2275.89,0.377014
2275.99,0.475493
2276.1,0.611631
2276.23,0.815501
2276.35,1.08109
2276.48,1.43164
2276.64,1.96808
2276.83,2.77981
2277.11,4.26495
2277.48,6.32428
2277.74,7.37545
2277.97,7.75948
2278.0,7.76599
2278.22,7.48724
2278.44,6.70863
2278.81,4.75626
2279.12,3.0254
2279.33,2.12421
2279.49,1.56727
2279.62,1.19
2279.75,0.896986
2279.87,0.708861
2279.98,0.563692
2280.09,0.453975
2280.21,0.371338
2280.32,0.313747
2280.44,0.267757
2280.6,0.231601
2280.77,0.210109
2280.99,0.199363
2281.1,0.198403
2281.43,0.206495
2281.76,0.226734
2282.14,0.265787
2282.46,0.316919
2282.7,0.373441
2282.9,0.438062
2283.09,0.531762
2283.24,0.642535
2283.38,0.782944
2283.52,0.980465
2283.64,1.21367
2283.76,1.52693
2283.89,1.97737
2284.01,2.55267
2284.14,3.30509
2284.26,4.27192
2284.39,5.62335
2284.55,7.63405
2284.73,10.5999
2284.98,15.5221
2285.51,27.4455
2285.76,31.4003
2286.0,32.6981
2286.21,31.6553
2286.46,28.0425
2286.85,19.4618
2287.17,12.477
2287.36,9.04995
2287.53,6.53983
2287.67,4.90048
2287.8,3.74346
2287.93,2.84675
2288.05,2.2326
2288.18,1.71365
2288.3,1.33003
2288.43,1.04905
2288.56,0.844037
2288.7,0.68229
2288.86,0.552431
2289.04,0.451891
2289.25,0.372399
2289.49,0.309123
2289.78,0.25594
2290.11,0.211834
2290.54,0.17172
2291.05,0.139054
2291.6,0.11388
2292.27,0.092392
2293.04,0.0753882
2293.94,0.0617278
2294.9,0.0516059
2296.05,0.0432005
2297.39,0.0365395
2298.93,0.0314602
2300.85,0.027373
2303.15,0.024453
2306.11,0.0226353
2308.3,0.0222506
2311.18,0.0227347
2314.05,0.0245725
2316.29,0.0273087
2318.16,0.0309624
2320.03,0.0366818
2321.46,0.0434093
2322.68,0.0519129
2323.7,0.0621912
2324.66,0.0761273
2325.47,0.093569
2326.15,0.11449
2326.75,0.14056
2327.24,0.170996
2327.65,0.205831
2328.02,0.250046
2328.33,0.300475
2328.58,0.359051
2328.82,0.437387
2328.99,0.517053
2329.16,0.629196
2329.31,0.76844
2329.45,0.952292
2329.59,1.20047
2329.71,1.49521
2329.82,1.88586
2329.94,2.39932
2330.07,3.14818
2330.2,4.09443
2330.34,5.43609
2330.49,7.24251
2330.65,9.7426
2330.86,13.7447
2331.48,27.6784
2331.73,31.6931
2331.97,33.3619
2332.0,33.3866
2332.23,32.1481
2332.49,28.2028
2333.18,12.7642
2333.37,9.28453
2333.54,6.8763
2333.69,5.06146
2333.84,3.77221
2333.97,2.88407
2334.09,2.2393
2334.21,1.76398
2334.33,1.4033
2334.45,1.13157
2334.58,0.902815
2334.73,0.72451
2334.88,0.597987
2335.05,0.495363
2335.26,0.406601
2335.52,0.334007
2335.82,0.274068
2336.15,0.229096
2336.56,0.1882
2337.03,0.154303
2337.58,0.126828
2338.19,0.104891
2338.94,0.0861095
2339.75,0.0718879
2340.7,0.060401
2341.74,0.0517912
2343.02,0.0446328
2344.55,0.0391286
2346.28,0.0354211
2347.5,0.0338831
2349.95,0.0327614
2352.15,0.0336393
2354.34,0.0365487
2356.28,0.0416423
2357.7,0.0480068
2358.89,0.0563022
2359.86,0.0664886
2360.74,0.080507
2361.37,0.0951687
2361.96,0.114687
2362.46,0.138762
2362.88,0.167452
2363.25,0.203197
2363.53,0.242935
2363.75,0.288675
2363.95,0.346779
2364.12,0.41935
2364.26,0.510461
2364.39,0.61925
2364.51,0.768448
2364.64,0.9734
2364.76,1.24476
2364.89,1.60961
2365.01,2.09401
2365.13,2.73115
2365.26,3.60737
2365.41,4.83784
2365.56,6.47463
2365.73,8.87974
2365.98,12.9722
2366.46,21.9625
2366.73,25.718
2366.97,27.0512
2367.0,27.0726
2367.21,26.2113
2367.45,23.4705
2367.8,17.3215
2368.15,10.7056
2368.36,7.63033
2368.53,5.5267
2368.68,4.07851
2368.82,3.03092
2368.95,2.3129
2369.07,1.76384
2369.2,1.35143
2369.31,1.07558
2369.43,0.849456
2369.55,0.683229
2369.7,0.54657
2369.85,0.441908
2370.02,0.362244
2370.19,0.307097
2370.44,0.253346
2370.72,0.211253
2371.07,0.176137
2371.49,0.147037
2372.04,0.12139
2372.6,0.103601
2373.27,0.0891351
2374.03,0.0784974
2374.56,0.0734377
2375.62,0.0678
2376.03,0.0671927
2376.61,0.0687295
2376.95,0.0725204
2377.19,0.0791631
2377.4,0.0900801
2377.57,0.105184
2377.71,0.125057
2377.83,0.150233
2377.96,0.184987
2378.08,0.232014
2378.22,0.301437
2378.36,0.393225
2378.51,0.522923
2378.67,0.706546
2378.89,1.00637
2379.52,2.03792
2379.77,2.32759
2380.0,2.41504
2380.21,2.33691
2380.44,2.10099
2380.79,1.54742
2381.14,0.961259
2381.34,0.685255
2381.5,0.513841
2381.65,0.389038
2381.79,0.293147
2381.92,0.230809
2382.04,0.183665
2382.17,0.148775
2382.29,0.123444
2382.44,0.102901
2382.58,0.0892567
2382.75,0.0792802
2382.95,0.0719518
2383.29,0.0661901
2383.78,0.0627308
2384.78,0.0608945
2386.77,0.0631984
2389.37,0.0717103
2391.63,0.0837998
2393.58,0.0995074
2395.32,0.120334
2396.72,0.145658
2397.8,0.175427
2398.57,0.206689
2399.3,0.249587
2399.81,0.294697
2400.23,0.349729
2400.53,0.405112
2400.78,0.472746
2400.99,0.560993
2401.18,0.674789
2401.33,0.81377
2401.47,0.990994
2401.61,1.23115
2401.74,1.56365
2401.88,2.02012
2402.02,2.638
2402.16,3.486
2402.29,4.59565
2402.45,6.16853
2402.61,8.32574
2402.81,11.4786
2403.16,18.3054
2403.53,25.5152
2403.79,28.8303
2404.0,29.7307
2404.21,28.8375
2404.47,25.5332
2404.87,17.8317
2405.19,11.5422
2405.39,8.40359
2405.55,6.23009
2405.7,4.72544
2405.85,3.5622
2405.98,2.77461
2406.1,2.21548
2406.24,1.73894
2406.38,1.39731
2406.52,1.15567
2406.66,0.986203
2406.82,0.853947
2407.02,0.748626
2407.26,0.674534
2407.65,0.615736
2408.09,0.594684
2408.22,0.593943
2408.74,0.608503
2409.51,0.674368
2410.22,0.782372
2410.9,0.942934
2411.48,1.14914
2411.98,1.4097
2412.39,1.71365
2412.75,2.11147
2413.04,2.56286
2413.29,3.07936
2413.54,3.83098
2413.77,4.71866
2413.99,5.89031
2414.24,7.57806
2414.51,9.94656
2414.9,14.3133
2415.43,20.3564
2415.73,22.8121
2416.04,23.7514
2416.32,23.0964
2416.72,20.3175
2417.3,15.3752
2417.6,13.9037
2417.79,13.639
2418.02,14.1446
2418.25,15.5886
2418.53,18.5854
2418.91,24.2659
2419.48,33.4618
2419.83,36.7096
2419.97,37.0792
2420.25,35.992
2420.56,32.3786
2421.15,21.5725
2421.54,14.9086
2421.81,11.3195
2422.06,8.70492
2422.29,6.8778
2422.53,5.42567
2422.79,4.32105
2423.07,3.45928
2423.35,2.84016
2423.68,2.31846
2424.06,1.89175
2424.49,1.53684
2424.96,1.26361
2425.51,1.03306
2426.12,0.847656
2426.86,0.684993
2427.64,0.565594
2428.56,0.463467
2429.59,0.384183
2430.76,0.322267
2431.93,0.281501
2433.1,0.257804
2434.2,0.251817
2435.08,0.263176
2435.66,0.284304
2436.1,0.313112
2436.47,0.35317
2436.73,0.399022
2436.95,0.458434
2437.14,0.535828
2437.3,0.630526
2437.46,0.767147
2437.61,0.955731
2437.74,1.18502
2437.87,1.49424
2438.01,1.90572
2438.14,2.44399
2438.28,3.20841
2438.43,4.23146
2438.6,5.67566
2438.82,7.97686
2439.51,16.7699
2439.76,18.8931
2440.0,19.6603
2440.24,18.8864
2440.49,16.7578
2440.92,11.2488
2441.24,7.29719
2441.43,5.32132
2441.61,3.89301
2441.76,2.93725
2441.9,2.2559
2442.03,1.76298
2442.16,1.38539
2442.29,1.10049
2442.42,0.889202
2442.55,0.725744
2442.71,0.589747
2442.89,0.483638
2443.06,0.413022
2443.31,0.347431
2443.59,0.297542
2444.0,0.25158
2444.47,0.217037
2445.07,0.188915
2445.81,0.167144
2446.71,0.152096
2448.09,0.142342
2448.55,0.141599
2450.15,0.14715
2451.22,0.158049
2452.55,0.182243
2453.53,0.211168
2454.39,0.248442
2455.21,0.300182
2455.93,0.366163
2456.55,0.4475
2457.08,0.547788
2457.54,0.669953
2457.92,0.810066
2458.26,0.988717
2458.55,1.19774
2458.8,1.45756
2459.01,1.74783
2459.21,2.14887
2459.41,2.6888
2459.57,3.30426
2459.74,4.12476
2459.9,5.21207
2460.07,6.71574
2460.25,8.66721
2460.44,11.5254
2460.69,16.0825
2461.07,24.7365
2461.5,34.6016
2461.75,38.3921
2462.0,39.7414
2462.26,38.2404
2462.53,33.9486
2463.3,16.2387
2463.54,11.7846
2463.73,8.92358
2463.91,6.91516
2464.08,5.3627
2464.26,4.15304
2464.42,3.31463
2464.61,2.6287
2464.8,2.12186
2465.0,1.7256
2465.25,1.39053
2465.52,1.13333
2465.84,0.920139
2466.21,0.745621
2466.59,0.617566
2467.08,0.498684
2467.58,0.412995
2468.19,0.335365
2468.91,0.271136
2469.71,0.220522
2470.57,0.181581
2471.51,0.150773
2472.66,0.123969
2474.05,0.101256
2475.53,0.0845066
2477.25,0.0709254
2479.22,0.0603867
2481.43,0.0526622
2483.65,0.048064
2486.27,0.046101
2488.34,0.0478312
2489.73,0.0514031
2490.76,0.0563591
2491.8,0.0648393
2492.6,0.0756589
2493.17,0.0874972
2493.69,0.103728
2494.1,0.122777
2494.44,0.146899
2494.68,0.172681
2494.9,0.207836
2495.05,0.245566
2495.2,0.300308
2495.33,0.365451
2495.46,0.456271
2495.57,0.563436
2495.69,0.718316
2495.81,0.926434
2495.93,1.2026
2496.05,1.56351
2496.18,2.08978
2496.33,2.81807
2496.48,3.84895
2496.67,5.39667
2496.9,7.78119
2497.48,14.774
2497.74,16.982
2497.98,17.7852
2498.0,17.791
2498.22,17.2122
2498.44,15.5483
2498.79,11.6183
2499.16,7.19753
2499.37,5.07153
2499.53,3.77719
2499.68,2.79932
2499.82,2.0804
2499.95,1.5811
2500.07,1.22915
2500.19,0.952601
2500.31,0.744488
2500.43,0.589979
2500.55,0.476477
2500.67,0.391202
2500.81,0.321259
2500.94,0.280405
2501.08,0.245649
2501.27,0.215144
2501.52,0.192154
2501.81,0.176945
2502.24,0.168493
2502.27,0.168337
2502.7,0.172693
2503.13,0.189308
2503.44,0.213766
2503.71,0.248587
2503.92,0.294269
2504.09,0.34835
2504.24,0.423994
2504.37,0.517309
2504.51,0.648415
2504.62,0.796932
2504.73,0.998655
2504.85,1.29753
2504.98,1.696
2505.11,2.21794
2505.25,2.98329
2505.4,4.04268
2505.56,5.50598
2505.77,7.76967
2506.05,11.7251
2506.46,17.5493
2506.73,20.4029
2506.97,21.4425
2507.0,21.4555
2507.22,20.7459
2507.45,18.6492
2507.81,13.817
2508.19,8.33248
2508.39,6.01255
2508.54,4.48771
2508.7,3.29413
2508.84,2.46974
2508.97,1.88702
2509.09,1.42833
2509.22,1.09118
2509.35,0.840235
2509.47,0.655714
2509.59,0.53274
2509.72,0.427455
2509.85,0.351926
2510.01,0.28966
2510.18,0.240789
2510.35,0.207792
2510.6,0.173851
2510.92,0.145301
2511.32,0.120498
2511.76,0.101701
2512.38,0.0837337
2513.1,0.0699486
2513.85,0.0602442
2514.76,0.0524561
2515.89,0.0462843
2517.27,0.0419748
2518.93,0.0397673
2519.48,0.0395781
2520.95,0.040247
2522.78,0.043712
2524.24,0.0492548
2525.34,0.055829
2526.49,0.0662836
2527.48,0.0799324
2528.3,0.0967888
2528.96,0.11611
2529.51,0.138474
2530.02,0.167382
2530.46,0.201853
2530.83,0.241425
2531.18,0.293988
2531.45,0.35299
2531.7,0.429523
2531.89,0.517937
2532.08,0.636777
2532.24,0.786333
2532.37,0.964884
2532.51,1.20919
2532.65,1.5511
2532.78,1.95912
2532.92,2.56968
2533.05,3.32763
2533.19,4.3779
2533.34,5.8557
2533.51,7.87122
2533.7,10.906
2533.98,16.0198
2534.44,25.4303
2534.69,29.3471
2534.94,31.1216
2535.0,31.1899
2535.24,30.0333
2535.47,27.0724
2535.84,19.8286
2536.21,12.452
2536.43,8.80448
2536.6,6.56003
2536.75,4.93015
2536.9,3.70423
2537.03,2.86128
2537.16,2.2121
2537.29,1.72016
2537.42,1.3742
2537.54,1.10183
2537.69,0.874146
2537.84,0.710805
2538.0,0.583085
2538.16,0.491335
2538.39,0.399714
2538.61,0.336284
2538.92,0.277174
2539.3,0.224979
2539.68,0.187871
2540.14,0.155724
2540.69,0.128054
2541.37,0.104118
2542.14,0.0853376
2542.91,0.0721081
2543.91,0.0600119
2545.12,0.050349
2546.43,0.0435187
2547.94,0.0385955
2549.75,0.0355681
2550.96,0.0349926
2552.62,0.0363731
2553.62,0.0390014
2554.41,0.0428057
2555.08,0.0479883
2555.61,0.0544642
2556.09,0.0635182
2556.43,0.0739474
2556.68,0.0864718
2556.86,0.0992309
2557.03,0.118254
2557.18,0.143213
2557.3,0.174065
2557.43,0.217583
2557.54,0.267109
2557.65,0.332587
2557.75,0.418439
2557.86,0.532667
2557.98,0.690776
2558.1,0.894506
2558.23,1.19406
2558.38,1.62235
2558.54,2.24272
2558.74,3.18138
2559.02,4.81402
2559.48,7.6879
2559.74,8.81152
2559.98,9.22061
2560.0,9.22202
2560.24,8.8562
2560.51,7.74704
2561.2,3.50973
2561.41,2.47029
2561.57,1.80314
2561.72,1.32304
2561.85,1.00604
2561.98,0.759135
2562.09,0.589492
2562.2,0.465745
2562.31,0.369947
2562.42,0.296608
2562.52,0.240997
2562.65,0.192085
2562.77,0.158541
2562.89,0.136063
2563.04,0.114896
2563.23,0.0975909
2563.42,0.086342
2563.72,0.0750066
2564.15,0.0657035
2564.74,0.0584762
2565.54,0.0539309
2566.3,0.0526448
2567.48,0.0545862
2568.66,0.0608442
2569.59,0.0694896
2570.41,0.081378
2571.1,0.0959967
2571.73,0.115437
2572.28,0.140325
2572.75,0.17162
2573.15,0.210055
2573.44,0.252192
2573.68,0.300698
2573.89,0.365358
2574.05,0.432134
2574.21,0.524566
2574.36,0.654672
2574.51,0.828355
2574.66,1.05541
2574.8,1.36388
2574.94,1.77768
2575.08,2.33196
2575.23,3.09442
2575.4,4.16802
2575.58,5.69702
2575.8,7.96315
2576.5,16.2993
2576.74,18.3125
2576.99,19.1025
2577.0,19.1042
2577.24,18.4462
2577.46,16.6899
2577.85,12.2028
2578.23,7.62115
2578.46,5.35616
2578.62,4.04429
2578.78,3.03442
2578.93,2.30529
2579.06,1.81328
2579.19,1.43604
2579.32,1.15382
2579.45,0.955504
2579.57,0.823136
2579.71,0.71783
2579.83,0.674719
2579.95,0.664342
2580.07,0.685016
2580.22,0.754038
2580.36,0.871498
2580.54,1.07707
2580.72,1.36207
2580.97,1.86876
2581.5,3.03176
2581.75,3.41857
2581.99,3.54812
2582.24,3.40913
2582.49,3.01552
2582.96,1.93587
2583.25,1.30252
2583.44,0.957101
2583.61,0.712423
2583.76,0.545201
2583.9,0.417117
2584.04,0.329118
2584.18,0.263776
2584.31,0.216302
2584.45,0.18244
2584.62,0.153906
2584.79,0.135773
2584.99,0.122526
2585.33,0.111329
2585.67,0.106206
2586.35,0.102812
2587.25,0.105222
2588.15,0.113605
2589.06,0.128494
2589.96,0.152212
2590.73,0.18302
2591.39,0.221982
2591.94,0.268818
2592.45,0.331901
2592.82,0.39559
2593.14,0.471361
2593.44,0.574299
2593.69,0.693053
2593.91,0.849578
2594.11,1.05014
2594.28,1.30999
2594.44,1.63458
2594.58,2.04333
2594.74,2.63646
2594.89,3.44188
2595.04,4.51743
2595.19,5.84768
2595.36,7.83928
2595.55,10.6717
2595.78,14.9344
2596.44,29.4163
2596.73,33.8687
2596.99,35.4248
2597.0,35.4294
2597.24,34.1748
2597.51,30.3365
2597.97,20.3623
2598.3,13.3884
2598.51,9.73628
2598.69,7.16876
2598.86,5.33447
2599.01,4.12166
2599.16,3.16229
2599.3,2.48017
2599.45,1.96861
2599.59,1.58526
2599.74,1.29741
2599.91,1.05491
2600.08,0.882078
2600.27,0.740991
2600.51,0.623197
2600.81,0.517186
2601.18,0.431795
2601.55,0.373019
2602.03,0.319858
2602.65,0.278994
2603.26,0.256943
2603.94,0.248729
2604.61,0.25569
2605.29,0.27929
2605.91,0.321373
2606.44,0.380528
2606.89,0.457126
2607.22,0.541356
2607.47,0.633014
2607.72,0.764215
2607.94,0.933489
2608.13,1.14507
2608.31,1.42161
2608.47,1.77891
2608.61,2.21155
2608.76,2.84792
2608.91,3.69139
2609.07,4.80627
2609.22,6.248
2609.4,8.40675
2609.6,11.5535
2609.84,16.131
2610.45,29.5865
2610.73,33.7815
2610.98,35.3045
2611.0,35.3144
2611.24,34.1292
2611.51,30.3245
2611.96,20.5513
2612.3,13.377
2612.53,9.48412
2612.72,6.9111
2612.87,5.32402
2613.02,4.08426
2613.18,3.138
2613.33,2.42931
2613.48,1.90562
2613.62,1.53806
2613.78,1.24014
2613.97,0.997999
2614.15,0.826718
2614.34,0.696213
2614.59,0.573982
2614.9,0.471765
2615.24,0.390473
2615.68,0.316115
2616.15,0.260564
2616.68,0.215262
2617.3,0.177501
2617.99,0.147868
2618.87,0.121196
2619.73,0.103584
2620.83,0.0886044
2621.72,0.0813984
2622.61,0.0779902
2623.05,0.0778398
2623.72,0.0801326
2624.39,0.0868484
2624.92,0.0976236
2625.26,0.109123
2625.55,0.125397
2625.76,0.144016
2625.92,0.166565
2626.09,0.200469
2626.22,0.239137
2626.33,0.28721
2626.45,0.352537
2626.57,0.440914
2626.69,0.559515
2626.8,0.716929
2626.92,0.92306
2627.04,1.20894
2627.17,1.57652
2627.31,2.10419
2627.46,2.82268
2627.65,3.94787
2627.88,5.6547
2628.47,10.6774
2628.72,12.2099
2628.96,12.8606
2629.0,12.8717
2629.23,12.4163
2629.47,11.1496
2629.84,8.09029
2630.21,4.94243
2630.41,3.53862
2630.59,2.53869
2630.75,1.85933
2630.89,1.37797
2631.01,1.05969
2631.14,0.80468
2631.25,0.63784
2631.36,0.509953
2631.47,0.413662
2631.58,0.342714
2631.7,0.287083
2631.82,0.251291
2631.97,0.228937
2632.07,0.224353
2632.22,0.230789
2632.36,0.251709
2632.53,0.290969
2632.72,0.357867
2633.0,0.485128
2633.52,0.742861
2633.78,0.82514
2633.99,0.846678
2634.24,0.812997
2634.52,0.705671
2635.19,0.348206
2635.41,0.250738
2635.6,0.186316
2635.76,0.142082
2635.9,0.112426
2636.06,0.0885874
2636.21,0.0719472
2636.37,0.0588048
2636.56,0.0491548
2636.7,0.0439981
2636.92,0.0389512
2637.15,0.0358096
2637.64,0.0318061
2638.46,0.0280373
2639.9,0.0239707
2641.34,0.0213399
2643.76,0.0185004
2646.18,0.0167954
2648.26,0.016056
2648.95,0.0160189
2649.99,0.016392
2650.5,0.017066
2650.81,0.0180673
2651.05,0.019592
2651.25,0.0219049
2651.41,0.0249342
2651.56,0.029598
2651.7,0.0358083
2651.83,0.0436449
2651.96,0.0542133
2652.09,0.0681713
2652.22,0.0861919
2652.37,0.114051
2652.55,0.155088
2652.76,0.218462
2653.06,0.32821
2653.44,0.474555
2653.73,0.552753
2653.97,0.579676
2654.0,0.579908
2654.23,0.560049
2654.47,0.500924
2654.85,0.364341
2655.2,0.233242
2655.41,0.166833
2655.59,0.122699
2655.74,0.0920716
2655.88,0.0713293
2656.02,0.0554677
2656.16,0.0436529
