79-Au-197(n,&gamma;) ENDF/B-VII.1
1446.88,2.34845
1447.03,2.91893
1447.16,3.6363
1447.27,4.4948
1447.38,5.51128
1447.49,7.03088
1447.61,9.03736
1447.74,11.873
1447.87,15.6716
1448.02,21.3789
1448.2,29.7849
1448.67,54.6357
1448.88,62.6342
1449.07,65.8928
1449.1,65.9379
1449.28,63.7873
1449.46,57.5573
1449.77,41.7921
1450.07,26.2215
1450.24,18.9499
1450.39,13.9151
1450.52,10.6135
1450.64,8.03579
1450.76,6.26704
1450.88,4.95911
1451.0,3.89456
1451.13,3.12385
1451.27,2.51166
1451.43,2.02744
1451.59,1.68744
1451.78,1.38779
1452.0,1.16105
1452.28,0.949588
1452.6,0.77745
1453.0,0.632213
1453.42,0.524712
1453.88,0.441628
1454.4,0.373162
1455.03,0.315597
1455.69,0.273913
1456.62,0.234084
1457.79,0.204386
1459.19,0.186881
1460.31,0.183107
1461.68,0.190082
1462.7,0.205997
1463.45,0.227099
1464.06,0.254626
1464.57,0.290037
1465.03,0.340184
1465.32,0.388755
1465.57,0.455085
1465.74,0.530779
1465.9,0.632128
1466.02,0.754535
1466.12,0.899827
1466.22,1.10155
1466.33,1.38088
1466.43,1.76438
1466.52,2.22475
1466.62,2.89714
1466.72,3.7754
1466.84,5.05474
1466.96,6.84527
1467.1,9.34689
1467.3,13.7901
1467.69,23.3709
1467.9,27.0662
1468.08,28.3923
1468.1,28.4022
1468.28,27.3867
1468.48,24.1292
1468.86,14.9336
1469.07,10.1816
1469.22,7.41223
1469.34,5.55875
1469.47,4.20041
1469.57,3.34107
1469.67,2.69322
1469.77,2.22109
1469.87,1.89113
1469.97,1.67436
1470.08,1.54426
1470.18,1.49315
1470.29,1.51024
1470.39,1.59237
1470.52,1.79413
1470.66,2.13126
1470.76,2.52871
1470.87,3.10488
1470.99,3.93233
1471.1,5.0517
1471.22,6.52928
1471.35,8.6966
1471.49,11.8044
1471.66,16.515
1472.03,28.7866
1472.25,35.6155
1472.44,39.3423
1472.6,40.3975
1472.77,39.1711
1472.96,35.2097
1473.27,25.4035
1473.55,16.0367
1473.72,11.4055
1473.86,8.49997
1473.99,6.35482
1474.11,4.81144
1474.23,3.71808
1474.34,2.90473
1474.46,2.30868
1474.58,1.84463
1474.7,1.52527
1474.85,1.25866
1475.0,1.0758
1475.19,0.911505
1475.4,0.794526
1475.71,0.680919
1476.09,0.597302
1476.59,0.533085
1477.09,0.499437
1477.78,0.483526
1478.69,0.499079
1479.6,0.547369
1480.51,0.629447
1481.42,0.755162
1482.19,0.91025
1482.84,1.09741
1483.46,1.34406
1484.04,1.67213
1484.57,2.09323
1484.98,2.55062
1485.37,3.16113
1485.73,3.94143
1486.03,4.88263
1486.3,6.04053
1486.56,7.57725
1486.78,9.48191
1486.99,11.8402
1487.19,14.9017
1487.39,19.1347
1487.61,25.1125
1487.87,34.3811
1488.5,60.8443
1488.74,68.084
1488.99,71.0798
1489.0,71.0816
1489.21,69.1255
1489.47,62.0709
1490.21,31.2788
1490.45,23.3308
1490.67,17.7758
1490.87,13.8789
1491.09,10.8517
1491.28,8.81283
1491.49,7.2088
1491.75,5.73998
1492.02,4.68659
1492.3,3.85094
1492.66,3.09243
1493.04,2.51567
1493.47,2.03591
1493.98,1.63667
1494.57,1.31473
1495.18,1.07572
1495.81,0.900927
1496.5,0.766779
1497.19,0.686054
1497.47,0.672508
1497.82,0.688108
1498.04,0.744534
1498.2,0.828481
1498.31,0.932742
1498.43,1.08939
1498.55,1.3185
1498.66,1.6443
1498.78,2.09389
1498.89,2.69468
1499.01,3.47049
1499.14,4.62076
1499.32,6.52219
1499.8,12.5526
1500.01,14.3297
1500.2,14.9046
1500.37,14.3982
1500.57,12.8004
1500.89,8.77104
1501.14,5.67885
1501.29,4.15688
1501.42,3.11018
1501.54,2.33598
1501.65,1.82066
1501.75,1.42294
1501.86,1.12268
1501.97,0.886797
1502.07,0.734447
1502.19,0.599609
1502.31,0.508198
1502.44,0.445654
1502.59,0.394744
1502.83,0.342111
1503.13,0.303737
1503.53,0.269935
1504.12,0.235569
1505.03,0.2005
1506.22,0.169894
1507.88,0.140967
1510.02,0.116223
1511.99,0.100593
1514.62,0.0865688
1517.47,0.0775803
1519.67,0.0751948
1521.54,0.0777259
1522.91,0.0847359
1523.87,0.0953363
1524.6,0.10964
1525.13,0.126648
1525.57,0.148718
1525.92,0.175906
1526.16,0.203051
1526.35,0.236115
1526.53,0.279251
1526.68,0.335026
1526.8,0.403616
1526.92,0.495884
1527.01,0.60654
1527.11,0.75775
1527.21,0.963396
1527.31,1.24046
1527.41,1.58558
1527.5,2.06037
1527.61,2.74715
1527.73,3.67981
1527.86,5.04373
1528.01,6.97313
1528.22,10.3401
1528.58,16.4333
1528.77,18.8296
1528.96,19.9578
1529.0,19.9904
1529.19,19.1783
1529.4,16.8187
1529.94,7.68248
1530.1,5.55534
1530.23,4.09604
1530.34,3.07431
1530.45,2.31294
1530.55,1.78129
1530.65,1.37171
1530.74,1.09186
1530.84,0.852775
1530.94,0.676184
1531.04,0.546687
1531.15,0.438807
1531.27,0.359024
1531.4,0.303772
1531.55,0.257959
1531.74,0.217335
1531.99,0.184188
1532.26,0.160162
1532.61,0.138022
1533.05,0.119459
1533.64,0.103451
1534.37,0.0917033
1535.34,0.0832206
1536.66,0.0787228
1537.1,0.0784151
1538.74,0.0813239
1540.39,0.0906267
1541.48,0.101464
1542.61,0.118529
1543.57,0.140754
1544.37,0.167994
1545.12,0.205161
1545.76,0.251847
1546.26,0.30358
1546.69,0.365074
1547.12,0.451876
1547.44,0.543454
1547.76,0.672545
1548.03,0.828921
1548.25,1.02028
1548.43,1.24473
1548.57,1.48629
1548.7,1.8268
1548.82,2.25147
1548.94,2.84229
1549.06,3.61645
1549.17,4.64321
1549.28,6.01734
1549.4,7.92553
1549.52,10.4155
1549.64,13.5792
1549.79,18.6721
1549.95,25.7733
1550.46,51.4478
1550.67,59.1208
1550.87,62.2883
1550.9,62.339
1551.1,59.8451
1551.31,52.6852
1551.88,24.1319
1552.04,17.5991
1552.18,12.9461
1552.31,9.75171
1552.42,7.47605
1552.54,5.67926
1552.65,4.44361
1552.75,3.54998
1552.86,2.80955
1552.97,2.26515
1553.1,1.81629
1553.24,1.48517
1553.4,1.20805
1553.58,0.995877
1553.8,0.813508
1554.07,0.663358
1554.38,0.541654
1554.72,0.448062
1555.15,0.363231
1555.64,0.297462
1556.18,0.247416
1556.8,0.206735
1557.54,0.174197
1558.34,0.150226
1559.14,0.134148
1560.18,0.121113
1561.6,0.112715
1562.32,0.111687
1563.66,0.115033
1564.67,0.122793
1565.68,0.137401
1566.36,0.154208
1566.81,0.173012
1567.12,0.1951
1567.31,0.219198
1567.46,0.250403
1567.6,0.293509
1567.72,0.354485
1567.83,0.42722
1567.93,0.527004
1568.04,0.661703
1568.15,0.860494
1568.28,1.13877
1568.4,1.49796
1568.55,2.05704
1568.73,2.90656
1569.21,5.48485
1569.41,6.22578
1569.61,6.47645
1569.79,6.23353
1570.01,5.45743
1570.55,2.6331
1570.71,1.91666
1570.85,1.46692
1570.97,1.16222
1571.1,0.918632
1571.21,0.760956
1571.32,0.649935
1571.43,0.5813
1571.58,0.51915
1571.73,0.490576
1571.89,0.48326
1572.14,0.498609
1572.56,0.562974
1572.97,0.66519
1573.34,0.798727
1573.66,0.958814
1573.95,1.16593
1574.23,1.43735
1574.46,1.76015
1574.65,2.14678
1574.82,2.62154
1574.99,3.28534
1575.15,4.129
1575.28,5.09758
1575.41,6.3646
1575.56,8.2163
1575.71,10.5893
1575.89,14.3613
1576.11,20.2876
1576.67,37.6901
1576.87,41.851
1577.08,43.7183
1577.1,43.7371
1577.28,42.5416
1577.48,38.8184
1577.8,29.4428
1578.15,18.4158
1578.36,13.2638
1578.54,9.81077
1578.7,7.43706
1578.85,5.73874
1578.98,4.61738
1579.11,3.76276
1579.26,3.06505
1579.41,2.52072
1579.59,2.04688
1579.81,1.65703
1580.03,1.36183
1580.31,1.10715
1580.61,0.913095
1580.95,0.74999
1581.36,0.614192
1581.81,0.504885
1582.38,0.40967
1582.95,0.343676
1583.64,0.289294
1584.34,0.252469
1585.08,0.228863
1585.82,0.218531
1586.07,0.218107
1586.66,0.22437
1587.26,0.244148
1587.7,0.273073
1588.08,0.31342
1588.37,0.365294
1588.59,0.422752
1588.77,0.498881
1588.91,0.584315
1589.05,0.710357
1589.16,0.863428
1589.27,1.06871
1589.37,1.32998
1589.47,1.68474
1589.57,2.16209
1589.68,2.83769
1589.78,3.70555
1589.9,4.96577
1590.01,6.59005
1590.14,8.89141
1590.3,12.3931
1590.51,18.3254
1590.85,28.3155
1591.08,33.165
1591.27,34.8859
1591.3,34.9133
1591.47,33.7982
1591.67,30.2551
1591.97,21.6876
1592.26,13.4224
1592.43,9.53074
1592.56,6.94441
1592.69,5.12231
1592.8,3.91231
1592.9,2.99155
1593.0,2.28801
1593.11,1.75989
1593.21,1.36911
1593.31,1.08291
1593.42,0.87443
1593.54,0.701513
1593.66,0.580837
1593.81,0.478283
1593.97,0.403582
1594.15,0.344614
1594.38,0.293221
1594.7,0.243911
1595.12,0.201499
1595.53,0.172481
1596.11,0.14503
1596.8,0.123602
1597.6,0.107628
1598.3,0.0986029
1599.24,0.0909665
1600.63,0.0858608
1601.1,0.0854686
1602.71,0.0886382
1603.78,0.0950352
1604.86,0.106013
1605.97,0.124573
1606.83,0.146924
1607.54,0.174175
1608.22,0.211742
1608.76,0.254198
1609.24,0.307853
1609.68,0.376746
1610.06,0.460445
1610.39,0.565059
1610.66,0.685251
1610.87,0.820039
1611.05,0.976518
1611.23,1.20057
1611.37,1.45909
1611.49,1.7648
1611.62,2.21545
1611.74,2.77098
1611.85,3.52707
1611.97,4.54895
1612.08,5.88852
1612.19,7.63888
1612.32,10.2434
1612.45,13.4843
1612.6,18.3674
1612.78,25.8453
1613.29,49.0329
1613.5,55.4781
1613.7,57.7069
1613.89,55.6185
1614.09,49.8328
1614.41,35.2
1614.7,22.1986
1614.87,15.8958
1615.01,11.9052
1615.14,8.99609
1615.25,6.85935
1615.37,5.22441
1615.49,3.99924
1615.6,3.11916
1615.72,2.47057
1615.83,1.99445
1615.96,1.60722
1616.1,1.31665
1616.24,1.09816
1616.42,0.905157
1616.61,0.761506
1616.83,0.6377
1617.15,0.515194
1617.47,0.426185
1617.84,0.351262
1618.28,0.28865
1618.82,0.234645
1619.45,0.191008
1620.09,0.159591
1620.84,0.13375
1621.72,0.112894
1622.72,0.0967527
1623.72,0.0858989
1625.23,0.075912
1626.79,0.0709836
1627.85,0.0701087
1629.37,0.0722295
1630.9,0.079047
1632.23,0.090564
1633.31,0.106466
1634.09,0.123848
1634.86,0.149753
1635.42,0.177131
1635.95,0.214287
1636.38,0.258631
1636.75,0.313559
1637.06,0.380345
1637.29,0.45322
1637.48,0.536999
1637.64,0.639532
1637.78,0.763747
1637.91,0.940597
1638.03,1.15407
1638.14,1.44898
1638.25,1.8304
1638.36,2.31848
1638.46,2.9592
1638.58,3.90603
1638.7,5.11327
1638.83,6.84449
1638.97,9.299
1639.16,13.2067
1639.65,25.3636
1639.86,29.2118
1640.06,30.8218
1640.1,30.8659
1640.3,29.6307
1640.52,25.8875
1641.09,12.3076
1641.25,9.03269
1641.4,6.62425
1641.53,5.01438
1641.65,3.95975
1641.76,3.15841
1641.87,2.5692
1641.98,2.15342
1642.1,1.87791
1642.21,1.71753
1642.34,1.65501
1642.46,1.70669
1642.59,1.89099
1642.69,2.15274
1642.79,2.54156
1642.9,3.09008
1643.0,3.83862
1643.12,4.97845
1643.23,6.45703
1643.36,8.54336
1643.49,11.4688
1643.64,15.6118
1643.86,23.0184
1644.29,38.8619
1644.52,44.3405
1644.7,45.865
1644.88,44.4014
1645.08,39.6623
1645.4,28.1163
1645.68,17.8747
1645.85,12.8182
1645.99,9.40918
1646.12,6.99619
1646.24,5.23424
1646.35,3.98236
1646.46,3.0373
1646.56,2.41252
1646.67,1.87848
1646.78,1.51097
1646.9,1.20107
1647.02,0.981777
1647.16,0.805694
1647.33,0.661163
1647.54,0.540484
1647.79,0.443648
1648.06,0.372326
1648.4,0.307965
1648.82,0.251452
1649.32,0.204493
1649.91,0.166784
1650.52,0.139206
1651.31,0.114805
1652.24,0.0952019
1653.37,0.0797395
1654.49,0.0697822
1655.81,0.0632251
1656.74,0.0621854
1657.41,0.0649874
1657.75,0.069344
1658.0,0.0764431
1658.19,0.0865745
1658.34,0.100947
1658.46,0.11991
1658.56,0.141861
1658.68,0.176583
1658.78,0.219231
1658.88,0.276118
1658.99,0.361285
1659.11,0.478241
1659.23,0.629102
1659.36,0.84725
1659.53,1.189
1659.81,1.90123
1660.12,2.66449
1660.34,2.99961
1660.5,3.08052
1660.69,2.96566
1660.9,2.61994
1661.25,1.73019
1661.48,1.16625
1661.65,0.827923
1661.77,0.624629
1661.89,0.478269
1662.0,0.363562
1662.11,0.276204
1662.21,0.220848
1662.3,0.178401
1662.41,0.1421
1662.53,0.114581
1662.65,0.0956922
1662.78,0.0813019
1662.91,0.0719113
1663.12,0.0632837
1663.32,0.0581523
1663.79,0.0516333
1664.46,0.0469731
1665.4,0.0436923
1667.21,0.0412686
1668.41,0.0409344
1670.89,0.0420357
1674.0,0.046304
1676.54,0.0527333
1678.44,0.0602617
1680.17,0.0703942
1681.66,0.0831763
1683.03,0.100743
1684.15,0.121858
1685.05,0.146644
1685.79,0.175563
1686.42,0.210174
1687.03,0.257014
1687.51,0.30862
1687.96,0.376952
1688.33,0.456242
1688.65,0.551241
1688.93,0.670777
1689.15,0.803717
1689.33,0.952965
1689.49,1.15381
1689.63,1.39441
1689.78,1.73676
1689.9,2.15982
1690.02,2.74775
1690.13,3.46887
1690.25,4.42879
1690.36,5.69113
1690.48,7.56122
1690.61,10.0363
1690.74,13.1754
1690.9,18.2149
1691.11,26.532
1691.57,45.9378
1691.77,52.1048
1691.97,54.627
1692.0,54.6674
1692.2,52.6858
1692.4,46.945
1692.75,32.5048
1693.02,21.2249
1693.2,15.0223
1693.34,11.1935
1693.47,8.3735
1693.6,6.34343
1693.71,4.93954
1693.83,3.81394
1693.94,3.01664
1694.05,2.42144
1694.16,1.97933
1694.29,1.60466
1694.42,1.331
1694.58,1.1077
1694.75,0.93088
1694.97,0.779898
1695.25,0.653949
1695.6,0.546672
1695.95,0.475441
1696.43,0.41365
1697.01,0.371568
1697.59,0.35376
1697.79,0.352077
1698.32,0.357269
1698.85,0.376896
1699.52,0.425018
1700.07,0.49164
1700.61,0.590908
1701.06,0.719608
1701.44,0.87764
1701.75,1.05926
1702.03,1.29901
1702.26,1.58505
1702.45,1.92953
1702.62,2.38745
1702.77,2.95821
1702.91,3.67638
1703.05,4.66939
1703.18,5.92112
1703.3,7.58978
1703.43,9.77985
1703.56,12.5948
1703.7,16.5956
1703.87,22.7397
1704.1,32.8486
1704.53,53.8329
1704.76,61.7525
1704.97,64.9809
1705.0,65.0256
1705.2,62.8961
1705.4,56.7273
1705.73,41.1303
1706.03,26.9635
1706.22,19.292
1706.38,14.1795
1706.53,10.6489
1706.67,8.05188
1706.79,6.26798
1706.92,4.97153
1707.05,3.89096
1707.17,3.18395
1707.33,2.54136
1707.49,2.06635
1707.66,1.70391
1707.88,1.38769
1708.1,1.15755
1708.4,0.936805
1708.76,0.758905
1709.18,0.613685
1709.62,0.505847
1710.18,0.411495
1710.79,0.340977
1711.5,0.28509
1712.32,0.243026
1713.13,0.216274
1713.94,0.200856
1714.75,0.195508
1715.5,0.200693
1715.99,0.211834
1716.49,0.233255
1716.88,0.263456
1717.16,0.301321
1717.38,0.348974
1717.52,0.398615
1717.66,0.473126
1717.79,0.570532
1717.9,0.689724
1718.0,0.855427
1718.11,1.0843
1718.22,1.39686
1718.32,1.81727
1718.43,2.37237
1718.54,3.09
1718.67,4.19211
1718.81,5.75233
1718.97,8.0739
1719.22,12.3115
1719.58,18.7887
1719.8,21.5397
1720.0,22.4448
1720.0,22.4448
1720.19,21.6732
1720.39,19.2832
1720.72,13.5326
1720.99,8.65925
1721.17,6.10959
1721.3,4.5357
1721.43,3.36005
1721.54,2.53983
1721.65,1.93756
1721.75,1.51014
1721.86,1.18661
1721.96,0.94537
1722.06,0.767623
1722.16,0.637735
1722.28,0.52763
1722.4,0.455361
1722.56,0.390952
1722.75,0.341198
1722.98,0.305531
1723.37,0.273146
1723.88,0.253863
1724.24,0.24896
1725.01,0.253694
1725.79,0.275405
1726.56,0.315019
1727.24,0.369394
1727.84,0.439713
1728.34,0.52355
1728.81,0.635425
1729.22,0.775983
1729.57,0.941469
1729.86,1.1357
1730.11,1.36793
1730.32,1.63742
1730.51,1.98485
1730.67,2.41
1730.84,3.01323
1730.97,3.68469
1731.11,4.63723
1731.25,5.94009
1731.39,7.70498
1731.53,10.0551
1731.66,12.9741
1731.82,17.4885
1732.0,24.0003
1732.28,36.1785
1732.66,53.2626
1732.88,60.3245
1733.1,62.7584
1733.31,60.4071
1733.53,53.6699
1733.97,33.6952
1734.22,23.1243
1734.41,16.6247
1734.56,12.4381
1734.71,9.38373
1734.85,7.1998
1734.99,5.56798
1735.11,4.47105
1735.26,3.53543
1735.4,2.83868
1735.57,2.29107
1735.74,1.89434
1735.95,1.5478
1736.19,1.27947
1736.48,1.0477
1736.81,0.862505
1737.2,0.710694
1737.64,0.589104
1738.14,0.493499
1738.64,0.425803
1739.36,0.359266
1740.08,0.316487
1740.8,0.289268
1741.52,0.27307
1742.63,0.264468
1743.55,0.270335
1744.71,0.294561
1745.64,0.330366
1746.56,0.386188
1747.34,0.458122
1748.01,0.547762
1748.63,0.666088
1749.13,0.804116
1749.58,0.977229
1749.97,1.1924
1750.31,1.45674
1750.59,1.7753
1750.81,2.14284
1751.01,2.62062
1751.18,3.19146
1751.32,3.81893
1751.47,4.7857
1751.6,5.96292
1751.74,7.59496
1751.88,9.83124
1752.04,13.0967
1752.21,17.7122
1752.39,24.0789
1752.67,36.3405
1753.05,53.5212
1753.28,60.7498
1753.5,63.4522
1753.72,61.487
1753.95,54.9642
1754.48,34.0045
1754.66,28.6415
1754.84,25.3058
1754.97,24.0735
1755.03,23.8635
1755.15,24.0937
1755.33,25.7267
1755.62,30.7701
1756.0,37.2635
1756.24,39.0426
1756.27,39.0701
1756.49,37.7764
1756.71,34.305
1757.09,24.9965
1757.43,16.4585
1757.65,12.0911
1757.82,9.30482
1757.99,7.22117
1758.14,5.78647
1758.29,4.67262
1758.47,3.68739
1758.64,3.05432
1758.83,2.49166
1759.07,2.01674
1759.33,1.64905
1759.64,1.34063
1760.01,1.08905
1760.41,0.893583
1760.89,0.724317
1761.43,0.591238
1762.04,0.483461
1762.78,0.39028
1763.65,0.313492
1764.61,0.254273
1765.67,0.207569
1766.96,0.168038
1768.48,0.13566
1770.22,0.110173
1772.05,0.0915795
1773.87,0.0782608
1776.31,0.0657167
1779.35,0.0552852
1782.75,0.0478876
1786.92,0.0425627
1791.1,0.0402293
1792.67,0.040053
1796.65,0.0417481
1799.21,0.045071
1801.05,0.0496673
1802.58,0.0560921
1803.9,0.0651056
1804.9,0.076129
1805.77,0.0909571
1806.46,0.108991
1806.95,0.127792
1807.4,0.152225
1807.77,0.181735
1808.09,0.216898
1808.35,0.258491
1808.54,0.303524
1808.72,0.35969
1808.86,0.428496
1809.01,0.525159
1809.13,0.642754
1809.25,0.807718
1809.36,1.00144
1809.46,1.25982
1809.57,1.60691
1809.67,2.06576
1809.79,2.73523
1809.92,3.6361
1810.05,4.94269
1810.21,6.82271
1810.39,9.65397
1810.97,20.1912
1811.19,22.9998
1811.4,23.919
1811.58,23.181
1811.8,20.6174
1812.14,14.4805
1812.44,9.186
1812.62,6.44889
1812.77,4.68091
1812.9,3.49223
1813.03,2.60517
1813.14,1.99564
1813.24,1.57054
1813.35,1.23843
1813.45,0.987714
1813.56,0.799925
1813.68,0.64015
1813.81,0.518238
1813.96,0.425463
1814.13,0.353688
1814.34,0.294276
1814.58,0.249599
1814.89,0.210898
1815.27,0.179066
1815.75,0.153819
1816.24,0.138413
1816.83,0.129193
1817.22,0.127875
1817.72,0.132532
1818.04,0.141752
1818.29,0.15526
1818.5,0.175639
1818.64,0.200132
1818.78,0.234316
1818.88,0.274203
1819.0,0.338436
1819.11,0.419365
1819.22,0.530592
1819.32,0.681237
1819.42,0.862845
1819.53,1.12496
1819.64,1.46168
1819.77,1.95156
1819.91,2.66188
1820.09,3.77674
1820.39,6.09791
1820.69,8.40119
1820.9,9.4408
1821.1,9.81572
1821.29,9.47721
1821.48,8.53382
1821.79,6.26869
1822.1,3.87678
1822.28,2.73925
1822.42,2.00456
1822.54,1.52871
1822.65,1.18565
1822.76,0.916146
1822.86,0.709076
1822.97,0.553175
1823.08,0.4379
1823.18,0.353969
1823.29,0.293601
1823.41,0.244693
1823.56,0.208166
1823.73,0.180538
1823.95,0.162105
1824.23,0.149751
1824.71,0.142712
1824.8,0.142491
1825.27,0.145566
1825.82,0.158022
1826.34,0.180293
1826.72,0.205831
1827.01,0.235951
1827.27,0.27466
1827.48,0.320131
1827.67,0.382952
1827.81,0.452687
1827.95,0.553837
1828.07,0.674116
1828.19,0.847195
1828.31,1.08203
1828.41,1.35299
1828.51,1.70628
1828.63,2.24826
1828.74,2.91503
1828.86,3.84668
1829.0,5.23985
1829.17,7.26366
1829.37,10.4426
1829.84,18.5326
1830.05,21.3002
1830.26,22.4987
1830.3,22.5259
1830.48,21.8442
1830.71,19.3327
1831.06,13.4786
1831.34,8.6904
1831.52,6.19465
1831.66,4.53587
1831.8,3.35622
1831.92,2.53566
1832.03,1.97109
1832.13,1.55969
1832.23,1.24184
1832.33,0.9991
1832.45,0.789377
1832.57,0.638699
1832.69,0.530405
1832.83,0.43908
1832.99,0.367183
1833.18,0.312549
1833.43,0.266219
1833.73,0.228296
1834.14,0.195703
1834.55,0.174386
1835.12,0.155201
1835.96,0.139883
1836.96,0.132011
1837.63,0.130683
1838.86,0.133899
1840.72,0.149208
1842.27,0.171579
1843.84,0.205848
1845.1,0.245545
1846.2,0.293821
1847.27,0.358923
1848.18,0.43691
1848.98,0.530978
1849.78,0.662573
1850.41,0.806696
1851.01,0.996495
1851.54,1.22687
1852.0,1.51147
1852.44,1.88554
1852.81,2.3235
1853.12,2.83933
1853.43,3.54108
1853.69,4.34094
1853.96,5.49568
1854.23,7.0624
1854.48,9.06394
1854.77,12.0592
1855.09,16.3925
1855.72,25.8019
1856.04,29.0604
1856.3,29.9698
1856.59,28.8861
1856.88,25.9485
1857.66,14.6619
1857.92,11.7963
1858.13,10.1567
1858.28,9.43694
1858.43,9.18275
1858.59,9.46609
1858.73,10.288
1858.9,11.9997
1859.08,14.8978
1859.31,19.7366
1859.79,31.0608
1860.02,34.5497
1860.18,35.3658
1860.4,33.9379
1860.65,29.4345
1861.24,13.9478
1861.42,10.2515
1861.57,7.58849
1861.71,5.69233
1861.84,4.40222
1861.97,3.42636
1862.08,2.76697
1862.21,2.22461
1862.34,1.83374
1862.49,1.50678
1862.64,1.28425
1862.85,1.08704
1863.08,0.941769
1863.38,0.811325
1863.84,0.679057
1864.41,0.565738
1865.1,0.470809
1865.9,0.393006
1866.86,0.328027
1867.82,0.282319
1869.03,0.242273
1870.47,0.211645
1871.9,0.194356
1873.43,0.188328
1874.8,0.194731
1875.71,0.207427
1876.61,0.230505
1877.28,0.257968
1877.93,0.298274
1878.47,0.348813
1878.93,0.413385
1879.29,0.484636
1879.65,0.58766
1879.94,0.710025
1880.15,0.843251
1880.33,0.992935
1880.5,1.20407
1880.66,1.49107
1880.81,1.87163
1880.95,2.34263
1881.08,2.98445
1881.21,3.83242
1881.33,4.83779
1881.47,6.40059
1881.62,8.48758
1881.79,11.5658
1882.02,16.7037
1882.53,29.3748
1882.77,33.7001
1883.0,35.1607
1883.0,35.1611
1883.18,34.2133
1883.38,31.2478
1883.69,24.0969
1884.06,14.6511
