25-Mn-55(n,&gamma;) ENDF/B-VII.1
107237.0,0.00683569
107253.0,0.00636956
107269.0,0.00611622
107306.0,0.00591564
107361.0,0.00608335
107417.0,0.00657143
107472.0,0.0073676
107537.0,0.00880575
107605.0,0.0110203
107694.0,0.014384
107731.0,0.0151865
107750.0,0.0152937
107794.0,0.014698
107908.0,0.0107894
107945.0,0.00993455
107971.0,0.00974168
107988.0,0.00991444
108004.0,0.0105529
108016.0,0.0116723
108024.0,0.0130519
108031.0,0.015103
108036.0,0.0174893
108040.0,0.020674
108044.0,0.0245179
108047.0,0.0293835
108050.0,0.0363155
108053.0,0.0455838
108056.0,0.058218
108059.0,0.0767364
108063.0,0.105057
108072.0,0.185214
108075.0,0.206249
108079.0,0.216607
108079.0,0.216457
108082.0,0.209504
108086.0,0.184238
108097.0,0.0950829
108100.0,0.0701367
108103.0,0.0531853
108106.0,0.0421989
108109.0,0.034026
108112.0,0.0275299
108115.0,0.0229756
108118.0,0.0190239
108122.0,0.0160102
108127.0,0.0136278
108134.0,0.0116629
108141.0,0.0101175
108150.0,0.008858
108163.0,0.00779225
108181.0,0.00683464
108205.0,0.00613288
108246.0,0.00543289
108302.0,0.00493131
108414.0,0.00442445
108563.0,0.00412559
108718.0,0.00402568
108865.0,0.0041371
108938.0,0.00442023
108979.0,0.00485333
109004.0,0.00543447
109022.0,0.00619418
109033.0,0.00706658
109041.0,0.00802083
109048.0,0.00925125
109054.0,0.0107935
109059.0,0.0128577
109063.0,0.0153632
109066.0,0.0183352
109069.0,0.0220878
109071.0,0.0273669
109074.0,0.0344168
109076.0,0.0431565
109079.0,0.0558162
109081.0,0.0719775
109084.0,0.0974923
109088.0,0.137791
109096.0,0.241837
109099.0,0.273201
109103.0,0.284683
109106.0,0.275728
109109.0,0.250931
109114.0,0.18314
109119.0,0.120685
109123.0,0.0882089
109125.0,0.0663116
109128.0,0.0524077
109130.0,0.0411083
109132.0,0.0329115
109135.0,0.0268762
109137.0,0.0220324
109140.0,0.018186
109143.0,0.0152784
109147.0,0.0128228
109152.0,0.0109653
109158.0,0.0092049
109166.0,0.00787928
109174.0,0.00699548
109183.0,0.00636154
109200.0,0.00558871
109217.0,0.00515569
109247.0,0.00476126
109277.0,0.00457152
109359.0,0.00442035
109368.0,0.00441957
109524.0,0.00461685
109662.0,0.00505491
109732.0,0.00548051
109741.0,0.00568537
109746.0,0.00607554
109749.0,0.00663076
109751.0,0.00736832
109753.0,0.00854091
109756.0,0.0103375
109757.0,0.0124652
109759.0,0.0157416
109762.0,0.0203677
109764.0,0.0270098
109767.0,0.0385219
109774.0,0.0631488
109777.0,0.0714475
109780.0,0.0743633
109783.0,0.0717756
109786.0,0.0632571
109795.0,0.0307398
109797.0,0.0223394
109800.0,0.0170653
109802.0,0.0135425
109804.0,0.0109773
109806.0,0.00918794
109808.0,0.00799176
109810.0,0.0072234
109813.0,0.00658773
109817.0,0.0062487
109821.0,0.00614663
109858.0,0.00629817
109950.0,0.00730962
110023.0,0.00853002
110106.0,0.0105109
110198.0,0.0135876
110287.0,0.0167513
110336.0,0.0177693
110361.0,0.017907
110404.0,0.0174931
110482.0,0.015211
110592.0,0.0115231
110660.0,0.00981314
110735.0,0.00850899
110827.0,0.00749838
110938.0,0.00685252
111048.0,0.00663876
111122.0,0.00678476
111168.0,0.00719944
111195.0,0.00783683
111214.0,0.00876577
111223.0,0.00961531
111231.0,0.0107483
111237.0,0.0121952
111242.0,0.0142625
111246.0,0.0166618
111249.0,0.0196167
111252.0,0.0234621
111254.0,0.0281769
111256.0,0.0347541
111259.0,0.0438393
111261.0,0.0567483
111263.0,0.0739193
111266.0,0.0988534
111269.0,0.137867
111278.0,0.249323
111281.0,0.282327
111284.0,0.294711
111285.0,0.294796
111288.0,0.28462
111292.0,0.249548
111301.0,0.123941
111304.0,0.0912143
111306.0,0.0702155
111308.0,0.054615
111311.0,0.0428918
111313.0,0.0342112
111315.0,0.0278985
111318.0,0.0233081
111320.0,0.0194696
111323.0,0.0164922
111327.0,0.0142744
111332.0,0.0125161
111339.0,0.0108449
111347.0,0.00962168
111358.0,0.00875532
111376.0,0.00794671
111394.0,0.00754087
111443.0,0.00713196
111496.0,0.00705767
111618.0,0.00730349
111674.0,0.00775021
111693.0,0.00824908
111704.0,0.00892089
111709.0,0.00964414
111713.0,0.0106657
111716.0,0.0121445
111719.0,0.0140225
111721.0,0.0168495
111724.0,0.0203849
111726.0,0.0255707
111729.0,0.0332217
111732.0,0.044987
111741.0,0.0858054
111745.0,0.0968155
111747.0,0.0994884
111751.0,0.095782
111755.0,0.0836753
111763.0,0.0439694
111766.0,0.0331217
111769.0,0.0261204
111771.0,0.0210116
111774.0,0.0172962
111776.0,0.0143946
111779.0,0.0125271
111782.0,0.0113524
111786.0,0.0103658
111791.0,0.00982594
111795.0,0.00968505
111800.0,0.00991896
111804.0,0.010741
111807.0,0.0120076
111809.0,0.013648
111811.0,0.0162058
111813.0,0.0193162
111814.0,0.0236024
111816.0,0.0293622
111818.0,0.0368979
111819.0,0.0479998
111822.0,0.0651254
111825.0,0.0924331
111833.0,0.189313
111836.0,0.213073
111839.0,0.221803
111842.0,0.213942
111845.0,0.193573
111849.0,0.142003
111854.0,0.0902597
111856.0,0.0656638
111859.0,0.0485934
111860.0,0.0372707
111862.0,0.0286976
111864.0,0.0233525
111866.0,0.0193528
111868.0,0.0159482
111869.0,0.0136842
111871.0,0.0122211
111873.0,0.011303
111876.0,0.0105303
111882.0,0.0101095
111884.0,0.0100893
111893.0,0.0104064
111904.0,0.0114393
111911.0,0.0128533
111917.0,0.0147329
111923.0,0.0172995
111928.0,0.021171
111933.0,0.0267498
111940.0,0.036814
111948.0,0.047955
111952.0,0.0519348
111956.0,0.0529345
111960.0,0.0514083
111965.0,0.0459968
111978.0,0.0275102
111983.0,0.0215124
111988.0,0.0175331
111993.0,0.015103
111999.0,0.0129385
112006.0,0.0112751
112016.0,0.0100578
112024.0,0.00941489
112040.0,0.00859415
112057.0,0.00814135
112106.0,0.00753081
112271.0,0.0067564
112769.0,0.00507249
113124.0,0.00425394
113524.0,0.00369339
113968.0,0.00336803
114190.0,0.00331128
114412.0,0.00339234
114545.0,0.00363888
114625.0,0.00401807
114678.0,0.004534
114707.0,0.00500211
114735.0,0.00568811
114757.0,0.00652003
114779.0,0.00778707
114796.0,0.00921399
114811.0,0.0111484
114825.0,0.0136378
114839.0,0.0170314
114851.0,0.0213493
114867.0,0.0287739
114886.0,0.0379944
114895.0,0.0404349
114900.0,0.0408513
114910.0,0.0394066
114923.0,0.0339314
114946.0,0.022773
114959.0,0.017922
114971.0,0.0145943
114984.0,0.0118629
114998.0,0.00992829
115015.0,0.00820752
115033.0,0.00703601
115055.0,0.00605017
115082.0,0.00523154
115119.0,0.0045738
115153.0,0.00419532
115220.0,0.00379571
115287.0,0.00362913
115322.0,0.00360629
115379.0,0.00368009
115425.0,0.00391365
115458.0,0.00430977
115479.0,0.00480619
115495.0,0.00544712
115507.0,0.00624508
115517.0,0.00718271
115525.0,0.00839476
115532.0,0.00993232
115538.0,0.0119833
115544.0,0.014504
115549.0,0.0179788
115554.0,0.0223639
115560.0,0.0292519
115575.0,0.0501093
115580.0,0.0546308
115583.0,0.0553928
115588.0,0.0537022
115593.0,0.0489205
115608.0,0.0276544
115613.0,0.0215401
115618.0,0.0174297
115624.0,0.0139482
115630.0,0.0114346
115636.0,0.00962056
115643.0,0.0081522
115651.0,0.00700535
115661.0,0.00604768
115672.0,0.00536204
115690.0,0.00465548
115714.0,0.00415448
115752.0,0.00373587
115808.0,0.00347925
115908.0,0.00334111
115957.0,0.00333094
116136.0,0.00344405
116282.0,0.00369313
116409.0,0.00408512
116528.0,0.00473448
116608.0,0.00545661
116677.0,0.00644548
116727.0,0.00750739
116770.0,0.00884136
116802.0,0.0102927
116829.0,0.0119994
116852.0,0.0142474
116868.0,0.0166679
116879.0,0.0193583
116887.0,0.022358
116894.0,0.0259132
116899.0,0.0304696
116905.0,0.0372035
116910.0,0.0454991
116916.0,0.0584631
116925.0,0.084793
116932.0,0.10504
116936.0,0.112646
116939.0,0.114106
116943.0,0.110656
116950.0,0.0969827
116961.0,0.063028
116967.0,0.0510062
116972.0,0.0427919
116978.0,0.0363735
116985.0,0.0319784
116996.0,0.0287694
117008.0,0.027089
117046.0,0.0258821
117086.0,0.0246428
117139.0,0.0209589
117215.0,0.0147044
117261.0,0.0118616
117313.0,0.0095
117365.0,0.00786291
117428.0,0.0065331
117501.0,0.00552537
117585.0,0.00479551
117669.0,0.0043294
117794.0,0.00391204
117970.0,0.00364151
118104.0,0.00358346
118321.0,0.00371183
118509.0,0.0041042
118635.0,0.00464513
118721.0,0.00524529
118802.0,0.00614204
118864.0,0.00717339
118913.0,0.00840668
118959.0,0.010051
118999.0,0.0121253
119029.0,0.0143406
119059.0,0.0174866
119088.0,0.0217637
119113.0,0.0269533
119138.0,0.0340069
119170.0,0.0459367
119199.0,0.0574956
119219.0,0.0619032
119228.0,0.062479
119250.0,0.0601609
119311.0,0.0470681
119468.0,0.0232363
119510.0,0.018251
119553.0,0.0145822
119601.0,0.011713
119648.0,0.00973195
119705.0,0.00812669
119772.0,0.00694093
119829.0,0.00632376
119886.0,0.00599588
119924.0,0.00593492
119982.0,0.00614292
120019.0,0.00655233
120053.0,0.00726845
120078.0,0.00811273
120105.0,0.00953671
120128.0,0.0114219
120150.0,0.0139759
120172.0,0.0177994
120213.0,0.026633
120227.0,0.0283718
120235.0,0.0286485
120245.0,0.0281601
120262.0,0.0254107
120301.0,0.016873
120321.0,0.0136148
120340.0,0.0112123
120361.0,0.00934613
120384.0,0.00791227
120407.0,0.00691744
120442.0,0.00595037
120476.0,0.00536266
120511.0,0.00502707
120548.0,0.00489964
120578.0,0.00500971
120608.0,0.00542754
120628.0,0.00602923
120641.0,0.00672722
120652.0,0.00763189
120663.0,0.00905687
120672.0,0.0107932
120679.0,0.0128792
120685.0,0.0155518
120690.0,0.0188439
120695.0,0.0233665
120700.0,0.0295283
120704.0,0.0376832
120709.0,0.0496903
120723.0,0.0893698
120728.0,0.0987254
120732.0,0.101063
120736.0,0.0977716
120742.0,0.0860993
120755.0,0.0487343
120760.0,0.0367293
120765.0,0.0285136
120769.0,0.0228419
120774.0,0.0186567
120779.0,0.0151957
120785.0,0.0125629
120792.0,0.0104591
120800.0,0.00876246
120809.0,0.00749098
120820.0,0.00647133
120834.0,0.00560188
120853.0,0.00484293
120878.0,0.00426068
120911.0,0.00382936
120952.0,0.00352542
120993.0,0.00334808
121076.0,0.00317409
121131.0,0.0031412
121203.0,0.00321706
121243.0,0.00338714
121272.0,0.00366334
121294.0,0.00409182
121305.0,0.00449838
121316.0,0.00511452
121325.0,0.00596223
121332.0,0.00700682
121338.0,0.00818458
121342.0,0.00973087
121346.0,0.0116981
121350.0,0.0145302
121354.0,0.0181129
121357.0,0.0229495
121361.0,0.0304489
121367.0,0.0438379
121374.0,0.0596616
121378.0,0.0658937
121382.0,0.0676127
121385.0,0.0658436
121390.0,0.0590322
121402.0,0.0312887
121406.0,0.0237859
121410.0,0.0185488
121413.0,0.0150105
121417.0,0.0120452
121421.0,0.0102381
121425.0,0.00854483
121430.0,0.00733864
121436.0,0.00628582
121442.0,0.005584
121452.0,0.00488853
121466.0,0.00430897
121484.0,0.00389586
121510.0,0.00361652
121555.0,0.00348888
121597.0,0.00356443
121647.0,0.00388167
121682.0,0.00433062
121709.0,0.00490707
121729.0,0.00562033
121746.0,0.00652401
121760.0,0.00758768
121774.0,0.00916505
121784.0,0.0109093
121793.0,0.0130177
121801.0,0.0159748
121809.0,0.0196397
121815.0,0.0238811
121820.0,0.0296538
121826.0,0.0371443
121830.0,0.0462001
121835.0,0.0581506
121840.0,0.0757653
121846.0,0.1041
121858.0,0.164746
121862.0,0.180387
121867.0,0.186114
121871.0,0.180918
121877.0,0.161299
121891.0,0.0884467
121896.0,0.0678794
121900.0,0.0535409
121905.0,0.0425571
121910.0,0.0344513
121914.0,0.028343
121920.0,0.0227951
121927.0,0.0187392
121934.0,0.0152219
121943.0,0.0124319
121952.0,0.0104018
121961.0,0.00894033
121975.0,0.0074113
121991.0,0.0062312
122010.0,0.00528807
122036.0,0.00452293
122065.0,0.00398282
122099.0,0.00358647
122156.0,0.00320808
122247.0,0.00291753
122392.0,0.00272977
122711.0,0.00261971
122803.0,0.00261578
123239.0,0.00270598
123441.0,0.00288505
123522.0,0.00305686
123583.0,0.00330599
123624.0,0.00361361
123657.0,0.00406528
123677.0,0.0045032
123697.0,0.00519154
123712.0,0.00603173
123724.0,0.00700421
123734.0,0.00824462
123743.0,0.00979864
123751.0,0.0118506
123757.0,0.0143633
123764.0,0.0178541
123770.0,0.0223615
123777.0,0.0290191
123785.0,0.0396036
123796.0,0.0545524
123803.0,0.0602398
123806.0,0.0610941
123811.0,0.0594738
123818.0,0.0531431
123833.0,0.0315779
123840.0,0.0245453
123846.0,0.019571
123852.0,0.0159266
123859.0,0.012906
123867.0,0.0106071
123876.0,0.00884763
123886.0,0.00743592
123898.0,0.00638404
123913.0,0.00554528
123932.0,0.0048523
123961.0,0.00428375
123992.0,0.00395773
124036.0,0.00375275
124086.0,0.00369214
124168.0,0.00380493
124256.0,0.00414824
124344.0,0.00477172
124423.0,0.005678
124524.0,0.00738698
124599.0,0.00856343
124643.0,0.00881757
124687.0,0.0085808
124770.0,0.00727532
124867.0,0.00566821
124937.0,0.00487333
124979.0,0.00451929
125000.0,0.0157066
125000.0,0.00439724
130000.0,0.0143339
140000.0,0.0119344
150000.0,0.0106585
179330.0,0.00887495
200000.0,0.00761796
239106.0,0.00714135
240000.0,0.00713045
286927.0,0.00614392
300000.0,0.0058691
358659.0,0.00523336
400000.0,0.00478531
478212.0,0.00435156
500000.0,0.00423073
550000.0,0.00399835
600000.0,0.00386577
717318.0,0.00357731
800000.0,0.00337401
900000.0,0.00324555
950000.0,0.00315903
1000000.0,0.00311513
1000000.0,0.0031152
1100000.0,0.00272172
1300000.0,0.00265456
1400000.0,0.00218497
1550000.0,0.00206182
1700000.0,0.00191917
1900000.0,0.00186544
2000000.0,0.00178379
2250000.0,0.00172512
2500000.0,0.00150583
2750000.0,0.0014533
3500000.0,0.00104128
4125000.0,7.97375E-4
4500000.0,6.26385E-4
5000000.0,4.71546E-4
5500000.0,3.99949E-4
6000000.0,3.51463E-4
7000000.0,3.34633E-4
8500000.0,3.43508E-4
1.0E7,3.8981E-4
1.15E7,4.58775E-4
1.325E7,5.81045E-4
1.475E7,6.54221E-4
1.55E7,6.71211E-4
1.65E7,6.46313E-4
1.725E7,5.89502E-4
1.7625E7,5.61688E-4
1.825E7,5.01094E-4
1.8875E7,4.40697E-4
2.0125E7,3.40262E-4
2.1125E7,2.4485E-4
2.2E7,1.78403E-4
2.3125E7,1.31243E-4
2.4E7,1.00064E-4
2.6E7,6.40227E-5
2.8E7,4.3983E-5
3.0E7,3.11322E-5
3.2E7,2.30746E-5
3.6E7,1.35506E-5
4.0E7,8.2627E-6
4.5E7,4.75982E-6
5.0E7,2.81809E-6
5.5E7,1.70337E-6
6.0E7,1.18464E-6

