25-Mn-55(n,&gamma;) ENDF/B-VII.1
52122.4,0.00447208
52260.9,0.00466406
52339.4,0.00501309
52375.9,0.00544042
52396.5,0.00591848
52411.2,0.00650484
52424.4,0.00739425
52433.2,0.00835728
52439.8,0.00943432
52446.7,0.0111323
52452.3,0.0132969
52457.0,0.0160863
52460.3,0.0190895
52463.1,0.0226998
52465.4,0.0267803
52467.4,0.0319925
52469.3,0.0385744
52471.2,0.0477238
52473.1,0.0605019
52474.7,0.0761735
52476.4,0.0968529
52478.3,0.126807
52480.5,0.173296
52483.7,0.256161
52488.2,0.377019
52490.6,0.420532
52492.9,0.434572
52495.1,0.420251
52497.6,0.376508
52502.3,0.247692
52505.2,0.17281
52507.3,0.129002
52509.2,0.0992282
52510.9,0.0780065
52512.5,0.0618893
52514.4,0.0490114
52516.0,0.0403233
52518.2,0.0325376
52520.4,0.0267791
52523.2,0.0218837
52526.0,0.0185338
52529.8,0.0154631
52534.4,0.0129131
52540.0,0.0109092
52546.0,0.00949973
52554.8,0.0081533
52565.8,0.0071336
52579.0,0.00640539
52599.6,0.00577951
52633.2,0.00530907
52672.5,0.0050827
52754.9,0.00496448
52900.8,0.00513709
53016.8,0.00554124
53080.6,0.00594686
53152.3,0.0067228
53203.0,0.00767353
53235.0,0.00865076
53244.7,0.00910958
53249.8,0.00962997
53252.3,0.0103113
53254.3,0.0114838
53256.0,0.013157
53257.5,0.0154563
53258.9,0.0188369
53260.4,0.0236026
53261.9,0.0301675
53263.7,0.0405212
53265.9,0.0569597
53270.3,0.0924898
53272.7,0.106447
53274.8,0.110734
53276.9,0.106537
53279.3,0.0928855
53285.0,0.0482571
53286.8,0.0363302
53288.4,0.028404
53290.0,0.0225507
53291.5,0.0187683
53293.0,0.0160165
53294.6,0.0143234
53296.6,0.0131915
53299.8,0.0125925
53301.4,0.0125564
53315.7,0.0136554
53334.8,0.0160521
53353.5,0.0194472
53370.9,0.0239628
53386.1,0.0295515
53400.2,0.0366629
53416.3,0.0476244
53450.9,0.0771687
53459.8,0.08159
53466.7,0.0825822
53476.9,0.0798702
53488.8,0.0717098
53516.7,0.0473476
53532.8,0.0364416
53546.9,0.0293986
53563.2,0.023554
53580.2,0.0192607
53600.3,0.0157329
53622.6,0.0130885
53648.0,0.0110532
53679.8,0.00938691
53711.7,0.00829574
53751.3,0.00740654
53793.7,0.00679361
53861.6,0.00623405
53957.7,0.00596121
54019.9,0.00609903
54070.8,0.00658148
54101.5,0.00725053
54122.1,0.00810236
54139.2,0.009322
54151.8,0.0107822
54160.9,0.0124031
54170.1,0.0148835
54176.6,0.0175464
54182.2,0.0208574
54187.5,0.0254128
54191.9,0.0309043
54195.7,0.0377046
54198.7,0.0453055
54201.7,0.0561936
54204.1,0.06875
54206.6,0.08651
54208.8,0.107814
54211.0,0.136193
54213.5,0.179195
54216.4,0.244212
54224.1,0.454841
54226.7,0.504296
54229.5,0.524905
54231.9,0.510639
54234.9,0.454501
54243.1,0.231881
54245.9,0.171119
54248.3,0.132345
54250.4,0.104903
54252.6,0.0849709
54254.9,0.0685686
54257.6,0.0548977
54260.7,0.0442869
54263.7,0.0368003
54267.2,0.0307311
54271.4,0.0254522
54276.3,0.0211605
54282.5,0.0174841
54290.2,0.014464
54298.2,0.0123731
54309.0,0.0105162
54319.8,0.00930632
54337.4,0.00807104
54358.6,0.00723362
54379.7,0.00675415
54411.0,0.00639186
54442.3,0.0062859
54481.9,0.00646411
54507.5,0.00685233
54526.2,0.00739058
54544.8,0.00836227
54555.6,0.00929617
54566.4,0.0107497
54574.7,0.0124984
54581.3,0.0145912
54586.9,0.0171298
54591.9,0.0204984
54596.3,0.0247592
54600.0,0.0301023
54603.0,0.0363794
54605.7,0.0442806
54608.0,0.0534393
54610.2,0.0655886
54612.2,0.0813265
54614.2,0.101661
54616.5,0.131432
54618.8,0.172827
54621.7,0.237788
54627.8,0.392905
54630.3,0.439051
54632.7,0.459341
54633.3,0.460214
54635.8,0.445273
54638.6,0.396919
54646.3,0.20487
54648.8,0.153708
54651.0,0.119131
54653.2,0.0927947
54655.4,0.0732968
54657.5,0.0592431
54659.8,0.048357
54662.1,0.0404228
54664.8,0.033467
54668.2,0.0276006
54671.8,0.0231421
54675.9,0.0195026
54680.9,0.0164426
54686.8,0.013922
54694.7,0.0116972
54702.6,0.0102168
54714.5,0.0087619
54730.1,0.00762482
54748.8,0.00682339
54768.8,0.00630562
54810.3,0.00573808
54865.6,0.00539964
55003.8,0.0051244
55175.2,0.00506504
55678.4,0.00529452
56079.6,0.00579542
56346.2,0.00645631
56427.6,0.00684932
56474.2,0.00727999
56502.3,0.00781711
56519.7,0.00848369
56533.3,0.00949782
56540.6,0.0104674
56546.6,0.0117677
56551.2,0.0133427
56554.6,0.0151413
56557.6,0.0176001
56559.7,0.0203127
56561.4,0.0234794
56563.0,0.0277804
56564.6,0.0339652
56566.0,0.0414023
56567.4,0.0515217
56568.8,0.0651183
56570.2,0.0841338
56571.8,0.111747
56573.6,0.152182
56575.7,0.213581
56582.3,0.441727
56584.7,0.496663
56586.8,0.513042
56588.8,0.497564
56590.9,0.454352
56594.1,0.347343
56597.9,0.214797
56599.9,0.155074
56601.5,0.117976
56603.1,0.0889427
56604.6,0.0682412
56606.0,0.0541454
56607.3,0.0435673
56608.9,0.0348018
56610.2,0.0293806
56612.0,0.0241906
56613.9,0.020704
56616.4,0.0175347
56619.3,0.015266
56622.7,0.0135581
56626.3,0.0123269
56633.6,0.0108105
56640.9,0.00993826
56652.5,0.00916037
56671.9,0.00857923
56710.7,0.00828456
56718.4,0.00828018
56799.8,0.00860078
56889.0,0.00933544
56998.5,0.0107512
57071.4,0.0121461
57126.2,0.0135164
57189.5,0.0158807
57206.7,0.016946
57211.0,0.0180562
57213.7,0.0197619
57216.0,0.022397
57218.5,0.0267915
57221.3,0.0342027
57226.6,0.0507295
57229.2,0.0560595
57231.1,0.0573483
57233.3,0.0557652
57235.7,0.0506346
57242.2,0.0316749
57244.8,0.0261736
57246.7,0.0234239
57249.6,0.0211477
57252.5,0.0202255
57254.4,0.0200258
57262.0,0.0203125
57297.7,0.023836
57313.9,0.0265136
57318.7,0.0284681
57320.9,0.0304588
57323.0,0.0342021
57324.7,0.0390426
57326.3,0.0466178
57327.8,0.0563687
57329.2,0.0698829
57330.8,0.0908917
57332.5,0.118525
57334.5,0.162242
57339.8,0.295323
57342.0,0.338525
57344.3,0.357629
57344.7,0.358134
57346.7,0.346595
57348.6,0.316731
57352.0,0.235228
57355.4,0.153248
57357.4,0.113423
57359.0,0.0883475
57360.7,0.069805
57362.3,0.0568779
57363.8,0.0491303
57365.5,0.0434315
57367.7,0.0394265
57370.3,0.0374788
57373.8,0.0369565
57392.3,0.0401508
57433.6,0.0518982
57473.1,0.0635248
57490.7,0.0668064
57507.1,0.067913
57530.5,0.0658906
57568.7,0.0563219
57619.6,0.0422054
57653.3,0.0353335
57693.7,0.029667
57734.1,0.0259897
57774.5,0.0235792
57848.5,0.0209941
57962.9,0.0190287
58097.5,0.0178037
58124.5,0.0181971
58134.6,0.0191513
58138.8,0.0206578
58140.5,0.0220324
58142.1,0.0243969
58143.4,0.0272299
58144.9,0.0323067
58146.1,0.038833
58147.4,0.0481258
58148.7,0.0610295
58149.9,0.0784604
58151.2,0.101317
58152.7,0.136531
58154.3,0.186355
58156.5,0.269344
58161.5,0.477934
58163.9,0.54925
58166.1,0.572893
58166.2,0.572905
58168.1,0.554195
58170.6,0.487618
58174.5,0.323602
58177.3,0.211088
58179.0,0.15404
58180.6,0.113406
58181.9,0.0855559
58183.2,0.0657409
58184.5,0.0510544
58185.8,0.0404882
58187.1,0.0330902
58188.6,0.0275816
58189.7,0.0246338
58191.5,0.0218169
58193.7,0.0198895
58196.9,0.0185827
58205.0,0.0174335
58230.9,0.0163263
58367.0,0.0144286
58624.4,0.0121375
58795.9,0.0114571
58838.8,0.0113952
58958.7,0.0116242
59091.1,0.0125589
59198.4,0.0141647
59288.7,0.0163087
59385.3,0.0197563
59614.3,0.0308153
59618.9,0.0322017
59621.2,0.0341975
59623.6,0.0382626
59625.5,0.0443234
59627.0,0.0517023
59628.8,0.0634426
59630.7,0.0814186
59633.0,0.108955
59638.6,0.190395
59641.1,0.214109
59643.2,0.220969
59645.4,0.212862
59647.7,0.189804
59654.1,0.0989733
59656.2,0.0750492
59658.1,0.0596862
59659.9,0.0487796
59661.7,0.041542
59663.6,0.0370303
59666.0,0.0337737
59669.7,0.0318985
59681.8,0.0310153
59767.9,0.0282547
59952.0,0.0186182
60047.9,0.0148311
60137.4,0.0123725
60193.3,0.0114362
60201.3,0.0114064
60217.8,0.0116285
60226.0,0.0121769
60230.2,0.0129264
60232.9,0.0140792
60235.0,0.0158133
60236.7,0.0183753
60238.1,0.0216284
60239.4,0.0264743
60240.6,0.0325112
60241.8,0.0407477
60243.0,0.0517398
60244.4,0.0684042
60245.8,0.0897893
60247.4,0.123195
60249.4,0.174058
60252.7,0.280227
60255.6,0.368717
60257.8,0.418467
60260.0,0.439411
60260.3,0.4396
60262.3,0.425562
60264.3,0.386305
60267.4,0.291957
60271.0,0.178353
60272.9,0.127359
60274.5,0.0953504
60275.9,0.0716189
60277.1,0.0557623
60278.3,0.04351
60279.5,0.034279
60280.7,0.0276584
60282.0,0.0224556
60283.3,0.0188435
60284.8,0.0160879
60286.2,0.0143153
60288.5,0.0127547
60290.7,0.0118996
60296.0,0.0109212
60307.5,0.0100614
60330.5,0.00937697
60349.2,0.00917756
60356.4,0.00925362
60360.8,0.00958669
60363.4,0.0102512
60365.2,0.0111901
60367.0,0.0128693
60368.4,0.0150349
60369.8,0.0182629
60371.2,0.0229171
60372.6,0.0293918
60373.9,0.0376457
60375.5,0.0506788
60377.3,0.0692552
60379.9,0.102558
60384.2,0.160706
60386.5,0.181068
60388.7,0.188724
60388.7,0.188723
60390.9,0.181631
60393.1,0.161323
60397.1,0.107923
60399.8,0.0732018
60401.7,0.0529869
60403.3,0.0394637
60404.7,0.0303473
60406.1,0.023489
60407.2,0.0192534
60408.6,0.0155463
60410.0,0.0130205
60411.1,0.0116285
60412.8,0.0102687
60414.5,0.00947913
60417.9,0.00875726
60424.6,0.00834155
60433.5,0.00812409
60527.7,0.00720909
60676.2,0.00637324
60913.7,0.00556538
61202.0,0.00502623
61538.7,0.0047567
61544.4,0.00475647
61619.8,0.00481405
61655.8,0.00501682
61671.1,0.00534128
61677.2,0.0056537
61681.2,0.00612528
61683.7,0.00679938
61685.2,0.00754388
61686.7,0.00876086
61687.9,0.0102421
61689.0,0.0123046
61690.1,0.0152356
61691.3,0.0193353
61692.4,0.0249673
61693.5,0.0325497
61694.6,0.042202
61695.8,0.0552602
61697.2,0.0748601
61698.7,0.103659
61700.5,0.144461
61703.1,0.220949
61707.2,0.345247
61709.6,0.396169
61711.9,0.414025
61711.9,0.414
61714.2,0.397738
61716.4,0.353204
61720.2,0.239442
61723.0,0.154944
61724.9,0.109215
61726.5,0.0790393
61727.8,0.0583672
61729.1,0.043701
61730.2,0.0334471
61731.4,0.0256468
61732.5,0.0198415
61733.6,0.0157872
61734.6,0.0129653
61735.8,0.010618
61736.8,0.00920484
61738.2,0.00792286
61739.9,0.00695031
61741.3,0.00647772
61744.0,0.0059508
61749.5,0.00551128
61760.4,0.00517381
61788.6,0.00493812
61811.4,0.00490252
61866.7,0.00501197
61908.2,0.00530809
61925.5,0.00565901
61929.8,0.00598045
61932.4,0.0065093
61934.2,0.00723636
61935.7,0.00825278
61937.2,0.00984676
61938.6,0.011983
61939.9,0.0150117
61941.3,0.0193537
61942.6,0.0248629
61944.1,0.0328978
61945.8,0.0442518
61948.0,0.0628604
61953.1,0.11096
61955.5,0.127363
61957.8,0.133068
61957.9,0.133074
61959.9,0.128902
61962.0,0.11651
61965.1,0.0883163
61968.7,0.0551072
61970.7,0.0393465
61972.4,0.0292759
61973.9,0.02245
61975.2,0.0179513
61976.5,0.014619
61977.8,0.0121733
61979.1,0.0106126
61980.7,0.00928788
61982.4,0.00855273
61984.0,0.00818714
61987.3,0.00803232
61993.9,0.00853397
62002.2,0.00978819
62008.9,0.0114523
62013.9,0.0133722
62018.0,0.0156195
62021.6,0.0186292
62024.4,0.0219206
62027.2,0.0266626
62029.7,0.0327553
62031.7,0.0395474
62033.6,0.0487859
62035.8,0.0625523
62037.7,0.0796408
62039.9,0.104671
62042.4,0.141111
62046.0,0.20825
62050.3,0.289946
62053.4,0.329333
62055.8,0.339712
62058.1,0.329964
62061.0,0.294456
62069.0,0.145572
62071.4,0.108586
62073.7,0.0817881
62075.7,0.0635405
62077.6,0.0511064
62079.6,0.0409921
62081.5,0.033913
62083.9,0.0275734
62086.3,0.023123
62089.2,0.0194411
62093.1,0.0160017
62097.8,0.0133082
62103.4,0.0112054
62110.2,0.00956199
62118.3,0.0082935
62129.1,0.00724749
62145.4,0.00635635
62161.6,0.00585068
62185.9,0.00542795
62229.2,0.0050741
62315.8,0.00485445
62402.4,0.00481975
62662.2,0.0050206
62921.9,0.00550836
63138.4,0.00621228
63311.6,0.00709301
63484.8,0.00843787
63636.3,0.0102319
63766.2,0.0124792
63889.5,0.0155012
64021.6,0.0198513
64225.1,0.0275543
64316.0,0.0295898
64359.3,0.029846
64450.2,0.0287314
64575.7,0.0245859
64656.1,0.0217263
64661.4,0.0221064
64664.0,0.0230252
64666.7,0.0252883
64668.3,0.0279329
64670.2,0.0328674
64671.9,0.0392183
64673.5,0.0479856
64675.5,0.0616216
64678.0,0.0843084
64683.2,0.13897
64685.9,0.158333
64688.1,0.16354
64690.3,0.157815
64692.9,0.1391
64699.2,0.0732212
64701.5,0.0545546
64703.4,0.0424608
64704.9,0.0352729
64706.4,0.0300013
64708.3,0.0255857
64710.5,0.022497
64712.8,0.0208873
64717.3,0.0196591
64742.9,0.0182912
64855.6,0.0148047
64986.6,0.0118709
65124.2,0.0097504
65261.8,0.00831445
65412.5,0.00730699
65530.5,0.0069253
65550.1,0.00691411
65615.6,0.00710347
65655.0,0.00757366
65679.9,0.00822587
65697.5,0.00905002
65712.3,0.0101812
65723.6,0.011552
65733.3,0.0133589
65742.4,0.0159631
65749.0,0.0187846
65754.7,0.0223354
65759.6,0.0266498
65764.3,0.0324332
65768.3,0.0393589
65772.3,0.04886
65776.3,0.0617706
65780.8,0.0806491
65792.3,0.141678
65796.2,0.154954
65799.2,0.158184
65803.0,0.152665
65807.1,0.136787
65817.7,0.0803198
65821.9,0.0631938
65824.3,0.0559298
65827.3,0.0507488
65829.2,0.0500069
65831.2,0.0519456
65833.2,0.0569348
65835.5,0.0667299
65839.1,0.0887597
65842.0,0.107607
65844.7,0.119416
65846.6,0.122149
65849.0,0.117801
65851.4,0.105253
65858.5,0.0512676
65860.6,0.0385355
65862.4,0.0300716
65864.0,0.0243308
65865.9,0.0197383
65867.7,0.0165086
65869.6,0.0144255
65871.9,0.0128964
65874.9,0.0117566
65880.2,0.0107063
65891.9,0.00941166
65910.5,0.00817237
65933.8,0.00731325
65962.3,0.00681373
65972.1,0.00679008
65977.7,0.00699966
65980.4,0.00744933
65982.3,0.00812248
65983.6,0.00899239
65985.0,0.010352
65986.4,0.012421
65987.5,0.0148878
65988.7,0.0182332
65989.8,0.0226711
65991.0,0.0284237
65992.4,0.037361
65993.8,0.048798
65995.5,0.0671708
65997.7,0.0952707
66003.2,0.177358
66005.8,0.202907
66008.0,0.210497
66010.3,0.202165
66012.9,0.176173
66019.2,0.0828863
66021.3,0.0581884
66022.8,0.0433741
66024.3,0.0323966
66025.6,0.0247669
66026.9,0.0195483
66028.1,0.0156268
66029.4,0.0124848
66030.7,0.0103196
66032.1,0.00886499
66033.7,0.00776347
66035.8,0.00696487
66039.0,0.00646276
66045.5,0.00617766
66073.3,0.00589002
66157.7,0.00573139
66258.5,0.00593768
66325.8,0.00633396
66389.6,0.00705089
66435.0,0.00793054
66472.8,0.00908943
66503.1,0.0104915
66533.3,0.0126057
66558.5,0.0152662
66579.1,0.0184122
66598.0,0.0224703
66615.7,0.0276954
66634.3,0.0351934
66660.5,0.0490986
66680.7,0.0594607
66694.1,0.0631246
66699.5,0.0634189
66714.3,0.0605956
66734.5,0.0507572
66762.4,0.0356551
66781.9,0.0276639
66800.7,0.0220637
66820.7,0.0178296
66841.3,0.0147504
66865.2,0.0122432
66887.9,0.0105645
66918.2,0.00899504
66956.0,0.00769337
67001.4,0.00669025
67065.2,0.00583593
67132.5,0.0053065
67246.7,0.00484404
67334.1,0.00473034
67389.6,0.0048348
67421.5,0.00510993
67438.3,0.00554157
67445.0,0.00589813
67450.1,0.00634808
67453.4,0.0068466
67456.0,0.00745759
67458.5,0.00850485
67460.2,0.00965854
67461.8,0.0114368
67463.3,0.0136671
67464.7,0.016866
67465.9,0.0208683
67467.2,0.0262577
67468.6,0.0342953
67470.0,0.0449667
67471.6,0.060283
67473.3,0.0817364
67475.4,0.115567
67479.1,0.188007
67482.4,0.249815
67484.8,0.28144
67487.1,0.2917
67489.5,0.280568
67492.0,0.246665
67498.8,0.115579
67500.8,0.0837494
67502.5,0.0614771
67503.9,0.0468941
67505.4,0.0355978
67506.6,0.0281755
67508.0,0.0218561
67509.3,0.0175668
67510.8,0.0141269
67512.1,0.011982
67513.7,0.0101492
67515.7,0.00876632
67518.3,0.00771246
67522.2,0.00691385
67528.7,0.00630907
67538.1,0.00593799
67553.9,0.005782
67576.0,0.00598485
67598.1,0.0065648
67612.9,0.00725219
67625.5,0.00817256
67638.1,0.00962787
67646.6,0.0111131
67654.7,0.0132171
67661.6,0.0159086
67667.3,0.0191435
67672.4,0.0234314
67676.9,0.0288103
67680.5,0.0352537
67683.7,0.0429896
67686.5,0.0525256
67689.5,0.0660359
67692.3,0.0837066
67695.5,0.109957
67699.2,0.150032
67707.2,0.252948
67710.9,0.28592
67713.9,0.29494
67716.6,0.287239
67720.0,0.259218
67729.9,0.134005
67733.4,0.0994486
67736.2,0.0779107
67739.2,0.0611965
67742.2,0.0486222
67745.4,0.039292
67749.1,0.0316163
67752.9,0.0260734
67757.6,0.0211946
67763.2,0.0173628
67769.5,0.0143844
67775.8,0.0123106
67783.6,0.010513
67793.1,0.00901746
67804.4,0.00781629
67820.4,0.00674064
67838.7,0.00598599
67857.0,0.00550049
67886.5,0.00501814
67916.0,0.00473035
67974.9,0.00441853
68101.2,0.00416951
68286.4,0.0040916
68606.4,0.00421677
68791.6,0.0044804
68833.6,0.00470779
68850.2,0.0050117
68856.5,0.00537549
68859.2,0.00579451
68861.2,0.00639559
68862.8,0.00727456
68864.1,0.008387
68865.5,0.0100472
68866.6,0.0121287
68867.8,0.0149988
68868.9,0.0188887
68870.0,0.0235061
68871.1,0.0297342
68872.4,0.0394051
68873.7,0.0518548
68875.2,0.0703
68876.9,0.0953151
68879.3,0.138923
68884.5,0.245528
68887.1,0.28139
68889.5,0.292597
68891.6,0.282994
68894.1,0.250858
68898.0,0.172731
68901.0,0.112812
68902.9,0.0813615
68904.6,0.0589279
68906.1,0.0435832
68907.4,0.0326026
68908.7,0.0250699
68909.9,0.0193716
68911.1,0.0151607
68912.4,0.0121153
68913.6,0.00995626
68914.8,0.00845189
68916.0,0.00741831
68917.5,0.00660464
68919.5,0.00597081
68922.4,0.00551222
68928.3,0.00518051
68938.2,0.00498498
68969.6,0.00485537
69077.6,0.00509651
69185.5,0.00559495
69288.9,0.00638449
69367.6,0.00735979
69430.5,0.00857631
69485.6,0.010212
69524.9,0.0119368
69564.3,0.0144346
69599.7,0.017753
69627.2,0.0214379
69654.0,0.0264007
69679.1,0.0327785
69705.7,0.0417218
69749.3,0.0597209
69755.5,0.0636406
69758.8,0.0685339
69761.3,0.0758364
69763.9,0.0883045
69766.3,0.107333
69768.8,0.1343
69772.9,0.193313
69776.9,0.249541
69779.6,0.2709
69781.0,0.273953
69783.6,0.264274
69786.6,0.232516
69793.0,0.138633
69795.3,0.11254
69797.7,0.0934838
69799.5,0.082886
69802.3,0.0729603
69805.1,0.0677385
69808.8,0.0644172
69860.6,0.0461734
69882.8,0.0403086
69905.0,0.0363474
69925.7,0.0342668
69946.4,0.0335893
69977.5,0.0349516
70016.3,0.0399005
70059.5,0.0463604
70082.6,0.0475971
70101.6,0.0465025
70132.1,0.041228
70194.0,0.0272997
70225.9,0.0218536
70256.7,0.0179797
70294.3,0.0145994
70331.3,0.0122758
70375.7,0.0103354
70420.2,0.00898624
70479.4,0.00775333
70553.4,0.0067538
70657.0,0.00591061
70781.4,0.00537553
70822.8,0.00531236
70852.4,0.00540766
70867.2,0.00568332
70872.8,0.00605995
70875.6,0.00657545
70877.4,0.00725891
70878.8,0.00810281
70880.2,0.00939483
70881.6,0.0113458
70882.8,0.0137497
70884.0,0.0173264
70885.3,0.022253
70886.6,0.0288837
70887.8,0.0375894
70889.3,0.0505329
70890.7,0.0670739
70892.6,0.0931051
70894.8,0.133509
70900.5,0.246523
70903.2,0.282131
70905.5,0.292743
70907.7,0.28275
70910.0,0.252535
70913.7,0.182187
70917.1,0.113885
70919.2,0.0803668
70920.8,0.0599008
70922.1,0.0458498
70923.5,0.0347748
70924.8,0.0263052
70926.1,0.0202758
70927.3,0.0158397
70928.6,0.012649
70929.9,0.0104012
70931.3,0.00870681
70932.7,0.00760096
70934.4,0.00680255
70936.9,0.00614638
70939.9,0.00578437
70945.9,0.00548974
70966.0,0.00518082
71023.1,0.00503655
71096.3,0.00522371
71140.2,0.00567362
71166.3,0.00631705
71182.0,0.00704995
71193.9,0.00798172
71203.9,0.00923815
71211.8,0.0108371
71218.5,0.0129531
71223.2,0.0151994
71227.0,0.0177777
71230.6,0.0213567
71233.4,0.025517
71235.7,0.0302031
71238.0,0.0367522
71240.1,0.0450831
71242.2,0.0566315
71244.3,0.072551
71246.3,0.0928828
71248.4,0.120894
71250.8,0.16239
71253.8,0.226749
71259.7,0.367856
71262.7,0.419748
71265.6,0.437278
71268.3,0.422103
71271.3,0.374269
71279.4,0.183426
71282.1,0.133263
71284.2,0.102498
71286.1,0.0801335
71288.2,0.0625686
71290.1,0.0502191
71292.2,0.0403487
71294.6,0.0325884
71296.9,0.0271258
71299.6,0.0227427
71303.2,0.0186443
71306.9,0.015859
71311.5,0.0134325
71317.5,0.0113078
71323.5,0.00987341
71330.9,0.00865678
71341.4,0.00753854
71354.5,0.00667449
71370.1,0.00604454
71397.3,0.00544616
71424.5,0.00513199
71483.0,0.0048209
71587.7,0.00468376
71684.3,0.00478568
71745.7,0.00504382
71788.4,0.00548741
71812.5,0.00599674
71829.5,0.00661693
71844.3,0.0075177
71856.7,0.00877816
71864.1,0.00994976
71871.7,0.0117646
71877.2,0.0136987
71882.4,0.0163582
71886.2,0.0192276
71890.1,0.0234063
71893.1,0.0283545
71895.6,0.0341964
71897.8,0.0412988
71900.0,0.0511706
71902.2,0.0649594
71904.2,0.0818824
71906.2,0.104232
71908.4,0.136644
71911.0,0.187038
71914.7,0.277118
71920.0,0.409171
71922.8,0.457124
71925.5,0.473019
71927.7,0.46256
71930.2,0.424814
71934.3,0.328183
71939.3,0.202596
71942.0,0.14743
71944.4,0.110322
71946.6,0.0842939
71948.5,0.0667774
71950.5,0.0540197
71952.4,0.0444937
71954.6,0.0363429
71957.4,0.0294102
71960.1,0.0246091
71963.2,0.0208027
71967.6,0.0170826
71972.8,0.0141431
71979.3,0.0117849
71986.7,0.0100289
71994.1,0.00884652
72005.5,0.0076535
72021.9,0.00664373
72043.9,0.00591264
72076.7,0.00536951
72109.6,0.00510088
72171.0,0.00487944
72276.3,0.00478883
72539.4,0.00498926
72641.9,0.00524253
72645.7,0.00537497
72649.6,0.00578443
72652.5,0.00650812
72654.9,0.00757767
72657.3,0.00921625
72660.0,0.0118056
72667.3,0.0204115
72670.3,0.0224422
72671.8,0.0227204
72674.1,0.0220744
72676.8,0.0199168
72683.9,0.0114781
72686.4,0.00919353
72688.8,0.007631
72691.1,0.00660703
72694.0,0.00589836
72696.9,0.00556868
72702.8,0.00538489
72706.9,0.00537194
72741.1,0.00548657
72751.2,0.00560769
72756.3,0.00593107
72759.5,0.00652915
72761.8,0.00737729
72763.9,0.00860501
72766.0,0.0103876
72768.4,0.013142
72772.2,0.0189251
72775.9,0.0245486
72778.6,0.0274638
72780.9,0.0282958
72783.2,0.0275315
72785.5,0.025208
72790.1,0.0182246
72793.5,0.0132638
72795.9,0.0105233
72798.2,0.0085878
72800.1,0.00754082
72802.7,0.0066736
72805.2,0.00621666
72810.3,0.00590116
72814.3,0.00586181
72853.3,0.00611322
72898.8,0.00676401
72921.2,0.00735868
72940.8,0.00822085
72956.9,0.00943642
72969.0,0.0109604
72978.7,0.0129259
72985.2,0.0149074
72991.1,0.0175353
72996.2,0.020891
73000.5,0.0249513
73004.5,0.0305111
73008.1,0.0376028
73011.3,0.0468986
73014.0,0.0577296
73016.9,0.0730968
73020.1,0.0957948
73023.9,0.13155
73032.0,0.218497
73035.5,0.244042
73038.4,0.251103
73041.3,0.24396
73044.9,0.218353
73054.8,0.113537
73058.1,0.0852302
73060.9,0.067399
73063.9,0.0532803
73066.8,0.0429948
73070.2,0.0347209
73073.6,0.0287647
73077.7,0.0237952
73082.4,0.0198844
73087.8,0.0168676
73094.5,0.0143339
73103.0,0.0122643
73111.6,0.0108914
73125.5,0.00953227
73142.8,0.00856142
73156.6,0.00810188
73190.4,0.00754021
73248.8,0.00729351
73322.5,0.00745558
73470.1,0.00836362
73637.3,0.0100734
73834.0,0.012979
74025.8,0.0158667
74115.2,0.0171819
74133.3,0.0180253
74145.4,0.0193361
74152.9,0.0212285
74155.9,0.0227507
74158.9,0.025504
74161.2,0.0292506
74163.1,0.034402
74164.7,0.0411138
74166.2,0.0504378
74167.7,0.0636371
74169.3,0.0819058
74170.8,0.106512
74172.5,0.142324
74174.4,0.193134
74176.4,0.262334
74179.7,0.405831
74183.7,0.578406
74186.5,0.660637
74189.0,0.686356
74191.4,0.661649
74194.0,0.58576
74198.4,0.394152
74201.7,0.259051
74203.9,0.184296
74205.6,0.138568
74207.2,0.104853
74208.7,0.0814489
74210.0,0.0653899
74211.5,0.0520725
74212.9,0.0424922
74214.5,0.0353417
74216.1,0.0304559
74218.0,0.0264748
74220.4,0.023596
74223.5,0.0214358
74229.3,0.0194584
74237.1,0.0181141
74247.6,0.0171409
74272.8,0.0160016
74373.1,0.0139445
74544.6,0.0111478
74551.6,0.0113193
74555.9,0.0120187
74559.1,0.0133162
74562.2,0.0155491
74565.7,0.019372
74571.9,0.0270959
74575.1,0.0292966
74576.3,0.0294782
74579.4,0.0283061
74582.8,0.0247351
74589.1,0.016661
74592.1,0.0138973
74595.0,0.0121228
74598.8,0.0109716
74603.3,0.0104463
74647.6,0.00974036
74807.7,0.00809578
74996.1,0.00681154
75228.8,0.00584456
75508.3,0.00517357
75550.8,0.00513137
75560.8,0.0051762
75565.5,0.00533473
75568.1,0.00559391
75570.6,0.00613759
75572.6,0.00686231
75574.5,0.00799061
75576.4,0.00961244
75578.3,0.011848
75580.6,0.0154024
75584.0,0.0222241
75588.2,0.0308938
75591.0,0.0349058
75593.3,0.0359996
75595.8,0.0347803
75598.3,0.0312002
75605.8,0.0159048
75608.2,0.0120079
75610.1,0.00971482
75612.0,0.00804162
75614.2,0.0067798
75616.2,0.00602289
75618.3,0.00557391
75621.0,0.00526387
75623.7,0.0051261
75648.7,0.00496613
75976.7,0.00457954
76572.2,0.00424893
77082.7,0.00413987
77327.4,0.00422296
77392.2,0.00436235
77442.1,0.00467948
77468.6,0.00511787
77484.5,0.00565568
77493.8,0.00619621
77503.2,0.00708044
77510.3,0.00821791
77515.0,0.0093814
77518.8,0.0107644
77522.0,0.0125828
77524.9,0.0150383
77527.0,0.0177549
77529.1,0.021721
77531.0,0.0267353
77532.6,0.0326599
