45-Rh-103(n,&gamma;) ENDF/B-VII.1
3036.67,2.84145
3036.97,2.02286
3037.2,1.49602
3037.41,1.12371
3037.62,0.830694
3037.8,0.631685
3037.98,0.481658
3038.15,0.374135
3038.31,0.292192
3038.48,0.230703
3038.64,0.185209
3038.81,0.151969
3038.98,0.127942
3039.17,0.108709
3039.4,0.0931464
3039.69,0.0822002
3039.93,0.0770051
3040.41,0.0722867
3040.79,0.0714884
3041.42,0.0736124
3042.18,0.0813086
3042.77,0.0926092
3043.22,0.106995
3043.56,0.124329
3043.84,0.146907
3044.06,0.17408
3044.26,0.209003
3044.45,0.255805
3044.64,0.321553
3044.8,0.396042
3044.96,0.494054
3045.11,0.621946
3045.29,0.808152
3045.46,1.04641
3045.66,1.40146
3045.86,1.86191
3046.06,2.47915
3046.31,3.40671
3046.59,4.73497
3047.01,7.18895
3047.74,11.6719
3048.12,13.308
3048.49,13.9027
3048.5,13.9033
3048.86,13.3724
3049.25,11.7575
3049.94,7.47179
3050.38,4.88426
3050.66,3.52997
3050.92,2.55491
3051.13,1.91455
3051.34,1.41542
3051.53,1.05934
3051.7,0.824655
3051.87,0.643398
3052.04,0.50535
3052.21,0.401491
3052.38,0.324109
3052.57,0.258912
3052.77,0.21326
3053.0,0.177534
3053.22,0.153479
3053.44,0.136964
3053.78,0.120795
3054.12,0.110678
3054.68,0.101234
3055.23,0.0980341
3055.61,0.0999079
3056.0,0.108021
3056.23,0.118167
3056.47,0.13477
3056.7,0.160886
3056.9,0.192721
3057.09,0.236221
3057.28,0.294842
3057.48,0.371933
3057.71,0.493433
3057.94,0.65094
3058.23,0.903087
3058.59,1.2974
3059.41,2.29176
3059.81,2.64257
3060.19,2.76922
3060.21,2.76975
3060.58,2.66284
3060.96,2.35814
3061.96,1.19267
3062.29,0.883389
3062.55,0.691646
3062.8,0.556138
3063.05,0.462177
3063.25,0.411415
3063.5,0.3782
3063.71,0.369973
3063.98,0.381686
3064.21,0.411047
3064.44,0.459787
3064.71,0.547539
3064.93,0.655775
3065.15,0.809879
3065.35,0.992812
3065.54,1.2395
3065.73,1.57015
3065.92,2.00912
3066.13,2.62844
3066.33,3.44003
3066.56,4.59955
3066.79,6.15684
3067.08,8.57359
3067.43,12.3213
3068.38,24.12
3068.75,27.5029
3069.13,29.0789
3069.2,29.118
3069.58,27.9592
3069.99,24.4426
3071.05,11.3722
3071.36,8.18376
3071.64,5.92488
3071.88,4.35906
3072.11,3.25372
3072.31,2.48331
3072.5,1.93568
3072.71,1.48754
3072.91,1.15651
3073.12,0.914079
3073.33,0.732467
3073.55,0.59409
3073.81,0.482756
3074.06,0.404388
3074.41,0.330927
3074.77,0.278171
3075.22,0.231352
3075.75,0.191418
3076.39,0.157528
3077.16,0.128733
3077.96,0.10747
3079.03,0.0872054
3080.26,0.0714831
3081.67,0.0593703
3083.36,0.0498868
3085.39,0.0429283
3087.24,0.0393133
3089.09,0.0377232
3089.71,0.0376439
3091.1,0.0387594
3091.66,0.0405582
3092.11,0.0441404
3092.37,0.0481517
3092.64,0.0547475
3092.85,0.0632633
3093.07,0.0757242
3093.29,0.0935361
3093.51,0.118323
3093.72,0.150284
3093.93,0.191722
3094.17,0.25357
3094.45,0.342982
3094.84,0.499132
3095.62,0.839356
3096.01,0.959366
3096.39,1.00365
3096.41,1.00373
3096.76,0.966635
3097.08,0.877584
3097.65,0.64466
3098.17,0.419386
3098.49,0.306136
3098.76,0.228846
3099.01,0.176133
3099.24,0.138162
3099.45,0.113411
3099.69,0.0936204
3099.93,0.0804049
3100.17,0.0721584
3100.41,0.0673518
3100.73,0.0643695
3100.89,0.0638269
3101.52,0.0649267
3102.57,0.071532
3104.01,0.0859132
3105.23,0.104307
3106.25,0.126142
3107.21,0.154892
3108.03,0.189714
3108.74,0.232513
3109.34,0.282233
3109.85,0.341331
3110.28,0.409756
3110.69,0.503597
3111.03,0.618232
3111.3,0.749758
3111.54,0.909936
3111.79,1.14143
3112.02,1.44257
3112.22,1.80552
3112.43,2.28657
3112.65,2.99043
3112.88,3.92298
3113.12,5.25706
3113.39,7.13545
3113.69,9.91154
3114.05,13.9765
3114.98,25.801
3115.4,29.5552
3115.79,30.8089
3115.8,30.8091
3116.13,29.9391
3116.48,27.2231
3117.03,20.7131
3117.68,12.346
3118.0,8.97516
3118.27,6.65989
3118.53,4.93183
3118.76,3.76922
3118.96,2.94703
3119.17,2.31583
3119.37,1.83363
3119.57,1.46908
3119.8,1.16223
3120.03,0.948476
3120.27,0.783471
3120.5,0.665034
3120.78,0.570035
3121.08,0.501084
3121.39,0.465733
3121.6,0.461009
3121.8,0.473382
3122.06,0.517431
3122.31,0.600145
3122.57,0.729487
3122.82,0.912287
3123.11,1.1833
3123.47,1.62287
3124.31,2.78589
3124.73,3.17943
3125.08,3.29729
3125.44,3.17774
3125.83,2.81137
3126.43,1.96285
3126.94,1.24639
3127.26,0.881886
3127.5,0.659004
3127.73,0.497738
3127.95,0.374981
3128.15,0.291395
3128.35,0.228741
3128.55,0.182758
3128.73,0.152756
3128.95,0.125998
3129.19,0.107213
3129.42,0.0946236
3129.77,0.0828043
3130.23,0.0738765
3130.81,0.0673264
3131.82,0.0604599
3132.83,0.0566012
3133.8,0.0552843
3134.66,0.0566399
3135.23,0.0599008
3135.65,0.0652833
3135.93,0.0719214
3136.14,0.0798379
3136.35,0.0918082
3136.54,0.107545
3136.73,0.130237
3136.91,0.162691
3137.08,0.20194
3137.24,0.254457
3137.4,0.323814
3137.57,0.414096
3137.76,0.548669
3137.94,0.723455
3138.15,0.976623
3138.39,1.33758
3138.67,1.87924
3138.99,2.67705
3139.9,5.21221
3140.27,5.97763
3140.64,6.30539
3140.7,6.31142
3141.06,6.06702
3141.41,5.44312
3141.98,3.89862
3142.51,2.39877
3142.81,1.72157
3143.06,1.26469
3143.29,0.924026
3143.49,0.688754
3143.67,0.528542
3143.86,0.402744
3144.02,0.319522
3144.17,0.255154
3144.33,0.206067
3144.49,0.169137
3144.68,0.137154
3144.87,0.115144
3145.09,0.0983082
3145.34,0.0868037
3145.59,0.0804905
3146.03,0.07646
3146.11,0.0763415
3146.66,0.0788641
3147.14,0.0851529
3147.61,0.0961999
3148.0,0.111388
3148.32,0.130525
3148.59,0.156027
3148.83,0.188299
3149.03,0.226118
3149.22,0.277918
3149.42,0.348692
3149.61,0.441554
3149.81,0.569304
3150.01,0.738245
3150.2,0.957767
3150.4,1.23733
3150.64,1.66407
3150.91,2.28589
3151.24,3.24403
3151.8,5.25281
3152.33,7.07084
3152.74,8.0552
3153.1,8.35046
3153.45,8.06715
3153.83,7.20018
3154.44,5.07981
3154.97,3.20983
3155.3,2.25749
3155.57,1.64513
3155.8,1.23193
3156.03,0.917251
3156.23,0.699907
3156.43,0.534267
3156.63,0.410229
3156.83,0.320833
3157.03,0.254905
3157.22,0.206519
3157.42,0.170995
3157.66,0.140365
3157.93,0.115699
3158.21,0.098591
3158.6,0.0818562
3159.05,0.0689465
3159.67,0.056892
3160.41,0.0471483
3161.2,0.0400385
3162.28,0.0334702
3163.54,0.0286
3164.96,0.0253432
3166.38,0.0237615
3167.32,0.0235627
3168.52,0.0245117
3169.31,0.0262686
3169.91,0.0286745
3170.41,0.0322107
3170.76,0.0366246
3171.01,0.0417834
3171.21,0.0479821
3171.42,0.0570633
3171.59,0.0684885
3171.77,0.0845396
3171.95,0.106978
3172.1,0.132995
3172.27,0.171889
3172.43,0.220707
3172.61,0.291414
3172.78,0.384104
3172.98,0.515656
3173.17,0.68698
3173.39,0.93347
3173.63,1.2699
3173.93,1.80204
3174.41,2.82985
3175.01,4.13923
3175.4,4.75932
3175.77,4.98511
3175.8,4.98639
3176.17,4.79118
3176.54,4.25125
3177.16,2.89753
3177.63,1.88483
3177.94,1.33264
3178.19,0.981159
3178.4,0.758676
3178.6,0.599367
3178.78,0.494676
3178.93,0.435812
3179.11,0.396816
3179.23,0.388885
3179.41,0.402642
3179.58,0.441159
3179.77,0.51615
3179.99,0.639772
3180.27,0.846969
3180.65,1.21135
3181.44,2.04096
3181.83,2.32346
3182.19,2.41537
3182.54,2.33364
3182.91,2.08362
3183.47,1.50208
3184.01,0.929903
3184.32,0.658765
3184.58,0.472603
3184.8,0.354672
3185.01,0.262067
3185.19,0.200583
3185.36,0.153892
3185.54,0.118116
3185.72,0.0911774
3185.89,0.0712129
3186.07,0.0566204
3186.23,0.0472107
3186.4,0.0393288
3186.61,0.0327903
3186.86,0.027861
3187.14,0.0243932
3187.56,0.0214941
3187.99,0.0199283
3188.83,0.0185019
3189.18,0.0183315
3189.77,0.0186237
3190.26,0.0198083
3190.63,0.0219607
3190.87,0.0246178
3191.05,0.0276915
3191.27,0.0330567
3191.45,0.0398473
3191.64,0.0494823
3191.81,0.0622197
3191.99,0.0795122
3192.16,0.102616
3192.34,0.132953
3192.53,0.177639
3192.73,0.235641
3192.95,0.318154
3193.19,0.433196
3193.47,0.602919
3193.9,0.914274
3194.56,1.43701
3194.98,1.67729
3195.35,1.76459
3195.4,1.76601
3195.75,1.70226
3196.13,1.51177
3196.73,1.05405
3197.23,0.670308
3197.54,0.470775
3197.78,0.350101
3197.99,0.262215
3198.21,0.193306
3198.39,0.147512
3198.57,0.112104
3198.76,0.0852831
3198.93,0.066168
3199.11,0.0519897
3199.28,0.0416211
3199.46,0.034129
3199.63,0.0287657
3199.85,0.0241822
3200.07,0.0211926
3200.37,0.018697
3200.72,0.017053
3201.27,0.0157553
3202.11,0.0150436
3202.39,0.0149857
3203.44,0.0153805
3204.48,0.01688
3205.17,0.0189868
3205.64,0.02164
3205.99,0.0252336
3206.22,0.0291589
3206.42,0.0343016
3206.63,0.0418924
3206.8,0.0512328
3206.98,0.0642443
3207.13,0.0795913
3207.3,0.10288
3207.47,0.134244
3207.64,0.175876
3207.82,0.230252
3208.0,0.307252
3208.2,0.408791
3208.42,0.558656
3208.66,0.766905
3208.93,1.05788
3209.32,1.56475
3210.13,2.72468
3210.51,3.10618
3210.88,3.24459
3210.9,3.24486
3211.26,3.12264
3211.64,2.75844
3212.26,1.89182
3212.74,1.21174
3213.06,0.849357
3213.3,0.622825
3213.52,0.459248
3213.72,0.342518
3213.92,0.254123
3214.09,0.194483
3214.27,0.148529
3214.44,0.113699
3214.61,0.0876982
3214.77,0.0700506
3214.94,0.0555282
3215.12,0.0450766
3215.29,0.0375931
3215.46,0.03224
3215.7,0.0273638
3215.93,0.0241624
3216.28,0.0211584
3216.63,0.0193066
3217.33,0.0171164
3218.02,0.0158341
3219.42,0.0144873
3220.92,0.0139689
3221.5,0.0139259
3223.85,0.0143353
3226.8,0.0158893
3229.16,0.0180429
3231.42,0.021233
3233.15,0.0249988
3234.38,0.0290242
3235.12,0.0325794
3235.62,0.0361761
3235.99,0.0404882
3236.29,0.0463481
3236.54,0.0537497
3236.76,0.0634366
3236.94,0.0749157
3237.14,0.0924464
3237.33,0.116932
3237.53,0.150614
3237.73,0.196085
3237.93,0.256178
3238.15,0.343563
3238.38,0.462344
3238.65,0.636957
3238.96,0.89539
3239.53,1.46144
3240.07,1.98292
3240.45,2.23377
3240.81,2.31805
3241.18,2.2293
3241.52,2.01189
3242.15,1.41368
3242.66,0.926289
3242.98,0.688338
3243.24,0.539553
3243.48,0.441294
3243.67,0.390668
3243.86,0.365191
3243.96,0.362169
3244.15,0.376804
3244.3,0.407504
3244.44,0.457335
3244.61,0.543339
3244.77,0.660158
3244.94,0.820284
3245.14,1.06912
3245.33,1.39733
3245.55,1.86936
3245.78,2.51461
3246.03,3.4006
3246.36,4.87452
3246.95,8.04567
3247.44,10.5896
3247.82,11.9548
3248.2,12.4538
3248.56,12.0249
3248.91,10.8171
3249.49,7.85862
3250.03,4.99291
3250.37,3.54575
3250.62,2.68701
3250.86,2.01933
3251.08,1.58823
3251.29,1.27239
3251.49,1.06469
3251.67,0.947472
3251.89,0.87147
3252.02,0.859573
3252.24,0.891615
3252.46,0.986869
3252.68,1.14748
3252.91,1.39267
3253.14,1.73815
3253.38,2.18985
3253.66,2.8605
3253.99,3.88807
3254.47,5.75625
3255.25,8.96295
3255.68,10.2153
3256.1,10.6443
3256.46,10.3087
3256.82,9.39997
3257.39,7.18959
3258.05,4.43139
3258.42,3.16769
3258.71,2.39036
3258.96,1.83498
3259.23,1.389
3259.46,1.08588
3259.7,0.855661
3259.96,0.671166
3260.22,0.532629
3260.49,0.432821
3260.75,0.360203
3261.1,0.292148
3261.48,0.241304
3261.94,0.198899
3262.52,0.161762
3263.11,0.135818
3263.59,0.121023
3264.18,0.109786
3264.43,0.108483
3264.81,0.11258
3265.12,0.12443
3265.36,0.142024
3265.61,0.169269
3265.86,0.208532
3266.11,0.2628
3266.41,0.346802
3266.77,0.478044
3267.71,0.872352
3268.11,0.988594
3268.49,1.02865
3268.86,0.990012
3269.28,0.866021
3270.36,0.40498
3270.67,0.294893
3270.94,0.221645
3271.19,0.166697
3271.41,0.130626
3271.63,0.103464
3271.84,0.083578
3272.06,0.0693885
3272.28,0.0594871
3272.53,0.051845
3272.9,0.0454594
3273.39,0.0414951
3274.12,0.0393385
3274.93,0.0387496
3276.33,0.0398506
3277.74,0.0435614
3279.0,0.0499615
3279.96,0.0580082
3280.76,0.0682192
3281.43,0.0809663
3282.01,0.0973712
3282.39,0.113636
3282.73,0.134556
3283.03,0.162784
3283.28,0.198452
3283.5,0.242902
3283.68,0.294345
3283.86,0.364031
3284.04,0.460714
3284.21,0.578603
3284.38,0.732829
3284.55,0.932589
3284.74,1.23702
3284.95,1.65391
3285.15,2.18118
3285.37,2.9182
3285.63,4.02438
3285.92,5.55675
3286.32,8.15034
3287.08,13.4703
3287.46,15.3867
3287.84,16.1998
3287.9,16.2139
3288.26,15.6454
3288.62,14.0627
3289.19,10.2315
3289.77,6.27328
3290.08,4.50011
3290.35,3.23247
3290.59,2.36801
3290.81,1.75312
3291.0,1.34475
3291.2,1.01582
3291.37,0.798966
3291.53,0.630943
3291.7,0.502179
3291.89,0.393473
3292.09,0.311646
3292.27,0.25876
3292.49,0.211374
3292.71,0.17844
3292.93,0.155168
3293.19,0.135553
3293.55,0.117903
3293.95,0.105187
3294.49,0.0957739
3294.82,0.0939205
3295.16,0.0963871
3295.43,0.10328
3295.67,0.115639
3295.91,0.135823
3296.1,0.160331
3296.29,0.194914
3296.47,0.242559
3296.66,0.306705
3296.85,0.391122
3297.06,0.515122
3297.28,0.682774
3297.54,0.929029
3297.85,1.31057
3298.29,1.97597
3298.99,3.10472
3299.37,3.54535
3299.74,3.73382
3299.81,3.73798
3300.16,3.60878
3300.55,3.20337
3301.57,1.65356
3301.85,1.30397
3302.09,1.08572
3302.3,0.958279
3302.48,0.903258
3302.55,0.89813
3302.73,0.925385
3302.92,1.0217
3303.1,1.19448
3303.29,1.45028
3303.49,1.82365
3303.71,2.37954
3303.95,3.17595
3304.27,4.47458
3304.73,6.7899
3305.35,10.0884
3305.77,11.7349
3306.15,12.3332
3306.2,12.3412
3306.56,11.9031
3306.92,10.6866
3307.5,7.71239
3308.05,4.80582
3308.37,3.42176
3308.62,2.54625
3308.86,1.84927
3309.07,1.39692
3309.26,1.06546
3309.45,0.807812
3309.63,0.617659
3309.8,0.483191
3309.96,0.380291
3310.13,0.302331
3310.3,0.243712
3310.47,0.199836
3310.68,0.16021
3310.89,0.132524
3311.14,0.109713
3311.4,0.0941494
3311.73,0.0800776
3312.19,0.0676372
3312.69,0.0586947
3313.31,0.0514984
3313.86,0.048612
3313.94,0.0485482
3314.25,0.0496317
3314.51,0.0528242
3314.77,0.0591721
3314.99,0.0678733
3315.2,0.0807454
3315.41,0.0981006
3315.62,0.121446
3315.86,0.157617
3316.11,0.204603
3316.42,0.281634
3316.84,0.412694
3317.61,0.666437
3318.01,0.756189
3318.39,0.787656
3318.4,0.787656
3318.76,0.759175
3319.15,0.673458
3319.81,0.457867
3320.29,0.29962
3320.6,0.218987
3320.86,0.161738
3321.11,0.120776
3321.34,0.0922496
3321.54,0.0727101
3321.75,0.0581718
3321.97,0.0470586
3322.21,0.03879
3322.45,0.0333783
3322.74,0.0293931
3323.02,0.027115
3323.4,0.0255491
3324.1,0.0245947
3324.49,0.0245145
3325.67,0.0251935
3326.84,0.0270166
3328.02,0.0302704
3329.01,0.034659
3329.8,0.0399825
3330.49,0.0470045
3331.02,0.054969
3331.44,0.064671
3331.75,0.0757943
3332.02,0.0896799
3332.23,0.105755
3332.42,0.12694
3332.62,0.156727
3332.8,0.193863
3332.97,0.244368
3333.15,0.312646
3333.33,0.404084
3333.51,0.530264
3333.7,0.696488
3333.88,0.91178
3334.08,1.21866
3334.3,1.63756
3334.54,2.21646
3334.83,3.10702
3335.19,4.48387
3336.06,8.24315
3336.48,9.54037
3336.86,10.0138
3336.9,10.0173
3337.25,9.68916
3337.59,8.77049
3338.13,6.60897
3338.75,3.93175
3339.08,2.76783
3339.35,2.00407
3339.59,1.47745
3339.8,1.10418
3340.01,0.837822
3340.17,0.67465
3340.33,0.551288
3340.5,0.462444
3340.63,0.413143
3340.76,0.381085
3340.93,0.362604
3340.97,0.361903
3341.14,0.372676
3341.35,0.415302
3341.55,0.488965
3341.79,0.611089
3342.08,0.811819
3342.47,1.15408
3343.25,1.92096
3343.65,2.20911
3344.02,2.3306
3344.09,2.3339
3344.45,2.25174
3344.81,2.02737
3345.35,1.50526
3345.93,0.93339
3346.24,0.667223
3346.51,0.485868
3346.75,0.35694
3346.98,0.265031
3347.18,0.200654
3347.37,0.155994
3347.56,0.122155
3347.74,0.0971291
3347.93,0.078769
3348.11,0.0654812
3348.34,0.054425
3348.6,0.0461372
3348.89,0.0404512
3349.19,0.0370933
3349.63,0.0342702
3350.52,0.0317073
3351.71,0.0304115
3352.3,0.0302136
3354.03,0.0307953
3356.61,0.0341607
3358.76,0.0392079
3360.76,0.0462624
3362.64,0.0559475
3364.2,0.067443
3365.62,0.0819912
3366.87,0.0996467
3368.07,0.123568
3369.09,0.152345
3370.01,0.18863
3370.76,0.229844
3371.47,0.283789
3372.05,0.345409
3372.55,0.417639
3373.01,0.508292
3373.45,0.628585
3373.82,0.766855
3374.18,0.952668
3374.52,1.1948
3374.86,1.51054
3375.19,1.92083
3375.56,2.53606
3375.96,3.38621
3376.52,4.87192
3377.48,7.62076
3377.95,8.52989
3378.4,8.84395
3378.87,8.50435
3379.39,7.45006
3380.67,3.79449
3381.11,2.77761
3381.49,2.10644
3381.84,1.62246
3382.16,1.29788
3382.52,1.01527
3382.89,0.810382
3383.26,0.657338
3383.67,0.536972
3384.14,0.437058
3384.7,0.35226
3385.29,0.289675
3386.02,0.233993
3386.75,0.194349
3387.63,0.160641
3388.5,0.138491
3389.09,0.13201
3389.5,0.135538
3389.8,0.146368
3390.06,0.163932
3390.31,0.192614
3390.56,0.236231
3390.82,0.298725
3391.07,0.383682
3391.35,0.506623
3391.68,0.692622
3392.18,1.04656
3392.82,1.50205
3393.24,1.70103
3393.6,1.75936
3394.0,1.69085
3394.45,1.46604
3395.22,0.982035
3395.52,0.847839
3395.72,0.794562
3395.93,0.776663
3396.16,0.808208
3396.38,0.88817
3396.65,1.05544
3396.99,1.36125
3397.99,2.46935
3398.39,2.75589
3398.69,2.82391
3399.04,2.73168
3399.39,2.4789
3399.93,1.86287
3400.54,1.12483
3400.89,0.782355
3401.15,0.569406
3401.39,0.418644
3401.6,0.318298
3401.8,0.241974
3402.0,0.183875
3402.18,0.144792
3402.36,0.115205
3402.54,0.0931226
3402.71,0.0768384
3402.94,0.062511
3403.12,0.0541941
3403.34,0.0475473
3403.62,0.0417755
3403.98,0.0374205
3404.55,0.0334987
3405.55,0.0297527
3406.98,0.0266853
3408.69,0.0246713
3410.82,0.023885
3412.35,0.0245641
3413.88,0.0268513
3414.9,0.0299885
3415.63,0.0338007
3416.22,0.0387889
3416.58,0.0438081
3416.88,0.049992
3417.14,0.05827
3417.36,0.0693474
3417.56,0.0832706
3417.75,0.103219
3417.93,0.12846
3418.11,0.163184
3418.28,0.21058
3418.46,0.274573
3418.62,0.349176
3418.79,0.457946
3418.97,0.598768
3419.14,0.777997
3419.35,1.04406
3419.57,1.41602
3419.81,1.91419
3420.1,2.65697
3420.5,3.91377
3421.29,6.52978
3421.68,7.4555
3422.06,7.82564
3422.1,7.82938
3422.45,7.56633
3422.8,6.83137
3423.35,5.09621
3423.96,3.05839
3424.3,2.12293
3424.57,1.51736
3424.8,1.11656
3425.0,0.846637
3425.19,0.634357
3425.36,0.48918
3425.54,0.371516
3425.71,0.285246
3425.89,0.219831
3426.06,0.170841
3426.21,0.137692
3426.38,0.11016
3426.56,0.0895263
3426.73,0.0749387
3426.93,0.0629736
3427.17,0.0527841
3427.46,0.0448773
3427.85,0.0383328
3428.4,0.0327989
3428.99,0.0289997
3429.93,0.0250923
3430.87,0.0226618
3432.44,0.0204417
3433.69,0.0197392
3434.32,0.0196858
3435.77,0.0204197
3436.86,0.0222492
3437.46,0.0245067
3437.8,0.0269924
3438.09,0.0304975
3438.32,0.0349563
3438.55,0.0417926
3438.75,0.050702
3438.93,0.061419
3439.11,0.0770518
3439.29,0.0978176
3439.47,0.125587
3439.65,0.162133
3439.85,0.215416
3440.05,0.28474
3440.27,0.382695
3440.5,0.515961
3440.79,0.722025
3441.16,1.0536
3442.05,1.95254
3442.47,2.26313
3442.86,2.37649
3442.9,2.37769
3443.28,2.28497
3443.67,2.0281
3444.3,1.40097
3444.82,0.88473
3445.13,0.634201
3445.38,0.472663
3445.6,0.359697
3445.82,0.271202
3446.02,0.207154
3446.22,0.160468
3446.4,0.131004
3446.57,0.109702
3446.74,0.0953267
3446.94,0.0861299
3447.09,0.0840564
3447.23,0.0856138
3447.41,0.0928809
3447.59,0.106746
3447.77,0.128445
3447.95,0.159745
3448.13,0.203999
3448.31,0.263604
3448.49,0.341913
3448.69,0.45394
3448.91,0.612431
3449.15,0.832738
3449.41,1.13102
3449.75,1.63485
3450.81,3.44992
3451.21,3.91647
3451.59,4.08556
3451.6,4.08566
3451.97,3.93667
3452.36,3.4915
3452.99,2.42439
3453.51,1.53386
3453.84,1.07304
3454.09,0.795431
3454.31,0.593993
3454.5,0.456625
3454.69,0.348047
3454.89,0.264113
3455.08,0.200584
3455.25,0.158311
3455.43,0.124051
3455.61,0.0990394
3455.79,0.0810194
3455.98,0.0681781
3456.21,0.057289
3456.39,0.0514448
3456.67,0.045623
3456.97,0.0420545
3457.38,0.0395196
3458.18,0.0377281
3458.57,0.0376139
3459.73,0.0389196
3461.28,0.0437379
3462.66,0.0513928
3463.74,0.0604269
3464.63,0.0712041
3465.52,0.0867138
3466.24,0.104733
3466.83,0.12636
3467.31,0.151526
3467.7,0.182625
3468.02,0.219764
3468.3,0.267836
3468.55,0.330667
3468.76,0.405392
3468.96,0.508889
3469.17,0.652202
3469.37,0.833216
3469.56,1.08167
3469.76,1.41101
3469.96,1.84075
3470.18,2.46963
3470.42,3.34053
3470.68,4.54798
3470.99,6.36733
3471.39,9.28786
3472.24,16.2335
3472.68,18.7341
3473.08,19.6044
3473.1,19.6068
3473.5,18.8252
3473.9,16.6172
3474.66,10.5782
3475.11,7.07014
3475.41,5.14022
3475.68,3.77856
3475.92,2.81481
3476.14,2.11008
3476.34,1.62349
3476.54,1.24736
3476.74,0.961575
3476.91,0.771029
3477.08,0.624484
3477.29,0.493604
3477.5,0.399384
3477.71,0.331544
3477.95,0.275607
3478.21,0.233895
3478.54,0.199365
3478.92,0.172057
3479.44,0.148624
3480.08,0.130405
3480.86,0.117644
3481.64,0.111277
3482.15,0.109703
3483.18,0.11198
3484.21,0.121422
3485.25,0.139611
3486.15,0.165985
3486.81,0.19501
3487.45,0.235977
3487.98,0.28699
3488.36,0.340305
3488.66,0.400391
3488.96,0.485807
3489.22,0.589499
3489.46,0.726449
3489.67,0.890867
3489.89,1.11236
3490.1,1.40956
3490.32,1.82121
3490.55,2.38857
3490.77,3.13391
3491.0,4.06998
3491.25,5.42451
3491.56,7.5105
3491.96,10.8416
3492.97,20.6756
3493.39,23.4044
3493.8,24.394
3494.21,23.3985
3494.67,20.257
3495.79,9.52389
3496.14,6.7544
3496.43,4.93231
3496.69,3.66342
3496.92,2.78267
3497.16,2.10725
3497.36,1.64955
3497.56,1.31112
3497.77,1.03731
3497.99,0.833462
3498.23,0.663819
3498.49,0.536122
3498.75,0.443095
3499.02,0.375992
3499.4,0.308444
3499.81,0.257985
3500.35,0.211116
3500.99,0.173175
3501.69,0.143745
3502.54,0.118343
3503.57,0.0969645
3504.66,0.0813316
3505.93,0.068788
3507.6,0.0581735
3509.27,0.0518222
3511.27,0.0481939
3512.24,0.0478631
3513.3,0.0489437
3514.01,0.0515915
3514.45,0.0556657
3514.8,0.0622553
3515.07,0.0708926
3515.29,0.081969
3515.51,0.0982071
3515.73,0.121592
3515.95,0.154555
3516.17,0.199906
3516.39,0.260663
3516.63,0.348806
3516.88,0.464705
3517.16,0.628791
3517.54,0.90699
3518.45,1.67507
3518.86,1.92188
3519.25,2.02038
3519.3,2.0218
3519.68,1.94797
3520.12,1.70148
3521.21,0.805444
3521.55,0.577786
3521.84,0.427059
3522.09,0.323137
3522.33,0.25204
3522.54,0.204534
3522.75,0.168731
3523.0,0.140664
3523.24,0.122855
3523.55,0.110576
3523.92,0.105046
3524.1,0.104631
3524.65,0.108679
3525.39,0.121075
3526.25,0.143071
3527.11,0.175437
3527.85,0.216169
3528.43,0.262184
3528.87,0.310811
3529.31,0.379795
3529.66,0.459993
3529.96,0.55737
3530.24,0.687751
3530.48,0.847939
3530.73,1.07011
3530.97,1.36824
3531.19,1.74133
3531.41,2.2346
3531.65,2.95928
3531.91,3.94075
3532.16,5.20173
3532.47,7.16142
3532.86,10.2523
3533.94,20.5511
3534.35,23.2835
3534.77,24.4121
3534.8,24.4173
3535.19,23.5391
3535.6,20.9944
3536.29,14.5781
3536.86,9.27814
3537.19,6.76513
3537.47,5.04328
3537.73,3.75616
3537.99,2.81806
3538.22,2.16242
3538.44,1.68602
3538.66,1.32616
3538.88,1.05692
3539.1,0.856462
3539.36,0.685196
3539.64,0.554543
3539.93,0.46176
3540.28,0.379779
3540.68,0.314081
3541.21,0.254749
3541.82,0.206868
3542.56,0.16678
3543.42,0.134211
3544.31,0.110241
3545.37,0.0900961
3546.59,0.0735082
3548.07,0.0597117
3549.54,0.0501003
3551.51,0.0413357
3553.44,0.035623
3555.37,0.03182
3557.27,0.0294389
3559.51,0.0280558
3560.64,0.0279242
3563.13,0.0291294
3565.21,0.0322952
3566.87,0.0371779
3568.05,0.0428051
3569.21,0.0512187
3570.17,0.0620107
3570.88,0.0739118
3571.51,0.0891438
3571.93,0.103725
3572.3,0.121799
3572.6,0.143518
3572.86,0.170281
3573.08,0.201651
3573.3,0.245405
3573.52,0.308635
3573.71,0.380558
3573.89,0.476821
3574.07,0.605
3574.26,0.774204
3574.45,1.01317
3574.65,1.32632
3574.87,1.78064
3575.08,2.36794
3575.32,3.15723
3575.6,4.36043
3575.93,6.14566
3576.48,9.78347
3577.05,13.502
3577.47,15.4934
3577.87,16.2181
3577.9,16.2211
3578.3,15.5805
3578.68,13.8907
3579.34,9.63248
3579.88,6.07991
3580.2,4.35796
3580.48,3.15576
3580.72,2.36708
3580.93,1.78012
3581.15,1.32601
3581.35,1.01295
3581.54,0.773962
3581.73,0.604702
3581.91,0.476445
3582.09,0.380079
3582.28,0.308059
3582.5,0.244711
3582.72,0.200857
3582.98,0.164223
3583.29,0.135477
3583.59,0.115797
3583.98,0.09845
3584.5,0.0821285
3585.13,0.0685985
3585.91,0.0568825
3586.86,0.0472916
3587.96,0.0397623
3589.22,0.0340312
3590.48,0.0302542
3592.38,0.0269851
3593.96,0.0260667
3594.81,0.026623
3595.34,0.0280943
3595.74,0.0307811
