66-Dy-164(n,&gamma;) ENDF/B-VII.1
5587.21,1.16956
5587.6,1.45194
5587.99,1.84382
5588.31,2.28583
5588.63,2.86509
5588.97,3.66986
5589.36,4.84457
5589.83,6.68855
5591.17,13.0345
5591.59,14.4444
5592.07,15.1089
5592.1,15.1118
5592.59,14.5054
5593.13,12.6338
5594.37,6.68488
5594.84,4.84199
5595.23,3.65375
5595.57,2.86371
5595.91,2.2597
5596.25,1.79896
5596.6,1.44675
5596.99,1.1691
5597.41,0.943371
5597.84,0.779627
5598.38,0.631404
5599.02,0.505752
5599.66,0.415667
5600.5,0.331613
5601.4,0.267475
5602.41,0.216075
5603.5,0.175871
5604.77,0.142067
5606.24,0.114242
5607.96,0.0912313
5609.72,0.0743322
5611.87,0.0597296
5614.17,0.0486076
5616.8,0.0395874
5619.63,0.0326461
5623.01,0.0267833
5627.03,0.0219233
5631.53,0.0181957
5636.67,0.0153046
5643.1,0.0129524
5649.53,0.0114905
5657.24,0.0105401
5664.1,0.0103085
5669.24,0.0105699
5674.38,0.0113767
5678.28,0.0125812
5681.54,0.0142848
5684.14,0.0164051
5686.34,0.0191618
5688.2,0.0226392
5689.75,0.0268516
5691.14,0.0323186
5692.34,0.0390738
5693.33,0.0470681
5694.26,0.057673
5695.06,0.0707048
5695.73,0.0861999
5696.28,0.104663
5696.72,0.125968
5697.07,0.149686
5697.38,0.180559
5697.65,0.219756
5697.88,0.267527
5698.1,0.331084
5698.32,0.4198
5698.52,0.525793
5698.71,0.667039
5698.9,0.853668
5699.11,1.12145
5699.33,1.4946
5699.56,1.98156
5699.8,2.67176
5700.06,3.63228
5700.37,5.01757
5700.79,7.36419
5701.61,12.3434
5702.04,14.2722
5702.44,15.0266
5702.5,15.0416
5702.91,14.4341
5703.33,12.67
5704.5,5.68357
5704.84,4.04031
5705.12,2.93575
5705.38,2.15257
5705.6,1.6278
5705.82,1.22276
5706.02,0.943748
5706.21,0.74094
5706.4,0.581569
5706.6,0.461562
5706.79,0.371764
5706.99,0.301466
5707.23,0.243859
5707.46,0.20273
5707.72,0.169216
5708.04,0.141357
5708.39,0.119719
5708.89,0.0982463
5709.48,0.0805481
5710.11,0.067401
5710.89,0.0554732
5711.89,0.0449469
5712.92,0.037279
5714.17,0.0307889
5715.66,0.025386
5717.32,0.0212633
5719.31,0.0178963
5721.46,0.0154369
5724.37,0.0132422
5727.27,0.0117805
5731.25,0.0104997
5736.22,0.00958066
5742.86,0.00891739
5753.47,0.00859608
5764.09,0.00875228
5780.01,0.00958966
5795.93,0.0111032
5809.2,0.0130326
5822.47,0.0158527
5833.08,0.0191079
5842.37,0.023094
5851.65,0.0286849
5859.61,0.0355607
5866.25,0.0436136
5872.75,0.0547332
5878.42,0.0685221
5883.36,0.0855548
5887.88,0.107582
5891.59,0.13302
5895.04,0.165819
5898.09,0.206107
5900.74,0.254492
5903.13,0.314156
5905.26,0.386441
5907.25,0.478856
5909.1,0.597323
5910.83,0.749084
5912.42,0.942336
5913.88,1.18503
5915.21,1.48227
5916.6,1.8992
5918.06,2.47425
5921.5,4.10394
5922.56,4.40575
5923.3,4.47154
5924.26,4.36153
5925.66,3.86809
5928.83,2.34357
5930.3,1.79611
5931.63,1.42109
5933.12,1.10893
5934.64,0.877573
5936.24,0.701782
5937.86,0.56976
5939.72,0.458754
5941.64,0.374226
5944.03,0.297929
5946.49,0.241396
5949.4,0.192942
5952.42,0.156855
5956.14,0.124971
5960.05,0.10117
5964.7,0.0810662
5969.34,0.0666944
5973.98,0.0561207
5980.62,0.0453328
5987.25,0.0378683
5995.61,0.0314863
6005.56,0.0267524
6013.52,0.0244458
6024.13,0.0230323
6026.79,0.0229459
6036.74,0.0237547
6045.36,0.0261061
6052.0,0.0295704
6057.3,0.0339496
6062.49,0.0402503
6066.73,0.0481788
6070.96,0.0598494
6073.89,0.0717709
6076.4,0.086135
6078.85,0.105957
6080.95,0.130176
6082.85,0.161699
6084.48,0.200523
6085.7,0.241341
6086.94,0.299329
6087.9,0.362761
6088.76,0.441313
6089.57,0.545909
6090.29,0.678628
6090.88,0.83376
6091.38,1.02119
6091.83,1.25493
6092.22,1.53773
6092.62,1.92338
6093.01,2.43992
6093.38,3.10783
6093.79,4.03651
6094.26,5.46917
6094.95,8.03297
6095.84,11.4853
6096.34,12.7617
6096.81,13.183
6097.26,12.7827
6097.76,11.53
6099.29,5.76299
6099.77,4.32789
6100.17,3.38818
6100.59,2.66876
6101.01,2.15717
6101.43,1.80512
6101.85,1.57059
6102.35,1.40033
6102.96,1.31104
6103.16,1.3041
6103.78,1.34964
6104.4,1.50713
6104.93,1.75607
6105.37,2.08205
6105.83,2.57234
6106.26,3.23216
6106.7,4.12193
6107.23,5.55324
6108.06,8.36002
6108.8,10.8834
6109.27,11.9774
6109.79,12.4425
6110.33,11.9523
6110.91,10.4995
6112.35,5.49397
6112.87,4.03461
6113.31,3.1013
6113.7,2.45495
6114.14,1.92083
6114.53,1.56381
6114.95,1.28328
6115.45,1.03773
6115.97,0.851251
6116.55,0.701716
6117.23,0.575423
6118.02,0.469843
6118.99,0.37797
6120.04,0.307452
6121.2,0.251582
6122.46,0.207711
6124.04,0.168276
6125.88,0.135954
6127.79,0.112042
6130.21,0.0904784
6132.77,0.0744255
6135.68,0.0614467
6139.28,0.0501942
6143.43,0.041288
6148.27,0.0342617
6152.61,0.0299057
6159.98,0.0250611
6166.72,0.0222845
6174.61,0.0203694
6184.25,0.0195379
6186.01,0.0195255
6196.53,0.0203056
6204.42,0.0219248
6213.63,0.0252652
6221.52,0.0299408
6228.09,0.0358361
6234.01,0.0435336
6239.23,0.0534009
6243.52,0.0649275
6247.21,0.07858
6250.8,0.0970776
6253.96,0.119759
6256.52,0.144995
6259.19,0.181205
6261.24,0.219575
6263.32,0.272893
6265.16,0.338299
6266.74,0.415172
6268.25,0.516231
6269.65,0.646406
6270.84,0.797514
6271.91,0.98327
6272.98,1.23691
6273.9,1.53166
6274.83,1.92528
6275.75,2.44723
6276.84,3.26239
6279.05,5.23687
6280.0,5.80967
6280.7,5.94892
6281.54,5.74783
6282.47,5.13522
6284.84,3.03004
6285.83,2.33348
6286.82,1.80826
6287.76,1.43628
6288.81,1.13211
6289.93,0.89887
6291.16,0.714606
6292.45,0.574502
6293.85,0.463964
6295.39,0.375784
6297.14,0.302613
6299.02,0.245566
6301.13,0.199156
6303.63,0.1595
6306.39,0.1283
6309.63,0.102246
6313.14,0.0823414
6317.0,0.0667473
6321.29,0.05435
6326.29,0.0441417
6331.2,0.0370076
6336.81,0.0310481
6343.39,0.0261058
6351.28,0.0220924
6360.49,0.019165
6368.38,0.017741
6378.02,0.0171328
6386.57,0.0177102
6394.68,0.0195198
6401.31,0.0224056
6406.79,0.0263825
6411.43,0.031662
6415.13,0.0379423
6418.29,0.0456827
6421.24,0.0559811
6423.88,0.0693168
6426.11,0.0854342
6428.04,0.105005
6429.67,0.12792
6431.15,0.156609
6432.42,0.190306
6433.69,0.236982
6434.74,0.29121
6435.77,0.365023
6436.61,0.45053
6437.37,0.557558
6438.0,0.681497
6438.58,0.836902
6439.15,1.05024
6439.62,1.30018
6440.1,1.64526
6440.54,2.08033
6440.96,2.64147
6441.41,3.4323
6441.94,4.63301
6442.65,6.66494
6443.65,9.65041
6444.17,10.7056
6444.7,11.1
6445.21,10.7382
6445.71,9.73788
6446.75,6.66129
6447.49,4.55347
6447.99,3.43009
6448.44,2.63972
6448.86,2.07888
6449.32,1.63125
6449.79,1.28989
6450.3,1.0293
6450.8,0.843199
6451.38,0.684983
6452.06,0.551119
6452.79,0.449708
6453.69,0.359056
6454.6,0.293988
6455.65,0.238706
6456.89,0.192171
6458.34,0.153556
6459.98,0.122735
6461.78,0.0990042
6463.71,0.0807214
6465.82,0.0662173
6468.39,0.0536104
6471.41,0.0432283
6474.73,0.0352641
6478.42,0.0290453
6482.8,0.0239375
6487.55,0.0201099
6492.98,0.0170856
6499.02,0.0148116
6505.06,0.0132829
6512.83,0.0120527
6521.29,0.0113795
6527.16,0.0112339
6535.97,0.0114738
6544.77,0.0123004
6553.58,0.0138724
6560.92,0.0159819
6568.26,0.0192543
6574.13,0.0231869
6579.27,0.0281675
6583.67,0.0342402
6587.83,0.0423946
6591.25,0.0518751
6594.39,0.0638954
6597.13,0.0785681
6599.47,0.0959284
6601.82,0.1201
6603.88,0.14997
6605.64,0.185725
6607.18,0.228901
6608.53,0.28095
6609.83,0.349839
6611.02,0.438586
6612.07,0.548371
6612.99,0.684144
6613.76,0.840462
6614.53,1.05684
6615.24,1.33658
6615.84,1.66155
6616.45,2.11075
6617.04,2.68863
6617.68,3.5099
6618.53,4.93449
6619.93,7.44768
6620.59,8.21017
6621.1,8.40074
6621.61,8.20871
6622.27,7.44476
6624.28,3.87941
6624.95,2.9312
6625.53,2.30673
6626.12,1.82318
6626.7,1.46255
6627.39,1.1553
6628.11,0.923112
6628.88,0.744198
6629.69,0.607376
6630.67,0.486999
6631.79,0.388362
6632.99,0.313209
6634.24,0.256206
6635.78,0.205148
6637.54,0.163607
6639.5,0.130819
6641.45,0.107104
6643.68,0.0873169
6646.22,0.0708723
6648.99,0.0579234
6652.41,0.0463586
6656.21,0.0372703
6660.49,0.0300039
6664.89,0.0246441
6670.03,0.0201291
6675.9,0.0164447
6681.77,0.0137805
6689.11,0.0113866
6697.92,0.00936699
6708.19,0.00776289
6719.93,0.00654727
6731.68,0.00575757
6746.35,0.00518487
6758.1,0.00500568
6762.01,0.00498978
6773.75,0.00514249
6785.5,0.00562837
6796.06,0.00653437
6802.89,0.00754643
6809.52,0.00906262
6814.77,0.0108919
6819.37,0.0132584
6823.4,0.0162888
6826.85,0.0200509
6829.72,0.0245066
6832.19,0.0298196
6834.49,0.0367108
6836.54,0.0453612
6838.27,0.0554613
6839.95,0.0692307
6841.39,0.0857774
6842.62,0.105475
6843.73,0.129969
6844.71,0.159821
6845.61,0.19828
6846.41,0.246638
6847.1,0.305335
6847.69,0.376583
6848.19,0.460247
6848.63,0.566133
6849.01,0.691938
6849.34,0.840815
6849.67,1.04172
6850.0,1.31779
6850.32,1.67537
6850.63,2.13395
6850.99,2.81692
6851.38,3.79359
6851.83,5.25248
6853.2,10.5003
6853.7,11.8502
6854.2,12.3376
6854.59,12.03
6855.02,11.0646
6855.71,8.58656
6856.55,5.29378
6857.0,3.85621
6857.37,2.91174
6857.73,2.19586
6858.08,1.6802
6858.42,1.29786
6858.76,1.02417
6859.05,0.844877
6859.42,0.67905
6859.8,0.556692
6860.21,0.45997
6860.71,0.376303
6861.23,0.311827
6861.92,0.251142
6862.61,0.207483
6863.53,0.165655
6864.45,0.135712
6865.54,0.110055
6866.85,0.0878668
6868.16,0.0719373
6869.81,0.0576202
6871.61,0.046457
6873.58,0.037754
6875.68,0.0310731
6878.27,0.0251379
6880.98,0.0206904
6884.43,0.0166964
6888.37,0.0135591
6892.97,0.0110717
6897.57,0.00936856
6902.83,0.0080315
6909.4,0.00693511
6917.28,0.00617747
6923.85,0.00588146
6927.8,0.00582273
6934.19,0.00591905
6940.59,0.00627967
6947.55,0.00706623
6953.12,0.00813571
6958.0,0.00957157
6962.18,0.0113877
6965.8,0.0136614
6969.21,0.0167416
6972.07,0.0204259
6974.5,0.0248278
6976.73,0.0304229
6978.68,0.0372066
6980.56,0.0463839
6982.23,0.0579946
6983.66,0.07201
6984.88,0.0886905
6985.92,0.10836
6986.97,0.135804
6987.8,0.166576
6988.6,0.207571
6989.28,0.257855
6989.87,0.319706
6990.31,0.38622
6990.73,0.473388
6991.1,0.583934
6991.47,0.73419
6991.78,0.914583
6992.09,1.15996
6992.41,1.49176
6992.69,1.88981
6993.01,2.46184
6993.37,3.31028
6993.78,4.52033
6994.35,6.6685
6995.24,10.2768
6995.77,11.8432
6996.26,12.4967
6996.35,12.5155
6996.78,12.1659
6997.33,10.8646
6997.9,8.93521
6998.0,8.58897
6998.0,0.499941
8000.0,0.462131
9564.24,0.418586
10000.0,0.406455
11955.3,0.368751
12500.0,0.358248
14944.1,0.324174
15000.0,0.323395
17932.9,0.295257
20000.0,0.275427
23910.6,0.250525
25000.0,0.243588
29888.2,0.221416
30000.0,0.22091
35000.0,0.204063
40000.0,0.191194
47821.2,0.177145
50000.0,0.173231
59776.5,0.161985
60000.0,0.161728
73844.0,0.151779
73844.0,0.136848
80000.0,0.113701
90000.0,0.0952554
100000.0,0.0846235
120000.0,0.071153
150000.0,0.0590163
200000.0,0.0514323
300000.0,0.0432101
400000.0,0.0395437
500000.0,0.0387151
650000.0,0.0407545
800000.0,0.0427074
900000.0,0.0416191
1000000.0,0.0386574
1100000.0,0.0311785
1200000.0,0.0276984
1300000.0,0.0256354
1500000.0,0.0237717
1600000.0,0.0239958
1700000.0,0.0239907
1900000.0,0.0214603
2048880.0,0.0204354
3000000.0,0.00988279
3500000.0,0.00630136
4000000.0,0.0039918
5000000.0,0.00164501
6000000.0,8.00308E-4
7000000.0,5.22943E-4
7600000.0,5.09722E-4
8000000.0,5.1811E-4
9000000.0,6.17866E-4
1.075E7,9.14269E-4
1.1E7,9.59148E-4
1.2E7,0.00101109
1.3E7,9.73704E-4
1.4375E7,7.86444E-4
1.6125E7,4.88506E-4
1.7E7,3.67609E-4
1.8E7,2.71547E-4
1.9E7,2.01994E-4
2.0E7,1.56234E-4

